time,open,high,low,close
1717086150.0,68844.77569637886,68932.11273676883,68753.86682451253,68845.77837743732
1727536950.0,63336.73568121693,63420.96854497354,63251.88884920635,63336.3835515873
1709847900.0,67298.69902034664,67449.18478522984,67126.04740015071,67304.61579502637
1722305700.0,64336.5065290413,64474.73124562632,64182.08419174248,64327.95917424772
1713388950.0,65323.329251908384,65474.81376335877,65157.71282442748,65319.072503816795
1719703800.0,60804.01757015742,60891.700677618064,60706.60351813826,60798.8529705681
1714583250.0,62471.054650297614,62585.25701636904,62347.27698660714,62469.260252976186
1724881050.0,60326.73536754508,60425.61274618585,60222.392753120665,60325.07675450762
1711035900.0,67036.70272658035,67223.20738004569,66844.56899466869,67037.94987052551
1728908550.0,64953.93272786457,65040.992050781235,64866.6383984375,64957.238606770836
1718389350.0,67053.39069178085,67131.62431506852,66961.67258219176,67048.79964383563
1721011950.0,61629.157932226866,61749.02155601664,61517.83156293223,61636.24009681883
1715814000.0,64843.54420560747,64945.06572969086,64745.09662832494,64848.56966211359
1726193250.0,58126.7212143827,58229.71679782908,58027.604687924046,58130.674308005415
1723590450.0,59177.217994389925,59308.234516129065,59048.04452314165,59180.28877279103
1712213100.0,68911.90564082887,69025.97778204147,68785.65297774367,68911.83914044512
