Actual,Predicted,predicted_delta
295.53999999999996,296.9303515307447,0.000262333924183622
300.86999999999944,296.3547608116405,0.0002574649697635323
300.5399999999995,301.6935367125361,0.0002597522980067879
302.28999999999996,301.3516067780479,0.000256027007708326
306.9899999999998,303.1280470515758,0.00026424499810673296
300.75000000000045,307.84336594603656,0.0002686743682716042
305.6500000000001,301.6148061499516,0.00027277591289021075
304.5,306.4931109341105,0.00026549669564701617
306.8299999999995,305.3494224701026,0.0002675791329238564
309.28999999999996,307.6740996374315,0.00026573511422611773
314.5199999999995,310.15403474853247,0.0002718408650252968
311.97000000000025,315.3894861806557,0.00027307021082378924
314.82000000000016,312.85431026361493,0.0002779279893729836
326.92999999999984,315.6509705945309,0.0002610039955470711
330.3000000000002,327.78242347162495,0.000266688788542524
320.67999999999984,331.1685908266204,0.00027149441302753985
322.0,321.53814487469117,0.00026896121562458575
327.0500000000002,322.85219663265025,0.0002670315152499825
328.6500000000001,327.8764474011823,0.0002585564798209816
329.59000000000015,329.48750286561517,0.00026187943876720965
328.1500000000001,330.4263825720527,0.00026146965683437884
325.27999999999975,328.96362646784337,0.0002544214075896889
319.07000000000016,326.107778736427,0.0002590780204627663
311.6399999999994,319.93373242597363,0.0002708462125156075
310.17999999999984,312.58040213631693,0.0002956007665488869
308.0,311.05999269958556,0.000276761973509565
314.0,308.8774613980363,0.0002761547511909157
320.4200000000001,314.8591426236112,0.0002699074393603951
311.94000000000005,321.27415833033456,0.00026779892505146563
316.5500000000002,312.7847203976289,0.0002655525750014931
325.77999999999975,317.38797427152303,0.0002629783994052559
325.0900000000006,326.64232509094336,0.00026988136232830584
327.9000000000001,325.9279969706354,0.0002623227483127266
339.0,328.7339104646512,0.000260769302258268
337.3899999999999,339.85181309743575,0.0002655153220985085
354.96000000000004,338.27038977458096,0.00027455660165287554
361.7399999999998,355.83370475045876,0.0002710026747081429
373.77000000000044,362.6543755038874,0.0002829422301147133
369.6199999999999,374.6115702226148,0.00025952133000828326
378.2600000000002,370.4423119295502,0.0002538924163673073
392.4200000000001,379.0981522617717,0.00025803493917919695
394.4899999999998,393.26403625051717,0.00025875764549709857
404.05999999999995,395.37650768948106,0.00027160989702679217
435.6700000000001,404.8971320473411,0.0002557699626777321
439.90999999999985,436.47863469779895,0.00024466487229801714
475.8600000000001,440.71043607707816,0.0002418709045741707
483.0,476.6850035195853,0.00024665045202709734
469.22000000000025,483.8512578372661,0.0002538924163673073
408.0,470.1006446491201,0.0002637309080455452
435.5799999999999,408.9286631669029,0.0002833333855960518
393.59000000000015,436.44894257839906,0.00026293742121197283
389.82000000000016,394.4494645367654,0.0002634105330798775
388.8699999999999,390.70361539317855,0.0002711367851588875
404.72000000000025,389.754809833682,0.0002715577429626137
385.5,405.58792508956503,0.0002651018148753792
360.0,386.4018154124251,0.00027703019441105425
375.6500000000001,360.93101857692363,0.0002883215493056923
371.6699999999996,376.5404669510799,0.0002743852382991463
384.9000000000001,372.55840722388757,0.0002741132921073586
367.6500000000001,385.7999993376975,0.00027659061015583575
374.4700000000007,368.5823231226532,0.00028801607550121844
376.97000000000025,375.3567567808882,0.0002733160799834877
380.7399999999998,377.84169705954673,0.0002685365325305611
388.47000000000025,381.6295895456924,0.0002737184113357216
380.9899999999998,389.3290738939518,0.00026364895165897906
387.02,381.8466950121406,0.00026359307230450213
383.52999999999975,387.86674912258377,0.00026001306832768023
387.3899999999999,384.3716546599803,0.0002587762719485909
379.0,388.245795576795,0.00026278095901943743
384.9100000000003,379.8800612525042,0.00027091699303127825
382.9899999999998,385.78036594959895,0.00026740404427982867
381.0,383.84561403972384,0.0002630491799209267
372.6500000000001,381.91082364088106,0.0002802525705192238
370.0,373.53814169472435,0.00027390840114094317
369.3600000000001,370.8741824621561,0.0002698143071029335
382.6700000000001,370.21965260522757,0.00026541846455074847
384.6700000000001,383.54515694003294,0.0002691027766559273
379.3800000000001,385.54326760155527,0.00026839497149921954
377.9000000000001,380.23123397725567,0.0002620396262500435
376.03999999999996,378.75622587929865,0.000263704831013456
380.0,376.92731642817216,0.0002734166628215462
373.2399999999998,380.83029729616965,0.00025549429119564593
353.94000000000005,374.10435613051095,0.00026653605164028704
352.4000000000001,354.87194581308995,0.0002890777832362801
336.8000000000002,353.30775232443375,0.0002817575877998024
310.57000000000016,337.7589093845809,0.0002990839129779488
313.1100000000001,311.5203073876901,0.0002988752967212349
319.0,313.9989483596328,0.00027928026975132525
308.3899999999999,319.8796612758397,0.000275882804999128
312.5,309.28157824380287,0.00028059902251698077
309.90999999999985,313.3634300398412,0.00027137520373798907
317.40999999999985,310.7673256773237,0.00026962431729771197
330.1300000000001,318.27230119805154,0.00027058544219471514
335.47000000000025,330.9735918427091,0.0002636526769492775
329.03999999999996,336.29662110489244,0.00025787847698666155
327.27999999999975,329.8510866646443,0.00025362419546581805
337.1700000000001,328.0903928782827,0.00025351616204716265
337.27999999999975,338.01792149663925,0.0002644573396537453
333.0,338.11614769288644,0.00026077302754856646
327.19000000000005,333.86253601322005,0.00026933374465443194
331.19000000000005,328.0478946573089,0.00026840242207981646
333.22000000000025,332.0386911619171,0.0002651800459716469
336.9899999999998,334.0677647232769,0.00026469575823284686
333.05999999999995,337.8546396034226,0.00026963549316860735
332.4899999999998,333.89272053011337,0.0002600652223918587
332.52999999999975,333.3799844490295,0.00027790936292149127
332.34000000000015,333.3726123660467,0.00026314231217838824
333.0,333.19477369419565,0.00026698681176640093
333.0,333.8489357540402,0.00026508691371418536
333.3000000000002,333.8999009358081,0.00028100135386921465
333.53999999999996,334.13203949155786,0.0002597522980067879
332.6700000000001,334.3513375906541,0.0002532777434680611
319.8299999999999,333.4909236010594,0.0002563771849963814
322.55999999999995,320.67792255274617,0.00026588040054775774
319.27999999999975,323.3954943492831,0.00026174160302616656
318.6399999999999,320.21664358809994,0.00029376792372204363
320.5,319.49070576727036,0.00026681917370297015
317.94000000000005,321.34654174386196,0.0002653774863574654
321.3699999999999,318.7816665173027,0.00026403265655972064
328.1500000000001,322.22416571897793,0.0002676573640201241
330.8299999999999,328.99175066337375,0.0002632168179843575
337.5,331.693692614479,0.0002698850876186043
334.55999999999995,338.36766052599205,0.00027057426632381976
334.5999999999999,335.3814617883827,0.0002563473826739937
334.5799999999999,335.4028240674211,0.0002505582815501839
336.48,335.40574995509496,0.0002576996630523354
336.0799999999999,337.2929892301995,0.0002536167448852211
333.3600000000001,336.92262970904176,0.0002628517395351082
332.9899999999998,334.2528037880852,0.0002787661796901375
333.5799999999999,333.87883999558744,0.00027754055918194354
333.8600000000001,334.43140020566125,0.00026581334532238543
333.9899999999998,334.72739913448004,0.0002708238607738167
335.6500000000001,334.83007867113656,0.0002622072643134743
333.98,336.47884547335843,0.0002586086338851601
334.1100000000001,334.8257694111053,0.0002639767772052437
334.5799999999999,335.01444611682746,0.00028229402960278094
327.3800000000001,335.4176262135147,0.000261406326899305
328.3499999999999,328.2720203123358,0.0002790306753013283
326.02,329.1978216822049,0.00026516514481045306
314.78999999999996,326.86612642462387,0.0002648000663612038
318.02999999999975,315.6941085623557,0.0002839517837855965
322.8800000000001,318.89914555808264,0.00027271630824543536
322.05000000000064,323.73062241073194,0.00026643546880222857
320.1399999999999,322.9082084258571,0.0002688606327865273
322.03999999999996,320.9847746509877,0.00026484104455448687
321.80999999999995,322.8625869624607,0.00025778161943890154
326.52999999999975,322.6318871624153,0.0002575804537627846
327.6500000000001,327.36453722628085,0.0002610822266433388
324.71000000000004,328.4758578721553,0.0002583441382739693
324.5999999999999,325.53357657149127,0.00025781142176128924
326.5,325.4268443717069,0.00025884705246426165
325.9200000000001,327.3252228144279,0.0002582361048553139
325.9200000000001,326.7479459999822,0.00025913017452694476
322.8899999999999,326.74907684925574,0.00025948407710529864
321.6100000000001,323.7200858502815,0.00026000934303738177
321.77,322.4447079433835,0.00026154788793064654
324.1999999999998,322.60190293188543,0.0002606910711620003
322.0,325.0288670165196,0.0002595585829112679
321.57000000000016,322.8292507205838,0.000259841704973951
324.6999999999998,322.3986750661056,0.00025971877039410174
324.3800000000001,325.5290724471952,0.0002595250552985817
324.25,325.2132722070878,0.0002608847862575203
323.48,325.07933824438487,0.0002596517151687294
321.07000000000016,324.30850929129474,0.0002594803518150002
320.92999999999984,321.90544610998677,0.00026184963644482195
322.47000000000025,321.76087278530895,0.0002604079490993172
321.0,323.29913103544595,0.00025977464974857867
320.72000000000025,321.8414019708357,0.00026375698507763445
319.7000000000003,321.5555473459067,0.0002619055157992989
318.02999999999975,320.5350712917657,0.00026184963644482195
318.80999999999995,318.87109849976287,0.0002639171725604683
324.7199999999998,319.6432967608662,0.0002613877004478127
324.9899999999998,325.56516325605935,0.0002645765489432961
327.22000000000025,325.8271011746933,0.0002620619779918343
328.9000000000001,328.04863964334436,0.0002591823285911232
331.8899999999999,329.72565004912576,0.0002581690496299416
336.15000000000055,332.70859150027763,0.00025572898448444903
356.24999999999955,336.969808627347,0.0002557811385486275
347.69000000000005,357.13167152005417,0.0002732974535319954
345.3000000000002,348.6101533642586,0.00028601931990124285
353.2099999999996,346.15706462045864,0.00026662173331715167
349.1400000000003,354.05202967975265,0.0002612982934806496
350.7000000000003,349.9703963805737,0.0002579716092441231
357.0,351.5557233822278,0.0002657649165485054
355.65999999999985,357.85954708767713,0.0002664242929313332
358.9200000000001,356.4938657868388,0.0002585117763374001
357.1399999999999,359.7480822662001,0.0002564963942859322
354.40999999999985,357.9706615516652,0.00025747987092472613
356.78999999999996,355.2391058052076,0.00025714459479786456
353.97000000000025,357.62723238026547,0.00025953995645977557
353.8000000000002,354.8011433740721,0.0002578263229224831
356.34000000000015,354.63395377192774,0.00025875764549709857
356.9500000000003,357.17264736736615,0.00025816159904934466
356.23,357.78030696788073,0.0002573271340224892
355.65999999999985,357.05920657892693,0.00025710734189487994
363.32000000000016,356.4870175403812,0.0002563883608672768
362.7600000000002,364.1550818531182,0.0002583441382739693
363.25,363.59825092932306,0.0002593797689769417
371.48,364.0817814725456,0.0002572749799583107
374.3600000000001,372.3279682527823,0.00026168199838139117
378.32000000000016,375.20361092717485,0.0002600279694888741
379.28999999999996,379.1492711346468,0.000255341554293409
375.30999999999995,380.1236797091851,0.0002565746253821999
376.02,376.15838295088633,0.00026144730509258807
376.71000000000004,376.86041397776944,0.0002589513605926186
377.7399999999998,377.56184674508995,0.0002624196058604866
377.99999999999955,378.5744132871305,0.0002569657808635384
361.22000000000025,378.83297655069464,0.0002565261966083199
364.25,362.1065347719277,0.00027441131533123553
362.27999999999975,365.0992412229057,0.0002626580244395882
363.05999999999995,363.13617755244195,0.00026494907797314227
352.32000000000016,363.8987033141293,0.00025946172536350787
355.5,353.1846642790979,0.0002684173232410103
353.4200000000001,356.3325586536057,0.00025817277492024004
358.7399999999998,354.25575754599276,0.0002593201643321663
358.8299999999999,359.5839198206181,0.000261454755673185
358.8899999999999,359.6759289574961,0.0002620508021209389
366.19000000000005,359.72309202146926,0.00025802748859860003
364.8800000000001,367.0251906669041,0.0002581504231784493
359.21000000000004,365.7206835040229,0.0002599162107799202
360.5799999999999,360.0481213596995,0.00025962936342693865
363.8200000000006,361.4215735316184,0.0002605830377433449
361.4200000000001,364.65998286236845,0.0002597634738776833
358.21000000000004,362.2581218675323,0.00025938721955753863
358.4899999999998,359.0524912196729,0.00026100027025677264
359.9200000000001,359.32362424144367,0.00025826963246800005
361.48,360.75759831831374,0.0002593387907836586
362.6199999999999,362.32476466425715,0.0002614845579955727
363.6199999999999,363.452209120323,0.0002575022226665169
369.4200000000001,364.4513426191338,0.0002571296936366707
370.02,370.25223880418025,0.0002569955831859261
379.77999999999975,370.8539880409762,0.00025742026627995074
377.5999999999999,380.6238713703083,0.00025969641865231097
378.6500000000001,378.44366957553984,0.0002598081773612648
388.0,379.48000759014667,0.00025553154409863055
392.8499999999999,388.85380229365137,0.0002621476596686989
389.27000000000044,393.69199515124046,0.00025807591737248003
391.9200000000001,390.11880344576366,0.00026043030084110796
392.75,392.74866432932504,0.00025405260385014117
394.6999999999998,393.57873502999337,0.0002540302521083504
388.2399999999998,395.5357602606323,0.00025603073299862444
389.40999999999985,389.08525267655614,0.00025942447246052325
388.34000000000015,390.24950193323775,0.00025758417905308306
395.0,389.17652260688374,0.00025681304396130145
396.0100000000002,395.8475186321375,0.0002596628910396248
395.9000000000001,396.8627023603349,0.0002611530071590096
395.5799999999999,396.7316662311605,0.0002547231561038643
394.69000000000005,396.4227445565589,0.0002580721920821816
392.3899999999994,395.51752600468217,0.0002535012608859688
395.0,393.22865926549457,0.00025708871544338763
394.9499999999998,395.83955316445235,0.00025722282589413226
396.0,395.7956476979575,0.0002590556687209755
417.8899999999999,396.84710448963915,0.00025943192304112017
419.53999999999996,418.75821162430066,0.00026411088765598834
417.0500000000002,420.392866896389,0.00025934624136425555
423.34000000000015,417.89811327349025,0.00025803493917919695
415.0900000000006,424.1792461031332,0.00025483491481281817
413.55999999999995,415.93380254929025,0.0002568689233157784
416.9800000000005,414.43833373899406,0.00026756423176266253
413.9899999999998,417.82568243809465,0.0002573345846030861
412.0,414.8317272847398,0.0002563585585448891
413.5700000000006,412.8444337479946,0.0002573085075709969
414.1799999999994,414.40703464281205,0.00025499137700535357
415.32000000000016,415.03599021479613,0.00026065754354931414
415.57000000000016,416.165707912126,0.0002574314421508461
421.6300000000001,416.4139833565023,0.00025690245092846453
421.1700000000001,422.47894774339375,0.0002579231804702431
434.9200000000001,422.0129479363168,0.0002561350411269814
435.42999999999984,435.8055897754448,0.00026796283782459795
444.84000000000015,436.2809666228636,0.0002574835962150246
453.03999999999996,445.7112326408169,0.0002628703659866005
466.02,453.90987032480416,0.0002618533617351204
427.3399999999997,466.8608296643797,0.0002520558482501656
432.0,428.2657049152522,0.00028082626522518694
424.9200000000001,432.83973693038797,0.00025435807765461504
427.5999999999999,425.7786098802144,0.00026065754354931414
436.19000000000005,428.4644395620462,0.0002621588355395943
433.15999999999985,437.06859483131166,0.0002657500153873116
433.97000000000025,434.00980545754237,0.0002573271340224892
435.0,434.82451272422895,0.0002586943155620247
438.42999999999984,435.84230265754877,0.00025491687119938433
439.9899999999998,439.275176455722,0.00025551291764713824
433.07000000000016,440.8382534431589,0.0002562877780292183
435.9899999999998,433.9425795756606,0.0002642487233970314
438.75,436.84613149587676,0.00025899233878590167
442.77999999999975,439.602231924639,0.00025760280550457537
442.1500000000001,443.64785379377554,0.00026201727450825274
443.94000000000005,443.01843356492463,0.0002621998137328774
443.3600000000001,444.7916842506479,0.00025705518783070147
451.6300000000001,444.22699004845254,0.0002617155259940773
455.8800000000001,452.502949618774,0.00026286664069630206
454.5799999999999,456.7204440484252,0.0002527599281165749
459.9899999999998,455.42006188762525,0.00025271522463299334
458.82000000000016,460.83762107902567,0.0002545890456531197
464.52999999999975,459.66333822442175,0.0002533746010158211
444.9200000000001,465.38298299427106,0.00025581466616131365
454.9699999999998,445.79326605530196,0.0002634515112731606
460.21000000000004,455.846295629432,0.00026361914933659136
458.1100000000001,461.07169213118004,0.0002587911731097847
455.7600000000002,458.9646788324917,0.00025682049454189837
455.86999999999944,456.63467794776625,0.0002630603557918221
450.9499999999998,456.69768218657373,0.0002489154285285622
455.1300000000001,451.798085718307,0.000255438411841169
458.0,455.9736652403767,0.00025373967946507037
457.3899999999994,458.84555282854353,0.0002540898567531258
453.78999999999996,458.24834044220825,0.0002580386644694954
456.1700000000001,454.6491429248017,0.0002585266774985939
456.3600000000001,457.0209470196937,0.00025585564435459673
464.94000000000005,457.2283397935921,0.00026112693012692034
458.4499999999998,465.7974207494876,0.00025716322124935687
459.5799999999999,459.31495464285445,0.0002598789578769356
460.1999999999998,460.42629161394825,0.0002542574948165566
462.46000000000004,461.04233949047966,0.0002529722696635872
463.9499999999998,463.32201169156997,0.00025867941440083086
463.42999999999984,464.8067374980001,0.00025698068202473223
464.9200000000005,464.2791330093514,0.00025477903545834124
461.9899999999998,465.7690683833516,0.0002546449250075966
460.77999999999975,462.84171675934067,0.0002557029074523598
461.8000000000002,461.64425519245333,0.00025951387942768633
459.65999999999985,462.6484425889371,0.00025467845262028277
459.19999999999936,460.51630732440117,0.00025723400176502764
457.8600000000001,460.05409628869756,0.0002566044277045876
452.49999999999955,458.7084434205012,0.0002550360804889351
441.5,453.3855605794133,0.0002665584033820778
442.53999999999996,442.42638574853754,0.0002797831839416176
434.75,443.41899556106955,0.00026539238751865923
435.85000000000036,435.66410138573883,0.00027665021480061114
445.9499999999998,436.73971156569996,0.0002691437548492104
432.8299999999999,446.8275202255336,0.0002646510547492653
436.3299999999999,433.7012384641039,0.00026385384262539446
438.0699999999997,437.19497342785735,0.0002616372948978096
438.19000000000005,438.9164176967124,0.00025590407312847674
441.1399999999999,439.03345334456753,0.00025500255287624896
440.13000000000056,441.9884668693785,0.00025626542628742754
437.4099999999994,440.97707985027455,0.00025594132603146136
435.0799999999999,438.2671055869537,0.00025920840562321246
435.47999999999956,435.93906518112135,0.0002599571889732033
437.94000000000005,436.33810689399934,0.00025967779220081866
437.02999999999975,438.79297720272325,0.0002578859275672585
441.34000000000015,437.88239094441496,0.0002577853447292
439.4899999999998,442.1882814749324,0.0002562579757068306
443.8000000000002,440.33790557601924,0.00025627660215832293
442.55999999999995,444.6495511334342,0.00025640326202847064
455.00999999999976,443.4123006624254,0.0002573457604739815
455.1399999999999,455.87078820044917,0.00025889548123814166
457.1999999999998,455.9971550244004,0.0002578039711806923
456.25,458.0487626397053,0.0002551180368755013
454.1700000000001,457.1086358029893,0.00025822120369412005
455.0,455.009465489969,0.0002526034659240395
455.8499999999999,455.8486364638193,0.0002552335208747536
456.02999999999975,456.69514402524464,0.00025415318668819964
452.55999999999995,456.87518869176574,0.000254115933785215
454.48,453.4182014700632,0.0002583627647254616
455.32000000000016,455.3320854853532,0.00025635110796429217
455.5100000000002,456.1704375608306,0.0002558183914516121
447.3699999999999,456.36119105177613,0.00025600093067623675
441.8000000000002,448.22584339164086,0.00025803493917919695
424.77,442.66899648681465,0.000262479210505262
423.5,425.719188464569,0.0002881390100810677
422.8499999999999,424.3899604777257,0.0002702576166484505
417.3900000000003,423.7472571442149,0.0002725561207626015
420.94000000000005,418.2587941255815,0.00026429715217091143
417.28999999999996,421.7966190595389,0.0002603073662612587
424.42999999999984,418.12191326816264,0.00025309520424343646
419.0500000000002,425.27206787944624,0.00025565075338818133
420.0799999999999,419.89647148102586,0.0002574165409896523
421.7600000000002,420.9172452711787,0.0002545294410083443
428.3000000000002,422.59960060311914,0.0002550845092628151
428.98,429.14627679304704,0.0002566044277045876
426.5500000000002,429.82054912669946,0.00025480883778072894
423.77,427.39275751883133,0.00025565075338818133
419.1100000000001,424.6137796189105,0.0002562430745456368
421.4599999999996,419.95564281934276,0.0002571185177657753
423.15999999999985,422.30830263550797,0.0002577853447292
422.2800000000002,424.0019721881513,0.0002557140833232552
423.47000000000025,423.1248909325186,0.0002566975599620491
428.3899999999999,424.3158163761409,0.00025683167041279376
429.25,429.2401943361692,0.0002577667182777077
431.82000000000016,430.0932819897166,0.00025564702809788287
432.5500000000002,432.6646843879912,0.0002559077984187752
433.62999999999965,433.38678627417676,0.0002534044033382088
431.5799999999999,434.4602107413525,0.00025136666954495013
426.02,432.4168282076366,0.0002535385137889534
426.52999999999975,426.8805358568761,0.0002611194795463234
425.84000000000015,427.37928247562786,0.00025770338834263384
425.9899999999998,426.68893718196796,0.0002576512342784554
421.3600000000001,426.84081823810675,0.0002581504231784493
426.07000000000016,422.2138918079254,0.00025950270355679095
423.52,426.9194737740977,0.0002577965206000954
430.0100000000002,424.36891897667874,0.0002578076964709908
430.8899999999999,430.8651738346425,0.00025915997684933245
433.3699999999999,431.7326697685826,0.0002553601807449013
434.1599999999994,434.2071608387864,0.00025346773327328265
432.72000000000025,435.00677110203515,0.0002563064044807106
431.52,433.5593736669057,0.0002542165166232735
433.5999999999999,432.36351644926117,0.0002555240935180336
433.82000000000016,434.444120676736,0.0002555576211307198
433.8499999999999,434.66477865570005,0.0002557327097747475
431.78999999999996,434.7003354955532,0.0002574351674411446
432.30999999999995,432.6348619520363,0.00025594132603146136
432.03999999999996,433.1564318798273,0.0002563362068030983
433.17999999999984,432.8877650361501,0.0002568167692515999
433.5499999999997,434.03001926653997,0.0002574053651187569
431.72000000000025,434.3960163345728,0.00025609778822399676
430.5,432.57132678431344,0.0002578523999545723
430.77,431.34612632313065,0.00025640326202847064
428.2399999999993,431.6168200411248,0.0002566230541560799
425.24000000000024,429.09352091525307,0.00025884705246426165
431.0400000000004,426.0940646880008,0.0002592344826553017
431.00000000000045,431.8921883701955,0.00025817277492024004
431.7399999999998,431.847947279276,0.0002569471544120461
431.8699999999999,432.586326186944,0.00025635110796429217
434.2900000000004,432.71675194553154,0.00025648149312473834
432.40000000000055,435.13856329024475,0.00025685029686428607
434.1700000000001,433.249013321853,0.0002570924407336861
433.9899999999998,435.0219177268209,0.00025787102640606463
433.0,434.8315096914689,0.0002547715848777443
431.6199999999999,433.8415234014142,0.00025479766190983355
433.17999999999984,432.4707848502494,0.0002577071136329323
432.27999999999975,434.026168348943,0.0002562393492553383
432.42999999999984,433.13129352890246,0.0002578747516963631
427.30999999999995,433.2725379374483,0.00025515156448818743
429.8600000000001,428.160916016443,0.0002581206208560616
430.94000000000005,430.70535070966616,0.00025625425041653216
431.42999999999984,431.7907735644817,0.00025776299298740923
430.4499999999998,432.2741329643918,0.00025573643506504595
429.5600000000004,431.29870867686304,0.0002571520453784615
441.5799999999999,430.4040113623869,0.0002558183914516121
449.77999999999975,442.4437485604035,0.00026083263219334185
450.5500000000002,450.64097559526044,0.00025939467013813555
454.5,451.39631670370954,0.00025489451945759356
454.5799999999999,455.34658014717843,0.00025470825494267046
457.0,455.415604017423,0.00025137412012554705
455.5500000000002,457.84358258793645,0.0002535981184337288
451.9000000000001,456.4127700441609,0.00025951015413738787
454.8000000000002,452.754088529804,0.0002571110671851784
454.07000000000016,455.66045029590805,0.0002588247007224709
450.4499999999998,454.9271829009808,0.0002579529827926308
452.6999999999998,451.3355341231054,0.0002667260414455086
452.02999999999975,453.5591281581633,0.00025856393040157855
449.8499999999999,452.88564300182315,0.0002575804537627846
450.21000000000004,450.70713558235366,0.0002581988519523293
449.5100000000002,451.0658905595478,0.0002578076964709908
452.23,450.357727403883,0.00025539370835758746
448.84000000000015,453.07432099294056,0.00025422024191357195
445.0,449.6873626296733,0.0002553490048740059
445.71000000000004,445.8507767647616,0.0002567199117038399
442.8899999999999,446.5566452491148,0.0002553490048740059
443.94000000000005,443.74454305463587,0.00025798651040531695
444.97000000000025,444.79489351786196,0.00025802376330830157
448.78999999999996,445.82228824103004,0.00025715577066875994
450.53999999999996,449.6370530739314,0.00025530802668072283
443.6600000000003,451.3897278184727,0.0002559152489993721
444.65000000000055,444.53344809424743,0.000263607973465696
445.7999999999997,445.50312134354635,0.00025745006860233843
447.27,446.6521874276623,0.0002570812648627907
448.0,448.1249408491253,0.00025778161943890154
446.9500000000003,448.85328352393253,0.0002571706718299538
445.77,447.79383993454985,0.0002544772869441658
444.8099999999995,446.6150170844103,0.000254898244747892
446.2600000000002,445.6580630561534,0.0002558593696448952
447.1300000000001,447.1102893897305,0.0002564740425441414
434.8499999999999,447.97956839188873,0.0002561536675784737
432.0,435.72066392318493,0.00026348503888584673
431.5300000000002,432.8736940706185,0.0002646436041686684
429.17999999999984,432.38596341589255,0.000259301537880674
429.82000000000016,430.04060244398215,0.0002609369403216988
429.8499999999999,430.6812949184573,0.00026105987490154803
432.6399999999994,430.69523780070085,0.0002562132722232491
430.97000000000025,433.4828365833728,0.0002552111691329628
429.6199999999999,431.8132805474379,0.00025551291764713824
429.7399999999998,430.4581135893668,0.0002540712303016335
430.9499999999998,430.58482920844654,0.0002561015135142952
431.9499999999998,431.79333743785173,0.0002555166429374367
429.5500000000002,432.7948909312663,0.00025588544667698443
416.8499999999999,430.39611062127415,0.0002564479655120522
408.42999999999984,417.71380577259924,0.00026284801424480975
