Date,TSMC_price,TSMC_zscore,MediaTek_price,MediaTek_zscore,Zscore_diff
2008-01-02,33.59,,172.48,,
2008-01-03,32.98,-0.7071067811865434,164.07,-0.7071067811865464,2.9976021664879227e-15
2008-01-04,33.31,0.05458372167517115,154.39,-1.0225618762417819,1.077145597916953
2008-01-07,30.98,-1.4663251758057936,143.66,-1.2059815687683064,-0.26034360703748716
2008-01-08,31.09,-1.0348304811737739,136.09,-1.2233079814054282,0.18847750023165433
2008-01-09,31.65,-0.5299993749959934,141.98,-0.7186350309614021,0.18863565596540877
2008-01-10,30.92,-0.9800298602143107,144.29,-0.5076976324496364,-0.4723322277646743
2008-01-11,30.54,-1.102297316990815,146.4,-0.32595105480873426,-0.7763462621820807
2008-01-14,30.48,-1.0123630830981731,140.72,-0.7196501223671085,-0.2927129607310647
2008-01-15,31.92,0.1496615236730225,141.77,-0.5902000875125577,0.7398616111855802
2008-01-16,30.76,-0.7846838360542093,135.04,-1.0532662103014312,0.26858237424722187
2008-01-17,30.37,-1.0247147759716122,136.3,-0.8739006806778151,-0.15081409529379708
2008-01-18,30.31,-0.9911169630809006,137.14,-0.7526796718744845,-0.2384372912064161
2008-01-21,29.59,-1.4237824213582724,138.41,-0.6101193214060762,-0.8136630999521962
2008-01-22,27.54,-2.314191713823434,128.73,-1.332891383050987,-0.9813003307724468
2008-01-23,28.31,-1.590029809316164,123.68,-1.5622493870416319,-0.027780422274532146
2008-01-24,29.81,-0.6402606478480116,124.52,-1.3598657077333498,0.7196050598853382
2008-01-25,30.81,-0.013627902194726045,133.15,-0.651790303893441,0.6381624016987149
2008-01-28,30.09,-0.4634253529761432,140.51,-0.05930598261223758,-0.4041193703639056
2008-01-29,31.65,0.548064545671575,141.35,0.009845439494872378,0.5382191061767027
2008-01-30,32.09,0.810306481599933,141.77,0.04444964337371946,0.7658568382262135
2008-01-31,33.26,1.4802183691488737,131.88,-0.786429106295516,2.2666474754443895
2008-02-01,34.09,1.8193899129420825,124.52,-1.3415395430743822,3.160929456016465
2008-02-12,33.31,1.2635406479392846,115.9,-1.871559232569992,3.1350998805092765
2008-02-13,33.26,1.172696854097273,119.89,-1.4489860769125522,2.6216829310098255
2008-02-14,34.42,1.7184859345499024,128.1,-0.7793757447378447,2.4978616792877473
2008-02-15,34.14,1.462844524834085,136.93,-0.07935406578827461,1.5421985906223594
2008-02-18,33.31,0.962981788911048,141.35,0.2720059867126431,0.6909758021984049
2008-02-19,34.14,1.3557327885536217,140.51,0.199500425840016,1.1562323627136057
2008-02-20,33.92,1.1837210779795113,138.41,0.023689723761506472,1.1600313542180047
2008-02-21,34.37,1.3615826230757566,145.14,0.5830077083589312,0.7785749147168254
2008-02-22,33.81,1.0257111649676127,144.93,0.5535037479482434,0.4722074170193693
2008-02-25,33.98,1.0796491191398268,143.45,0.4173876081607314,0.6622615109790954
2008-02-26,34.64,1.3704235392638278,145.14,0.5554047712243335,0.8150187680394942
2008-02-27,35.31,1.630017314323839,149.76,0.9402780511282517,0.6897392631955873
2008-02-29,34.2,1.0292213658863292,149.76,0.9159987684230494,0.11322259746327978
2008-03-03,33.7,0.7563330832850537,142.82,0.2919305191353412,0.4644025641497125
2008-03-04,34.92,1.3336139582718378,150.6,0.9699920010308869,0.3636219572409509
2008-03-05,35.14,1.3898851803887857,148.5,0.7640358450763441,0.6258493353124416
2008-03-06,36.03,1.7412310149522978,158.18,1.571097769378541,0.17013324557375675
2008-03-07,35.53,1.4390987209085835,159.02,1.5738314924160925,-0.13473277150750906
2008-03-10,33.98,0.6802315819206866,154.81,1.1713220750122213,-0.49109049309153474
2008-03-11,34.64,0.9773137758617235,159.44,1.5118437699637182,-0.5345299941019946
2008-03-12,35.42,1.3127858116733844,159.86,1.4895241856244792,-0.17673837395109482
2008-03-13,34.42,0.8166232730995527,155.02,1.0562743950927125,-0.23965112199315974
2008-03-14,33.92,0.5671675983886162,155.23,1.0490847465425825,-0.48191714815396636
2008-03-17,33.26,0.24359497879717631,147.24,0.3739447740466846,-0.13034979524950827
2008-03-18,33.26,0.24094663281790976,150.6,0.6488835253542454,-0.4079368925363357
2008-03-19,34.48,0.831577936798177,157.34,1.1927108052621649,-0.36113286846398784
2008-03-20,34.76,0.9522574449132573,159.44,1.332060065024071,-0.3798026201108138
2008-03-21,35.98,1.5085847973833377,167.01,1.8783464424126366,-0.36976164502929887
2008-03-24,37.42,2.0964560609170606,171.22,2.1023733768161796,-0.0059173158991190355
2008-03-25,37.31,1.9485055627324883,172.48,2.0862435014723903,-0.13773793873990203
2008-03-26,37.2,1.8197036030434155,166.17,1.5532650993251271,0.26643850371828837
2008-03-27,35.42,1.0004149103484454,169.12,1.709868162212761,-0.7094532518643155
2008-03-28,34.59,0.6194464883030091,169.96,1.7081191940143945,-1.0886727057113854
2008-03-31,35.03,0.8065266551197169,168.27,1.5379145764129754,-0.7313879212932585
2008-04-01,34.31,0.4748960685224844,168.27,1.4941402145266642,-1.01924414600418
2008-04-02,35.53,1.0141732321150756,175.43,1.9180851374320236,-0.903911905316948
2008-04-03,35.75,1.0939781328465579,173.74,1.7395817256840669,-0.645603592837509
2008-04-07,36.09,1.2229984854881548,169.33,1.4053886309515813,-0.18239014546342647
2008-04-08,35.75,1.0504535541053894,171.43,1.5047388213151789,-0.45428526720978946
2008-04-09,35.03,0.7154589063829393,170.8,1.4270404330920425,-0.7115815267091032
2008-04-10,35.81,1.0525454117682367,173.32,1.5495860664697518,-0.49704065470151515
2008-04-11,35.59,0.9386806603262494,174.58,1.5864256433421564,-0.647744983015907
2008-04-14,34.98,0.6540515490699159,175.0,1.5701687540425546,-0.9161172049726387
2008-04-15,34.98,0.6471324339824547,182.37,1.961870790876471,-1.3147383568940163
2008-04-16,36.2,1.1854075698687607,176.9,1.5801719806043415,-0.3947644107355808
2008-04-17,37.25,1.621022623743382,166.17,0.9103907035124873,0.7106319202308947
2008-04-18,37.09,1.5117521879170008,156.49,0.31407522304384605,1.1976769648731547
2008-04-21,37.42,1.6163138671021204,162.8,0.6963742857944839,0.9199395813076365
2008-04-22,37.36,1.5514972742055992,164.49,0.7920439470463222,0.759453327159277
2008-04-23,35.87,0.8887635956112406,167.01,0.93637478271114,-0.04761118709989942
2008-04-24,35.48,0.7106525568619796,164.07,0.7456049913674564,-0.034952434505476804
2008-04-25,35.92,0.8931240375679795,164.49,0.7636429653250518,0.1294810722429277
2008-04-28,36.92,1.3090403569958036,167.43,0.9357893788053842,0.3732509781904194
2008-04-29,35.92,0.8613230656000257,168.27,0.9757668824833912,-0.11444381688336547
2008-04-30,37.03,1.3240198982901275,166.17,0.8350611736158043,0.4889587246743231
2008-05-02,37.75,1.6005871588074252,175.64,1.4019653572967272,0.19862180151069797
2008-05-05,37.31,1.38454822726102,173.32,1.2372554114879049,0.14729281577311504
2008-05-06,37.75,1.54010396255854,173.32,1.2180897253101526,0.3220142372483874
2008-05-07,37.86,1.553339499373442,175.21,1.312672175745044,0.24066732362839804
2008-05-08,37.48,1.3687571082252872,174.37,1.2414040060831337,0.12735310214215345
2008-05-09,36.81,1.0738882409966992,168.69,0.8831003970147093,0.1907878439819899
2008-05-12,37.53,1.352198580501453,167.43,0.7978510967403672,0.5543474837610857
2008-05-13,38.25,1.6168428083158755,172.48,1.0947522636874836,0.5220905446283919
2008-05-14,38.09,1.5208914680939452,171.22,1.0053829861241437,0.5155084819698015
2008-05-15,38.09,1.492610456308718,173.74,1.1450847090581957,0.3475257472505222
2008-05-16,38.42,1.5938102657838489,175.43,1.2310617709632066,0.3627484948206423
2008-05-19,38.53,1.6050454968517047,175.85,1.2389088684701235,0.36613662838158123
2008-05-20,37.86,1.3174998047715796,172.48,1.0215435141601135,0.2959562906114661
2008-05-21,37.36,1.1053208333567486,171.64,0.9601045722491212,0.14521626110762742
2008-05-22,37.14,1.0069788999500828,169.33,0.8117769696363201,0.19520193031376276
2008-05-23,36.37,0.6960814289043588,159.86,0.23136291411000695,0.4647185147943518
2008-05-26,36.37,0.6906693707632403,155.02,-0.06578864062763269,0.756458011390873
2008-05-27,36.53,0.7483354305103097,161.12,0.3093939730001226,0.4389414575101871
2008-05-28,37.2,1.0055373614706586,157.97,0.11321786470149878,0.8923194967691599
2008-05-29,37.25,1.0148408393126587,159.86,0.229944182274633,0.7848966570380257
2008-05-30,36.42,0.6781690960928672,159.86,0.22873011010722774,0.44943898598563947
2008-06-02,37.53,1.1102821517009773,154.81,-0.0890986219973268,1.1993807736983042
2008-06-03,36.7,0.7719928125284954,151.87,-0.2738712950066774,1.0458641075351727
2008-06-04,37.25,0.9829113745303277,153.55,-0.16612381483015584,1.1490351893604835
2008-06-05,37.64,1.1266695336757042,155.65,-0.03168193397691267,1.158351467652617
2008-06-06,37.98,1.2471778055105542,156.92,0.04969228419509232,1.1974855213154618
2008-06-09,36.25,0.552884162148576,155.65,-0.03216598045529946,0.5850501426038756
2008-06-10,35.48,0.2431560053420566,151.45,-0.3031352946527534,0.54629129999481
2008-06-11,36.59,0.6851663468670762,148.29,-0.5060940107227383,1.1912603575898144
2008-06-12,35.98,0.43663053571174826,138.41,-1.1399007948848137,1.5765313305965618
2008-06-13,35.98,0.43425851082516237,137.14,-1.2089257607797996,1.643184271604962
2008-06-16,36.59,0.6777264280560407,135.04,-1.3286911352497581,2.006417563305799
2008-06-17,36.2,0.515828603990192,142.61,-0.8308374327515057,1.3466660367416976
2008-06-18,36.37,0.5818522467924647,143.45,-0.770695694974114,1.3525479417665789
2008-06-19,35.7,0.3055790536902824,139.25,-1.0346330584892103,1.3402121121794925
2008-06-20,35.37,0.16892034661005956,140.3,-0.9581096966016959,1.1270300432117555
2008-06-23,35.59,0.25871173961719335,141.14,-0.8962964065157057,1.1550081461328991
2008-06-24,35.64,0.2781853822440086,134.2,-1.332401467955144,1.6105868501991525
2008-06-25,36.75,0.7361383153883837,140.09,-0.9421127122740403,1.6782510276624238
2008-06-26,36.09,0.45804145932717266,145.35,-0.5968350991025806,1.0548765584297533
2008-06-27,35.53,0.22230410128690073,145.77,-0.5663101550769664,0.7886142563638671
2008-06-30,36.09,0.45571584929879466,147.24,-0.4678576866424473,0.923573535941242
2008-07-01,35.64,0.26450424829568064,142.19,-0.7935966666178007,1.0581009149134815
2008-07-02,34.31,-0.2980377543496529,135.46,-1.2228358124535277,0.9247980581038748
2008-07-03,32.65,-0.9963124020555681,139.04,-0.9803251861255793,-0.015987215929988863
2008-07-04,32.76,-0.942247741249505,135.88,-1.1759507022381646,0.2337029609886595
2008-07-07,33.37,-0.6785528492997784,133.99,-1.2857262963003344,0.607173447000556
2008-07-08,32.7,-0.9570680440913459,124.94,-1.8431189102488486,0.8860508661575026
2008-07-09,33.03,-0.8108858466612068,127.89,-1.6284836336384856,0.8175977869772788
2008-07-10,33.03,-0.8056541008720087,126.84,-1.6704791895633695,0.8648250886913608
2008-07-11,34.64,-0.11616637953756083,129.15,-1.503850326934713,1.387683947397152
2008-07-14,33.64,-0.5430818181564987,129.15,-1.4851375637684372,0.9420557456119385
2008-07-15,31.98,-1.245883220544957,121.16,-1.952209917314364,0.7063266967694071
2008-07-16,31.68,-1.3598883355536044,122.28,-1.8503811540276267,0.49049281847402226
2008-07-17,33.86,-0.4240190652717685,130.69,-1.3168366255925512,0.8928175603207826
2008-07-18,34.16,-0.29389677507865486,138.19,-0.8491340446654707,0.5552372695868159
2008-07-21,35.22,0.16261574561475925,147.06,-0.3007213407863608,0.46333708640112004
2008-07-22,34.1,-0.3208525105385251,147.74,-0.25761908158826635,-0.06323342895025874
2008-07-23,33.92,-0.3973412543473761,148.19,-0.22878873925934237,-0.16855251508803373
2008-07-24,34.69,-0.06168574699623274,148.65,-0.19936487466609282,0.13767912766986007
2008-07-25,34.04,-0.34449074691665166,147.51,-0.26963615057923795,-0.0748545963374137
2008-07-28,34.04,-0.34312065211491566,147.81,-0.2498592754177464,-0.09326137669716925
2008-07-29,32.39,-1.0610582389539058,145.47,-0.39560304656799583,-0.66545519238591
2008-07-30,33.57,-0.5396251660484483,144.79,-0.4367236830873469,-0.10290148296110146
2008-07-31,33.1,-0.7428005797887485,145.47,-0.3920626163368238,-0.35073796345192465
2008-08-01,32.98,-0.7912948902742569,147.74,-0.24691833709703817,-0.5443765531772188
2008-08-04,32.8,-0.8656239977105122,146.6,-0.31838350809901317,-0.5472404896114991
2008-08-05,32.63,-0.9348051985720417,148.65,-0.18662689782180958,-0.7481783007502321
2008-08-06,34.63,-0.04914154625371106,157.74,0.39506137440611067,-0.4442029206598217
2008-08-07,35.04,0.13255355223123771,158.51,0.44281838270093304,-0.31026483046969533
2008-08-08,35.63,0.39402350705760236,163.65,0.7703368016731316,-0.3763132946155292
2008-08-11,35.69,0.41920098745642226,168.2,1.0567922085744736,-0.6375912211180514
