time,strategy_value,hold_value
2023-07-18,101460.1012626162,99205.00664057139
2023-07-19,102762.27655832551,100149.4013370384
2023-07-20,102261.74889026929,99688.41419310676
2023-07-21,100074.4486363034,97333.19361386764
2023-07-24,99332.90547296293,96659.10256660794
2023-07-25,99259.8102607406,96895.44578851933
2023-07-26,98072.1286112247,95912.64626548767
2023-07-27,98541.00796400906,96385.68871766186
2023-07-28,98442.0555576355,96216.78042517716
2023-07-31,101699.30984885947,98385.98502427476
2023-08-01,103737.1239894774,100200.89131191131
2023-08-02,102877.84078863882,99388.94250859243
2023-08-04,101978.54462870155,98558.6117085083
2023-08-07,102395.49797765691,98914.31003625596
2023-08-08,100742.1888539762,97262.07101549684
2023-08-09,101719.53855627123,98213.09828794713
2023-08-10,100889.85245737329,97386.50460195742
2023-08-11,99439.15387845422,95961.29345671603
2023-08-14,98470.58547332595,95028.00128935718
2023-08-15,99013.81030797644,95539.6978373295
2023-08-16,99813.48147225469,96314.78054144143
2023-08-17,99034.26309930536,95443.81778772589
2023-08-18,98601.63372263074,95005.55535910878
2023-08-21,98052.01414068378,94476.33971764991
2023-08-22,98634.03401462329,95040.78117863183
2023-08-23,99523.18938481719,95936.47371666343
2023-08-24,102146.83373612874,98408.56751316531
2023-08-25,100903.2795801168,97051.82307398443
2023-08-28,101665.45481750838,97807.67340912168
2023-08-29,102546.88606737017,98703.50983010624
2023-08-30,102815.76232817608,98901.88303493569
2023-08-31,101932.5283954634,98088.32059940143
