time,test_value
2008-07-10,10121.279015109136
2008-07-11,10121.279015109136
2008-07-14,10121.279015109136
2008-07-15,10121.279015109136
2008-07-16,10121.279015109136
2008-07-17,10121.279015109136
2008-07-18,10121.279015109136
2008-07-21,10121.279015109136
2008-07-22,10121.279015109136
2008-07-23,10121.279015109136
2008-07-24,10121.279015109136
2008-07-25,10121.279015109136
2008-07-29,10121.279015109136
2008-07-30,10121.279015109136
2008-07-31,10121.279015109136
2008-08-01,10121.279015109136
2008-08-04,10121.279015109136
2008-08-05,10121.279015109136
2008-08-06,10121.279015109136
2008-08-07,10121.279015109136
2008-08-08,10111.142438095587
2008-08-11,10101.454780394231
2008-08-12,10097.118834186103
2008-08-13,10103.478834186102
2008-08-14,10106.252438095587
2008-08-15,10115.154780394232
2008-08-18,10118.603068901006
2008-08-19,10116.550726602361
2008-08-20,10109.220726602362
2008-08-21,10115.99667281049
2008-08-22,10112.825411199652
2008-08-25,10106.252438095587
2008-08-26,10109.220726602362
2008-08-27,10093.440095796941
2008-08-28,10100.013068901006
2008-08-29,10103.31419554713
2008-09-02,10114.74491826918
2008-09-03,10125.661314359697
2008-09-04,10124.183837581373
2008-09-05,10122.843702616658
2008-09-08,10105.701899206799
2008-09-09,10120.12491826918
2008-09-10,10114.680864477308
2008-09-11,10127.577306526142
2008-09-12,10129.416675720722
2008-09-15,10140.72325273427
2008-09-16,10145.956090873618
2008-09-17,10140.371360318013
2008-09-18,10137.090279630205
2008-09-19,10118.376133921704
2008-09-22,10118.560818518992
2008-09-23,10115.391314359696
2008-09-24,10116.261495282728
2008-09-25,10113.553702616657
2008-09-26,10126.143837581374
2008-09-30,10138.041991123431
2008-10-01,10138.041991123431
2008-10-02,10151.706225838334
2008-10-03,10142.406225838335
2008-10-06,10161.73847913058
2008-10-07,10160.905640991232
2008-10-08,10160.905640991232
2008-10-09,10160.905640991232
2008-10-13,10160.905640991232
2008-10-14,10160.905640991232
2008-10-15,10160.905640991232
2008-10-16,10160.905640991232
2008-10-17,10160.905640991232
2008-10-20,10160.905640991232
2008-10-21,10160.905640991232
2008-10-22,10160.905640991232
2008-10-23,10160.905640991232
2008-10-24,10160.905640991232
2008-10-27,10160.905640991232
2008-10-28,10160.905640991232
2008-10-29,10160.905640991232
2008-10-30,10160.905640991232
2008-10-31,10160.905640991232
2008-11-03,10160.905640991232
2008-11-04,10160.905640991232
2008-11-05,10160.905640991232
2008-11-06,10160.905640991232
2008-11-07,10160.905640991232
2008-11-10,10160.905640991232
2008-11-11,10160.905640991232
2008-11-12,10160.905640991232
2008-11-13,10160.905640991232
2008-11-14,10160.905640991232
2008-11-17,10160.905640991232
2008-11-18,10148.340279630205
2008-11-19,10148.311991123432
2008-11-20,10135.710864477309
2008-11-21,10145.900279630207
2008-11-24,10137.708387213948
2008-11-25,10148.036721679038
2008-11-26,10154.72856813698
2008-11-28,10164.325640991232
2008-12-01,10166.77564099123
2008-12-02,10154.228162272755
2008-12-03,10140.777666432052
2008-12-04,10141.350008730697
2008-12-05,10128.020729512593
2008-12-08,10135.899063977684
2008-12-09,10135.955640991231
2008-12-10,10146.552353939573
2008-12-11,10148.81807520651
2008-12-12,10151.181452234645
2008-12-15,10163.857038536864
2008-12-16,10165.33744440109
2008-12-17,10166.401544151277
2008-12-18,10175.145732907864
2008-12-19,10173.231904057186
2008-12-22,10175.515102102445
2008-12-23,10160.057669342283
2008-12-24,10160.473209686186
2008-12-26,10158.523209686186
2008-12-29,10154.169380835508
2008-12-30,10160.281048310573
2008-12-31,10159.549786699734
2009-01-02,10159.549786699734
2009-01-05,10172.530688404664
2009-01-06,10179.490913345857
2009-01-07,10195.621273251767
2009-01-08,10184.192307981257
2009-01-09,10189.580956393942
2009-01-12,10191.929965682612
2009-01-13,10202.673840491605
2009-01-14,10187.743344650902
2009-01-15,10176.86095639394
2009-01-16,10181.60379453329
2009-01-20,10186.963748574974
2009-01-21,10182.489694783102
2009-02-02,10192.771452234645
2009-02-03,10189.841858098871
2009-02-04,10185.885686949548
2009-02-05,10186.347398442773
2009-02-06,10193.5227598038
2009-02-09,10193.5227598038
2009-02-10,10193.5227598038
2009-02-11,10193.5227598038
2009-02-12,10193.5227598038
2009-02-13,10193.5227598038
2009-02-17,10193.5227598038
2009-02-18,10193.5227598038
2009-02-19,10193.5227598038
2009-02-20,10193.5227598038
2009-02-23,10193.5227598038
2009-02-24,10193.5227598038
2009-02-25,10193.5227598038
2009-02-26,10193.5227598038
2009-02-27,10193.5227598038
2009-03-02,10193.5227598038
2009-03-03,10193.5227598038
2009-03-04,10193.5227598038
2009-03-05,10193.5227598038
2009-03-06,10193.5227598038
2009-03-09,10193.5227598038
2009-03-10,10193.5227598038
2009-03-11,10193.5227598038
2009-03-12,10193.5227598038
2009-03-13,10193.5227598038
2009-03-16,10193.5227598038
2009-03-17,10193.5227598038
2009-03-18,10193.5227598038
2009-03-19,10193.5227598038
2009-03-20,10193.5227598038
2009-03-23,10193.5227598038
2009-03-24,10193.5227598038
2009-03-25,10193.5227598038
2009-03-26,10193.5227598038
2009-03-27,10193.5227598038
2009-03-30,10193.5227598038
2009-03-31,10193.5227598038
2009-04-02,10193.5227598038
2009-04-03,10193.5227598038
2009-04-06,10193.5227598038
2009-04-07,10193.5227598038
2009-04-08,10193.5227598038
2009-04-09,10193.5227598038
2009-04-13,10193.5227598038
2009-04-14,10193.5227598038
2009-04-15,10193.5227598038
2009-04-16,10193.5227598038
2009-04-17,10193.5227598038
2009-04-20,10193.5227598038
2009-04-21,10193.5227598038
2009-04-22,10193.5227598038
2009-04-23,10193.5227598038
2009-04-24,10193.5227598038
2009-04-27,10193.5227598038
2009-04-28,10193.5227598038
2009-04-29,10193.5227598038
2009-04-30,10193.5227598038
2009-05-04,10173.533298692586
2009-05-05,10147.659875706135
2009-05-06,10136.428164212908
2009-05-07,10141.873975456321
2009-05-08,10140.229290859032
2009-05-11,10139.646948560387
2009-05-12,10158.478210171224
2009-05-13,10158.911633157677
2009-05-14,10157.166363713282
2009-05-15,10155.483390609219
2009-05-18,10147.282263963096
2009-05-19,10143.805686949549
2009-05-20,10137.196948560386
2009-05-21,10137.566317754967
2009-05-22,10123.986948560387
2009-05-26,10145.396317754967
2009-05-27,10143.996856643755
2009-06-01,10135.863298692586
2009-06-02,10136.685145150528
2009-06-03,10135.612802851883
2009-06-04,10140.71753340749
2009-06-05,10134.385821914264
2009-06-08,10143.436317754968
2009-06-09,10157.654606261742
2009-06-10,10152.734560303425
2009-06-11,10152.82690260207
2009-06-12,10159.512263963095
2009-06-15,10168.288256129541
2009-06-16,10185.685283025476
2009-06-17,10182.257040477018
2009-06-18,10168.233436567534
2009-06-19,10157.094067372955
2009-06-22,10155.79046346347
2009-06-23,10160.090644386502
2009-06-24,10150.308121164824
2009-06-25,10146.147625324122
2009-06-26,10148.264021414638
2009-06-29,10156.640598428186
2009-06-30,10146.581048310574
2009-07-01,10140.00807520651
2009-07-02,10133.740417505154
2009-07-06,10123.804021414639
2009-07-07,10104.168210171225
2009-07-08,10094.454021414638
2009-07-09,10104.07586787258
2009-07-10,10115.09460626174
2009-07-13,10109.67807520651
2009-07-14,10099.647579365806
2009-07-15,10092.984607231818
2009-07-16,10091.976318725045
2009-07-17,10092.9739764264
2009-07-20,10096.16271481556
2009-07-21,10087.979110906077
2009-07-22,10087.794426308787
2009-07-23,10092.822533892528
2009-07-24,10100.828929983045
2009-07-27,10091.878299177624
2009-07-28,10079.41532607356
2009-07-29,10063.902533892528
2009-07-30,10057.070822399302
2009-07-31,10072.008749060013
2009-08-03,10068.01469526814
2009-08-04,10088.938299177626
2009-08-05,10067.701903087109
2009-08-06,10068.589560788463
2009-08-07,10068.589560788463
2009-08-10,10047.952983774916
2009-08-11,10042.3965876844
2009-08-12,10043.74595687898
2009-08-13,10044.761722164078
2009-08-14,10060.238749060012
2009-08-17,10061.672983774915
2009-08-18,10069.328299177625
2009-08-19,10070.123614580334
2009-08-20,10065.50064147627
2009-08-21,10080.359560788464
2009-08-24,10081.347037566786
2009-08-25,10075.254064462722
2009-08-26,10086.311091358657
2009-08-27,10080.736406761367
2009-08-28,10070.102802851883
2009-08-31,10065.905775955947
2009-09-01,10035.217937331561
2009-09-02,10040.785145150528
2009-09-03,10028.22982974782
2009-09-04,10016.64451434511
2009-09-08,10039.727756408529
2009-09-09,10051.831360318012
2009-09-10,10048.306494797689
2009-09-11,10055.140729512594
2009-09-14,10044.499648824787
2009-09-15,10041.503071811238
2009-09-16,10037.767756408528
2009-09-17,10035.623071811238
2009-09-18,10032.867756408528
2009-09-21,10044.258387213948
2009-09-22,10046.403071811239
2009-09-23,10040.338387213947
2009-09-24,10038.95325273427
2009-09-25,10037.270279630206
2009-09-28,10037.880910435626
2009-09-29,10030.85117939498
2009-09-30,10013.93991778414
2009-10-01,10014.401629277367
2009-10-02,10024.037756408528
2009-10-05,10019.471360318012
2009-10-06,10017.880729512593
2009-10-07,10034.273702616658
2009-10-08,10055.225595032916
2009-10-09,10042.170279630205
2009-10-12,10044.222621928851
2009-10-13,10044.776675720723
2009-10-14,10040.466494797689
2009-10-15,10036.823521693625
2009-10-16,10020.359018019368
2009-10-19,10028.727306526142
2009-10-20,10027.321360318012
2009-10-21,10030.871991123431
2009-10-22,10053.116675720721
2009-10-23,10070.479648824787
2009-10-26,10078.819648824787
2009-10-27,10075.204964227496
2009-10-28,10074.956225838336
2009-10-29,10073.301541241044
2009-10-30,10079.39451434511
2009-11-02,10058.129829747819
2009-11-03,10059.045775955949
2009-11-04,10055.005145150528
2009-11-05,10064.407487449174
2009-11-06,10067.134514345109
2009-11-09,10059.784514345109
2009-11-10,10042.596225838335
2009-11-11,10032.406044915302
2009-11-12,10038.286044915303
2009-11-13,10038.896675720722
2009-11-16,10027.690729512593
2009-11-17,10042.575414109884
2009-11-18,10038.932441005818
2009-11-19,10028.15244100582
2009-11-20,10018.214333422076
2009-11-23,10022.411360318012
2009-11-24,10032.590729512593
2009-11-25,10036.787756408528
2009-11-27,10041.15451434511
2009-11-30,10039.230279630206
2009-12-01,10035.920910435625
2009-12-02,10036.01325273427
2009-12-03,10040.579648824787
2009-12-04,10043.519648824786
2009-12-07,10018.953071811238
2009-12-08,10016.900729512592
2009-12-09,10019.840729512593
2009-12-10,10028.634964227496
2009-12-11,10027.875414109883
2009-12-14,10023.057756408529
2009-12-15,10025.017756408528
2009-12-16,10022.226675720722
2009-12-17,10019.656044915302
2009-12-18,10018.399018019367
2009-12-21,10019.656044915302
2009-12-22,10012.462441005819
2009-12-23,10009.004152499045
2009-12-24,10004.288837096336
2009-12-28,10004.38117939498
2009-12-29,10006.951810200399
2009-12-30,9994.75586399227
2009-12-31,9992.36991778414
2010-01-04,9983.919286978722
2010-01-05,9982.569917784142
2010-01-06,9976.069286978722
2010-01-07,9989.152890888206
2010-01-08,9999.748206290915
2010-01-11,9992.36991778414
2010-01-12,9991.538837096336
2010-01-13,10001.590098707175
2010-01-14,9976.469467901754
2010-01-15,9965.95649479769
2010-01-19,9978.763071811238
2010-01-20,9973.334783304465
2010-01-21,9998.455414109883
2010-01-22,10023.540279630206
2010-01-25,10019.953883539689
2010-01-26,10029.486856643754
2010-01-27,10023.145145150529
2010-01-28,10022.524514345108
2010-01-29,10026.859648824786
2010-02-01,10039.98982974782
2010-02-02,10046.111091358658
2010-02-03,10036.06982974782
2010-02-04,10029.543433657303
2010-02-05,10031.708929983044
2010-02-08,10036.793614580334
2010-02-09,10032.021722164076
2010-02-10,10025.957037566786
2010-02-22,10015.721091358657
2010-02-23,10011.55982974782
2010-02-24,10016.239379865432
2010-02-25,10036.552352969496
2010-02-26,10039.066406761367
2010-03-01,10027.06514515053
2010-03-02,10029.302172046464
2010-03-03,10020.56451434511
2010-03-04,10030.615775955948
2010-03-05,10036.623883539689
2010-03-08,10018.732621928852
2010-03-09,10014.904964227497
2010-03-10,10009.117306526141
2010-03-11,10001.27730652614
2010-03-12,10008.56325273427
2010-03-15,10015.47982974782
2010-03-16,10013.427487449173
2010-03-17,9999.466225838334
2010-03-18,10005.25388353969
2010-03-19,10006.84451434511
2010-03-22,10014.741091358657
2010-03-23,10026.085145150528
2010-03-24,10026.02856813698
2010-03-25,10012.149648824787
2010-03-26,9988.101360318013
2010-03-29,9990.246044915302
2010-03-30,9998.086044915302
2010-03-31,9996.459648824786
2010-04-01,9982.313702616657
2010-04-06,9979.594152499045
2010-04-07,9982.62649479769
2010-04-08,9998.178387213948
2010-04-09,9991.687756408528
2010-04-12,9998.91712560311
2010-04-13,10004.622441005818
2010-04-14,9998.583521693625
2010-04-15,9996.197575485496
2010-04-16,10002.754783304465
2010-04-19,10017.085414109883
2010-04-20,10023.150098707174
2010-04-21,9998.270729512593
2010-04-22,9987.731991123432
2010-04-23,9984.884333422076
2010-04-26,9970.85649479769
2010-04-27,9973.98117939498
2010-04-28,9979.373702616658
2010-04-29,9997.531991123431
2010-04-30,10013.406675720722
2010-05-03,10009.301991123431
2010-05-04,10006.78793733156
2010-05-05,10010.57982974782
2010-05-06,10021.082802851883
2010-05-07,10016.090460553238
2010-05-10,10012.539829747819
2010-05-11,10021.636856643754
2010-05-12,10023.606856643753
2010-05-13,10019.712621928851
2010-05-14,10021.67262192885
2010-05-17,10024.735775955947
2010-05-18,10028.932802851883
2010-05-19,10029.728118254592
2010-05-20,10041.118749060011
2010-05-21,10050.836406761367
2010-05-24,10045.131091358657
2010-05-25,10051.937037566786
2010-05-26,10039.158749060012
2010-05-27,10033.094064462723
2010-05-28,10030.154064462722
2010-06-01,10029.209829747819
2010-06-02,10029.209829747819
2010-06-03,10011.50325273427
2010-06-04,10019.52793733156
2010-06-07,10024.735775955947
2010-06-08,10028.989379865432
2010-06-09,10028.101722164076
2010-06-10,10029.820460553237
2010-06-11,10024.956225838336
2010-06-14,10029.430279630205
2010-06-15,10030.68730652614
2010-06-17,10046.033702616658
2010-06-18,10051.49775640853
2010-06-21,10041.2618102004
2010-06-22,10040.615414109883
2010-06-23,10041.133702616657
2010-06-24,10047.901360318012
2010-06-25,10064.01730652614
2010-06-28,10080.964333422076
2010-06-29,10083.25793733156
2010-06-30,10092.19856813698
2010-07-01,10102.129198942399
2010-07-02,10118.391541241044
2010-07-06,10091.062172046464
2010-07-07,10095.592802851883
2010-07-08,10090.543883539689
2010-07-09,10073.39388353969
2010-07-12,10076.269829747818
2010-07-13,10081.475145150529
2010-07-14,10069.953883539689
2010-07-15,10081.631541241044
2010-07-16,10075.382172046464
2010-07-19,10081.390279630206
2010-07-20,10077.839648824787
2010-07-21,10083.996675720722
2010-07-22,10093.001360318012
2010-07-23,10077.080098707174
2010-07-26,10067.085414109883
2010-07-27,10064.053071811239
2010-07-28,10096.044783304464
2010-07-29,10111.044783304464
2010-07-30,10103.990729512592
2010-08-02,10106.898387213947
2010-08-03,10099.121360318013
2010-08-04,10098.621360318013
2010-08-05,10099.029018019368
2010-08-06,10091.605595032916
2010-08-09,10072.920910435625
2010-08-10,10083.19793733156
2010-08-11,10081.19793733156
2010-08-12,10076.459198942399
2010-08-13,10075.366856643754
2010-08-16,10075.551541241044
2010-08-17,10079.089829747818
2010-08-18,10077.905145150527
2010-08-19,10077.366856643754
2010-08-20,10082.182172046463
2010-08-23,10087.366856643754
2010-08-24,10087.905145150527
2010-08-25,10103.074064462722
2010-08-26,10096.166406761367
2010-08-27,10097.666406761367
2010-08-30,10099.220460553239
2010-08-31,10097.758749060013
2010-09-01,10096.943433657303
2010-09-02,10089.812802851884
2010-09-03,10060.089829747818
2010-09-07,10063.459198942399
2010-09-08,10067.628118254594
2010-09-09,10073.312802851884
2010-09-10,10059.628118254594
2010-09-13,10056.105595032916
2010-09-14,10051.19793733156
2010-09-15,10058.382621928851
2010-09-16,10060.736225838335
2010-09-17,10057.882621928851
2010-09-20,10063.621360318013
2010-09-21,10064.936675720723
2010-09-23,10070.274514345108
2010-09-24,10089.366856643754
2010-09-27,10083.920910435625
2010-09-28,10081.69793733156
2010-09-29,10087.659648824787
2010-09-30,10098.121360318013
2010-10-01,10088.121360318013
2010-10-04,10109.029018019368
2010-10-05,10120.790279630206
2010-10-06,10124.436675720723
2010-10-07,10121.974964227496
2010-10-08,10126.936675720723
2010-10-11,10126.659648824787
2010-10-12,10135.19793733156
2010-10-13,10131.19793733156
2010-10-14,10132.936675720723
2010-10-15,10147.029018019368
2010-10-18,10159.736225838335
2010-10-19,10155.420910435625
2010-10-20,10143.69793733156
2010-10-21,10149.19793733156
2010-10-22,10149.936675720723
2010-10-25,10142.121360318013
2010-10-26,10144.398387213947
2010-10-27,10154.121360318013
2010-10-28,10146.767756408528
2010-10-29,10152.860098707173
2010-11-01,10145.00649479769
2010-11-02,10150.8218102004
2010-11-03,10145.87586399227
2010-11-04,10136.87586399227
2010-11-05,10143.152890888206
2010-11-08,10153.3218102004
2010-11-09,10156.468206290916
2010-11-10,10158.152890888206
2010-11-11,10156.69117939498
2010-11-12,10160.044783304464
2010-11-15,10158.87586399227
2010-11-16,10154.429917784142
2010-11-17,10155.783521693626
2010-11-18,10157.8218102004
2010-11-19,10156.19117939498
2010-11-22,10142.783521693626
2010-11-23,10139.414152499045
2010-11-24,10138.229467901754
2010-11-26,10141.337575485497
2010-11-29,10144.245233186852
2010-11-30,10147.914152499045
2010-12-01,10148.022260082787
2010-12-02,10145.99973686111
2010-12-03,10120.438925132657
2010-12-06,10119.623609729948
2010-12-07,10123.161898236722
2010-12-08,10118.661898236722
2010-12-09,10118.508744209625
2010-12-10,10126.23171731369
2010-12-13,10115.954690417755
2010-12-14,10112.585321223174
2010-12-15,10117.508744209625
2010-12-16,10124.116851793367
2010-12-17,10115.186670870335
2010-12-20,10115.616851793367
2010-12-21,10111.709194092013
2010-12-22,10117.116851793367
2010-12-23,10113.932167196077
2010-12-27,10132.155140300141
2010-12-28,10131.339824897432
2010-12-29,10135.062798001496
2010-12-30,10137.562798001496
2010-12-31,10127.932167196077
2011-01-03,10130.524509494722
2011-01-04,10127.616851793367
2011-01-05,10124.324059612336
2011-01-06,10134.432167196077
2011-01-07,10156.817301675754
2011-01-10,10163.387120752723
2011-01-11,10150.664147648658
2011-01-12,10134.03351684324
2011-01-13,10137.756489947304
2011-01-14,10143.441174544594
2011-01-18,10150.788020517497
2011-01-19,10150.396128101238
2011-01-20,10152.418651322916
2011-01-21,10153.256489947304
2011-01-24,10155.402886037818
2011-01-25,10153.125859141885
2011-01-26,10147.756489947304
2011-01-27,10143.310543739173
2011-01-28,10154.32630902427
2011-02-08,10181.087570635109
2011-02-09,10202.517751558142
2011-02-10,10192.85559018253
2011-02-11,10200.801536390658
2011-02-14,10198.817301675754
2011-02-15,10195.317301675754
2011-02-16,10198.447932481175
2011-02-17,10207.817301675754
2011-02-18,10204.27901316898
2011-02-22,10215.317301675754
2011-02-23,10211.432167196077
2011-02-24,10210.97045570285
2011-02-25,10210.97045570285
2011-03-01,10217.801536390658
2011-03-02,10199.378113404206
2011-03-03,10204.747482598787
2011-03-04,10210.670905585239
2011-03-07,10213.339824897432
2011-03-08,10204.893878689303
2011-03-09,10202.801536390658
2011-03-10,10196.97045570285
2011-03-11,10199.508744209625
2011-03-14,10208.78577110556
2011-03-15,10224.161898236722
2011-03-16,10214.623609729948
2011-03-17,10198.10784444485
2011-03-18,10196.438925132657
2011-03-21,10202.585321223174
2011-03-22,10195.215952028593
2011-03-23,10195.308294327238
2011-03-24,10201.454690417755
2011-03-25,10202.616851793367
2011-03-28,10204.932167196077
2011-03-29,10204.247482598787
2011-03-30,10209.28577110556
2011-03-31,10207.062798001496
2011-04-01,10202.155140300141
2011-04-06,10197.686670870335
2011-04-07,10196.09432857169
2011-04-08,10197.186670870335
2011-04-11,10191.524509494722
2011-04-12,10198.60108650827
2011-04-13,10197.655140300141
2011-04-14,10205.324059612336
2011-04-15,10207.770005820465
2011-04-18,10223.585321223174
2011-04-19,10233.754240535367
2011-04-20,10233.754240535367
2011-04-21,10233.754240535367
2011-04-25,10233.754240535367
2011-04-26,10233.754240535367
2011-04-27,10233.754240535367
2011-04-28,10233.754240535367
2011-04-29,10233.754240535367
2011-05-03,10233.754240535367
2011-05-04,10233.754240535367
2011-05-05,10233.754240535367
2011-05-06,10233.754240535367
2011-05-09,10233.754240535367
2011-05-10,10233.754240535367
2011-05-11,10233.754240535367
2011-05-12,10233.754240535367
2011-05-13,10233.754240535367
2011-05-16,10233.754240535367
2011-05-17,10233.754240535367
2011-05-18,10233.754240535367
2011-05-19,10233.754240535367
2011-05-20,10233.754240535367
2011-05-23,10233.754240535367
2011-05-24,10233.754240535367
2011-05-25,10233.754240535367
2011-05-26,10233.754240535367
2011-05-27,10233.754240535367
2011-05-31,10233.754240535367
2011-06-01,10233.754240535367
2011-06-02,10233.754240535367
2011-06-03,10233.754240535367
2011-06-07,10233.754240535367
2011-06-08,10233.754240535367
2011-06-09,10233.754240535367
2011-06-10,10233.754240535367
2011-06-13,10233.754240535367
2011-06-14,10233.754240535367
2011-06-15,10233.754240535367
2011-06-16,10233.754240535367
2011-06-17,10233.754240535367
2011-06-20,10233.754240535367
2011-06-21,10233.754240535367
2011-06-22,10233.754240535367
2011-06-23,10233.754240535367
2011-06-24,10233.754240535367
2011-06-27,10233.754240535367
2011-06-28,10233.754240535367
2011-06-29,10233.754240535367
2011-06-30,10233.754240535367
2011-07-01,10233.754240535367
2011-07-05,10233.754240535367
2011-07-06,10233.754240535367
2011-07-07,10233.754240535367
2011-07-08,10233.754240535367
2011-07-11,10233.754240535367
2011-07-12,10233.754240535367
2011-07-13,10233.754240535367
2011-07-14,10233.754240535367
2011-07-15,10233.754240535367
2011-07-18,10233.754240535367
2011-07-19,10233.754240535367
2011-07-20,10233.754240535367
2011-07-21,10233.754240535367
2011-07-22,10233.754240535367
2011-07-25,10233.754240535367
2011-07-26,10233.754240535367
2011-07-27,10233.754240535367
2011-07-28,10233.754240535367
2011-07-29,10233.754240535367
2011-08-01,10233.754240535367
2011-08-02,10233.754240535367
2011-08-03,10233.754240535367
2011-08-04,10233.754240535367
2011-08-05,10223.393878689303
2011-08-08,10231.686670870335
2011-08-09,10249.441174544594
2011-08-10,10256.132617078465
2011-08-11,10263.578563286594
2011-08-12,10257.77901316898
2011-08-15,10265.709194092013
2011-08-16,10262.447932481175
2011-08-17,10256.132617078465
2011-08-18,10255.425409259497
2011-08-19,10253.887120752723
2011-08-22,10269.871355467625
2011-08-23,10271.209194092013
2011-08-24,10278.562798001496
2011-08-25,10280.024509494722
2011-08-26,10280.024509494722
2011-08-29,10280.024509494722
2011-08-30,10280.024509494722
2011-08-31,10280.024509494722
2011-09-01,10280.024509494722
2011-09-02,10280.024509494722
2011-09-06,10280.024509494722
2011-09-07,10280.024509494722
2011-09-08,10280.024509494722
2011-09-09,10280.024509494722
2011-09-13,10280.024509494722
2011-09-14,10280.024509494722
2011-09-15,10280.024509494722
2011-09-16,10280.024509494722
2011-09-19,10280.024509494722
2011-09-20,10280.024509494722
2011-09-21,10280.024509494722
2011-09-22,10280.024509494722
2011-09-23,10280.024509494722
2011-09-26,10280.024509494722
2011-09-27,10280.024509494722
2011-09-28,10280.024509494722
2011-09-29,10280.024509494722
2011-09-30,10280.024509494722
2011-10-03,10280.024509494722
2011-10-04,10280.024509494722
2011-10-05,10280.024509494722
2011-10-06,10280.024509494722
2011-10-07,10280.024509494722
2011-10-11,10280.024509494722
2011-10-12,10280.024509494722
2011-10-13,10280.024509494722
2011-10-14,10280.024509494722
2011-10-17,10280.024509494722
2011-10-18,10280.024509494722
2011-10-19,10280.024509494722
2011-10-20,10280.024509494722
2011-10-21,10280.024509494722
2011-10-24,10280.024509494722
2011-10-25,10280.024509494722
2011-10-26,10280.024509494722
2011-10-27,10280.024509494722
2011-10-28,10280.024509494722
2011-10-31,10280.024509494722
2011-11-01,10280.024509494722
2011-11-02,10280.024509494722
2011-11-03,10280.024509494722
2011-11-04,10280.024509494722
2011-11-07,10280.024509494722
2011-11-08,10280.024509494722
2011-11-09,10280.024509494722
2011-11-10,10280.024509494722
2011-11-11,10280.024509494722
2011-11-14,10280.024509494722
