actual_prices,predicted_prices
-0.9507805428131701,-0.8586008548736572
-0.9508559974985619,-0.858564555644989
-0.9508564906664402,-0.8585897088050842
-0.9508865739070211,-0.858588695526123
-0.950839229790697,-0.8585977554321289
-0.9509891528257235,-0.8585802912712097
-0.9510305789275071,-0.8586317300796509
-0.9509773167966423,-0.8586451411247253
-0.9509674534390749,-0.8586252927780151
-0.9509477267239399,-0.8586211800575256
-0.9510207155699395,-0.8586133718490601
-0.9509437813809127,-0.858637273311615
-0.9509541379063586,-0.8586091995239258
-0.9509551242421154,-0.858612060546875
-0.9510103590444935,-0.8586111068725586
-0.9509911254972369,-0.8586289882659912
-0.9509684397748316,-0.8586215376853943
-0.950996550343899,-0.8586124181747437
-0.9509861938184532,-0.8586211204528809
-0.950920602490629,-0.8586164116859436
-0.9505946185230225,-0.858592689037323
-0.9506222359242115,-0.8584778904914856
-0.9503968582037935,-0.8584859371185303
-0.9503850221747125,-0.8584064841270447
-0.9503953787001584,-0.8584008812904358
-0.9503983377074287,-0.8584035038948059
-0.9503352122189965,-0.8584032654762268
-0.9503120333287127,-0.8583797812461853
-0.950410666904388,-0.8583701848983765
-0.9503963650359152,-0.8584030866622925
-0.9503795973280504,-0.858397364616394
-0.9503860085104692,-0.8583896160125732
-0.9501478084252136,-0.8583908677101135
-0.9502040295633485,-0.8583061695098877
-0.9502730730663211,-0.8583241701126099
-0.9501788780015513,-0.8583471775054932
-0.950199591052443,-0.8583134412765503
-0.9504437091522393,-0.8583189249038696
-0.950424968772861,-0.8584030866622925
-0.9503978445395503,-0.8583950400352478
-0.9500817239295112,-0.858384370803833
-0.9501246295349298,-0.8582728505134583
-0.950130054381592,-0.8582862615585327
-0.9500846829367815,-0.8582867383956909
-0.9501724668191324,-0.8582696318626404
-0.9500728469077003,-0.8582993745803833
-0.9501394245712811,-0.858262836933136
-0.9501384382355245,-0.8582847118377686
-0.9502114270815242,-0.8582832217216492
-0.9503672681310911,-0.8583076596260071
-0.950386994846226,-0.8583614230155945
-0.9502987177959967,-0.8583672046661377
-0.95027948424874,-0.8583354949951172
-0.950343596072929,-0.8583274483680725
-0.9503721998098748,-0.8583490252494812
-0.9503874880141044,-0.8583582639694214
-0.9505157116624822,-0.8583623766899109
-0.9504491339989015,-0.858406126499176
-0.950464422203131,-0.8583821654319763
-0.9504343389625503,-0.8583868741989136
-0.9504491339989015,-0.8583756685256958
-0.9506991701132382,-0.8583797216415405
-0.9506064545521035,-0.8584648966789246
-0.9506099067272521,-0.8584322333335876
-0.9505280408594416,-0.858432412147522
-0.9506158247417925,-0.8584033846855164
-0.9506971974417247,-0.8584328889846802
-0.9508860807391428,-0.8584602475166321
-0.9509220819942643,-0.8585243821144104
-0.9508880534106562,-0.8585362434387207
-0.9507662409446974,-0.8585235476493835
-0.9508199962434404,-0.8584810495376587
-0.9509023552791291,-0.8584984540939331
-0.9509378633663723,-0.8585261106491089
-0.9508293664331295,-0.8585376739501953
-0.9508125987252647,-0.8584989309310913
-0.9507312260253326,-0.8584926128387451
-0.9507149514853462,-0.8584637641906738
-0.9508481068125079,-0.8584572076797485
-0.9506804297338599,-0.8585020899772644
-0.9506666210332654,-0.8584437370300293
-0.9506296334423872,-0.8584375977516174
-0.9506439353108601,-0.8584241271018982
-0.9508081602143593,-0.858428418636322
-0.9506380172963195,-0.8584840297698975
-0.950639989967833,-0.8584246635437012
-0.9506552781720627,-0.8584245443344116
-0.9505837688296982,-0.8584286570549011
-0.9505946185230225,-0.8584034442901611
-0.9505827824939413,-0.8584063053131104
-0.9506015228733198,-0.858401358127594
-0.9506789502302248,-0.8584071397781372
-0.9507336918647246,-0.8584328889846802
-0.950684375076887,-0.8584504723548889
-0.9507228421714002,-0.8584326505661011
-0.9507736384628729,-0.8584452271461487
-0.9507805428131701,-0.8584617972373962
-0.9508505726518997,-0.8584633469581604
-0.9508791763888454,-0.8584864139556885
-0.9509457540524263,-0.858495831489563
-0.950936383862737,-0.858517587184906
-0.9509536447384803,-0.8585135340690613
-0.95106608701475,-0.8585186004638672
-0.9510631280074799,-0.8585566282272339
-0.9508855875712644,-0.8585546016693115
-0.9508096397179944,-0.8584929704666138
-0.9508347912797916,-0.8584659099578857
-0.9508476136446293,-0.8584738373756409
-0.9508786832209671,-0.8584774732589722
-0.9509063006221563,-0.8584868907928467
-0.9510069068693449,-0.8584956526756287
-0.9513565628951136,-0.858529269695282
-0.9513289454939247,-0.8586493730545044
-0.9517076984245176,-0.8586392402648926
-0.9516776151839367,-0.8587691187858582
-0.9516988214027068,-0.8587584495544434
-0.9515696114185721,-0.8587651252746582
-0.9515513642070723,-0.8587203621864319
-0.9516751493445448,-0.8587138652801514
-0.951566652411302,-0.8587563633918762
-0.9515257194773967,-0.85871821641922
-0.9515804611118964,-0.8587045073509216
-0.951562707068275,-0.8587226271629333
-0.9516588748045582,-0.8587164282798767
-0.9516154760312612,-0.8587492108345032
-0.951602160498545,-0.8587340116500854
-0.951552350542829,-0.8587286472320557
-0.9515528437107074,-0.8587116003036499
-0.951490704558032,-0.8587112426757812
-0.9515242399737616,-0.8586903214454651
-0.9515247331416399,-0.8587009310722351
-0.9512658200054924,-0.8587013483047485
-0.9513156299612084,-0.8586125373840332
-0.951414756704762,-0.858629047870636
-0.9514522374635187,-0.8586627840995789
-0.951414756704762,-0.858676016330719
-0.9513703715957083,-0.8586623668670654
-0.9514344834198971,-0.8586469888687134
-0.9515617207325181,-0.8586686253547668
-0.9516588748045582,-0.8587125539779663
-0.9516864922057474,-0.8587457537651062
-0.9515779952725046,-0.8587548732757568
-0.9515474188640454,-0.8587177395820618
-0.9515947629803694,-0.8587071895599365
-0.9516667654906124,-0.8587232828140259
-0.9515474188640454,-0.8587480783462524
-0.9515518573749507,-0.8587061166763306
-0.9515341033313292,-0.858707845211029
-0.9514951430689375,-0.8587011694908142
-0.9515493915355587,-0.8586879968643188
-0.9515326238276939,-0.8587057590484619
-0.9515395281779914,-0.8586999177932739
-0.9515439666888967,-0.8587021231651306
-0.9515646797397884,-0.858703076839447
-0.9516509841185042,-0.8587107062339783
-0.951743699679639,-0.8587397933006287
-0.9517481381905445,-0.858771800994873
-0.9520035991515433,-0.8587725758552551
-0.9519641457212731,-0.8588608503341675
-0.9519246922910031,-0.85884690284729
-0.9520129693412325,-0.8588340282440186
-0.9520075444945703,-0.8588641285896301
-0.951962666217638,-0.8588623404502869
-0.951938994159476,-0.8588472604751587
-0.9519981743048812,-0.8588390946388245
-0.951962666217638,-0.8588599562644958
-0.9519079245831382,-0.8588478565216064
-0.9519897904509487,-0.8588293790817261
-0.9519971879691244,-0.8588579297065735
-0.9520228326988,-0.8588608503341675
-0.9520257917060702,-0.8588700890541077
-0.9520997668878266,-0.8588715195655823
-0.9521910029453263,-0.8588976860046387
-0.9535516531217663,-0.8589293956756592
-0.9531970654172137,-0.8593959808349609
-0.9530131137985793,-0.8592758178710938
-0.9532118604535651,-0.8592134714126587
-0.9530668690973224,-0.8592824339866638
-0.9531881883954031,-0.8592340350151062
-0.9534471015315505,-0.8592760562896729
-0.9531507076366463,-0.8593654036521912
-0.953154159811795,-0.8592650294303894
-0.9530392516961335,-0.8592671751976013
-0.9531763523663219,-0.859228253364563
-0.9530076889519172,-0.8592759966850281
-0.9530219908203902,-0.8592188954353333
-0.9530570057397548,-0.8592243790626526
-0.9529884554046606,-0.8592376112937927
-0.9530599647470251,-0.8592148423194885
-0.9531211175639439,-0.8592401146888733
-0.9531073088633493,-0.8592619895935059
-0.9531230902354573,-0.859258234500885
-0.9530920206591197,-0.8592645525932312
-0.9531714206875382,-0.8592550754547119
-0.9533603039849563,-0.8592833280563354
-0.9534421698527668,-0.8593494296073914
-0.9534757052684963,-0.8593790531158447
-0.953245889037173,-0.8593918681144714
-0.9531581051548221,-0.859314501285553
-0.9532715337668486,-0.8592855930328369
-0.9532606840735243,-0.8593266010284424
-0.9532986580001592,-0.8593238592147827
-0.953403209590375,-0.8593384623527527
-0.9533499474595104,-0.8593761324882507
-0.9533889077219022,-0.8593598008155823
-0.9537193302004141,-0.8593752384185791
-0.9537129190179954,-0.8594902157783508
-0.9538376904912245,-0.8594903349876404
-0.9539738048256562,-0.8595350384712219
-0.9542953502823576,-0.8595831990242004
-0.9545774423087888,-0.8596929311752319
-0.9541834011739662,-0.8597897887229919
-0.9541153440067504,-0.8596594333648682
-0.9536128059386848,-0.8596381545066833
-0.9535679276617526,-0.8594692349433899
-0.9536709997483332,-0.8594549298286438
-0.9537676606524951,-0.859491765499115
-0.9536202034568606,-0.859526515007019
-0.9534905003048476,-0.8594776391983032
-0.9533805238679697,-0.8594343066215515
-0.9534120866121857,-0.8593983054161072
-0.9535023363339287,-0.8594105839729309
-0.9535911065520364,-0.8594431281089783
-0.953479157443645,-0.8594751954078674
-0.9534781711078881,-0.8594380021095276
-0.9534451288600371,-0.8594393730163574
-0.9534352655024695,-0.8594292998313904
-0.9535373512532933,-0.8594269752502441
-0.9535797636908337,-0.8594637513160706
-0.953411100276429,-0.8594796657562256
-0.9534826096187935,-0.8594229221343994
-0.9533257822334699,-0.8594484925270081
-0.953139857943322,-0.8593959212303162
-0.9532138331250785,-0.8593331575393677
-0.9532128467893218,-0.8593597412109375
-0.9532024902638758,-0.8593602180480957
-0.9532350393438487,-0.8593577146530151
-0.9533514269631455,-0.8593695759773254
-0.9533741126855507,-0.8594110012054443
-0.9532685747595783,-0.859420120716095
-0.9532513138838352,-0.8593847155570984
-0.9533173983795376,-0.8593800663948059
-0.953329727576497,-0.8594037294387817
-0.9534895139690908,-0.8594092726707458
-0.9534037027582535,-0.8594648838043213
-0.9533445226128482,-0.8594367504119873
-0.953418990962483,-0.8594174385070801
-0.9534860617939421,-0.8594443202018738
-0.9533035896789429,-0.8594682812690735
-0.9532409573583893,-0.8594065308570862
-0.9532177784681055,-0.8593860864639282
-0.9533021101753079,-0.8593791723251343
-0.953337618262551,-0.8594087362289429
-0.9533903872255373,-0.8594228029251099
-0.9533933462328076,-0.8594416379928589
-0.9533889077219022,-0.8594439029693604
-0.9534278679842938,-0.8594436645507812
-0.9533958120721994,-0.8594577312469482
-0.9534362518382262,-0.8594484925270081
-0.9533869350503886,-0.8594631552696228
-0.9533445226128482,-0.8594480156898499
-0.9533095076934835,-0.8594340085983276
-0.9533741126855507,-0.8594235181808472
-0.9533356455910375,-0.8594461679458618
-0.9533731263497941,-0.8594343066215515
-0.953405675429767,-0.8594481945037842
-0.953421456801875,-0.8594607710838318
-0.9533953189043209,-0.8594670295715332
-0.9534392108454964,-0.8594595193862915
-0.953429347487929,-0.8594754338264465
-0.9534106071085506,-0.859472930431366
-0.9533119735328754,-0.8594676852226257
-0.9533159188759024,-0.8594347238540649
-0.9532883014747133,-0.8594375848770142
-0.953253779723227,-0.8594289422035217
-0.953269561095335,-0.8594184517860413
-0.9532813971244162,-0.8594247698783875
-0.953269561095335,-0.8594300150871277
-0.9532527933874703,-0.8594270944595337
-0.9531023771845655,-0.8594224452972412
-0.9530619374185387,-0.8593727350234985
-0.95301903181312,-0.8593602180480957
-0.9527108018891348,-0.8593466877937317
-0.9528281758441883,-0.8592414855957031
-0.9527971062678507,-0.8592831492424011
-0.9527527211587967,-0.8592739701271057
-0.9528025311145127,-0.8592594861984253
-0.9527882292460399,-0.8592780828475952
-0.9527546938303103,-0.8592742085456848
-0.9527650503557562,-0.8592636585235596
-0.9527902019175533,-0.8592687249183655
-0.952739898793959,-0.8592785000801086
-0.9527936540927021,-0.8592624068260193
-0.9527926677569453,-0.8592819571495056
-0.9526723347946214,-0.8592828512191772
-0.9526057571310407,-0.8592427968978882
-0.952625977014054,-0.8592206835746765
-0.9526452105613108,-0.8592289686203003
-0.952616606824365,-0.8592368364334106
-0.952594414269838,-0.8592280745506287
-0.9526082229704326,-0.8592217564582825
-0.9527936540927021,-0.8592274785041809
-0.9528390255375127,-0.8592925667762756
-0.9528266963405532,-0.8593091368675232
-0.9527892155817967,-0.8593065142631531
-0.9528834106465666,-0.8592949509620667
-0.9529253299162285,-0.85932856798172
-0.952905110033215,-0.8593440651893616
-0.9528622044277963,-0.8593384027481079
-0.9528069696254181,-0.8593248128890991
-0.9528562864132557,-0.8593072891235352
-0.9528681224423368,-0.859325110912323
-0.9527699820345399,-0.8593304753303528
-0.9527872429102832,-0.8592984080314636
-0.9527714615381752,-0.8593051433563232
-0.9528188056544992,-0.8593005537986755
-0.9528291621799451,-0.8593180775642395
-0.9528020379466344,-0.8593227863311768
-0.9528045037860262,-0.8593143820762634
-0.9528444503841748,-0.8593164682388306
-0.9528257100047964,-0.8593311309814453
-0.9528705882817287,-0.8593257069587708
-0.9530653895936874,-0.8593423366546631
-0.9530589784112684,-0.8594105839729309
-0.9530501013894576,-0.8594087362289429
-0.9531028703524438,-0.8594070076942444
-0.9531876952275246,-0.8594262003898621
-0.9531975585850921,-0.8594560623168945
-0.9533035896789429,-0.8594609498977661
-0.9533119735328754,-0.8594984412193298
-0.9533578381455644,-0.8595021367073059
-0.9533889077219022,-0.859519362449646
-0.953369181006767,-0.8595312237739563
-0.9532241896505245,-0.8595260977745056
-0.953222216979011,-0.8594771027565002
-0.9533095076934835,-0.859477698802948
-0.9533139462043889,-0.8595086336135864
-0.953329727576497,-0.8595117926597595
-0.9533282480728618,-0.8595185279846191
-0.9532868219710783,-0.8595194816589355
-0.9533395909340645,-0.8595062494277954
-0.9532937263213755,-0.8595258593559265
-0.9532715337668486,-0.8595116138458252
-0.953299644335916,-0.8595049977302551
-0.953488527633334,-0.8595161437988281
-0.9533731263497941,-0.8595818877220154
-0.9534160319552129,-0.8595439195632935
-0.953377071692821,-0.8595597743988037
-0.9533366319267942,-0.8595473766326904
-0.9533938394006859,-0.859535276889801
-0.953353399634659,-0.8595556616783142
-0.9531945995778218,-0.8595437407493591
-0.9531433101184706,-0.8594900965690613
-0.9531881883954031,-0.859473705291748
-0.9531679685123895,-0.8594902753829956
-0.9531230902354573,-0.8594843745231628
-0.9532542728911053,-0.8594701886177063
-0.9531181585566736,-0.8595162034034729
-0.9531166790530384,-0.859470784664154
-0.9531413374469573,-0.8594709634780884
-0.9531807908772274,-0.8594807386398315
-0.9531852293881328,-0.8594955801963806
-0.9532074219426597,-0.859498143196106
-0.953255259226862,-0.8595066666603088
-0.9532409573583893,-0.8595244288444519
-0.9532952058250106,-0.8595201969146729
-0.9532725201026053,-0.8595402240753174
-0.9532592045698892,-0.8595335483551025
-0.9532532865553487,-0.8595297932624817
-0.9532463822050513,-0.8595292568206787
-0.9533366319267942,-0.8595271110534668
-0.9532873151389566,-0.8595589399337769
-0.9533198642189294,-0.8595429062843323
-0.9534392108454964,-0.859555184841156
-0.9534623897357801,-0.859596848487854
-0.9534436493564018,-0.8596055507659912
-0.9534480878673072,-0.8596001267433167
-0.9534850754581854,-0.8596024513244629
-0.9534387176776181,-0.859616219997406
-0.9535713798369012,-0.8596009016036987
-0.9532656157523082,-0.8596476316452026
-0.9533198642189294,-0.8595435619354248
-0.9532715337668486,-0.8595631122589111
-0.9532744927741189,-0.8595476746559143
-0.9532818902922945,-0.8595489263534546
-0.9533124667007538,-0.8595526218414307
-0.9533247958977131,-0.8595640063285828
-0.9532744927741189,-0.8595690727233887
-0.9532725201026053,-0.8595528602600098
-0.9533238095619565,-0.859552800655365
-0.9532271486577947,-0.859571635723114
-0.9532769586135108,-0.8595390319824219
-0.9532498343802001,-0.8595573306083679
-0.9531334467609033,-0.8595492243766785
-0.9530333336815928,-0.8595097661018372
-0.9531048430239574,-0.8594761490821838
-0.9531482417972545,-0.8595014810562134
-0.9529642901786202,-0.8595173954963684
-0.9529618243392284,-0.8594551086425781
-0.9530017709373767,-0.859454870223999
-0.953026922499174,-0.8594691157341003
-0.9530377721924982,-0.8594781756401062
-0.9530486218858225,-0.8594828248023987
-0.9531186517245518,-0.8594868183135986
-0.953092513826998,-0.8595118522644043
-0.9530609510827819,-0.8595036864280701
-0.9530954728342683,-0.8594935536384583
-0.9531073088633493,-0.8595063090324402
-0.953093993330633,-0.8595109581947327
-0.9530821573015521,-0.8595072627067566
-0.9531566256511869,-0.8595042824745178
-0.9531916405705517,-0.8595303297042847
-0.9531659958408761,-0.8595430850982666
-0.9531763523663219,-0.8595346808433533
-0.9529800715507283,-0.8595391511917114
-0.9529593584998364,-0.8594719171524048
-0.9529277957556203,-0.8594655394554138
-0.9528281758441883,-0.859455406665802
-0.9528853833180799,-0.8594217300415039
-0.9528444503841748,-0.8594419956207275
-0.9529499883101472,-0.8594279885292053
-0.9528572727490124,-0.8594647645950317
-0.9529702081931607,-0.8594337105751038
-0.9529031373617015,-0.8594726920127869
-0.9529253299162285,-0.8594505190849304
-0.9529529473174175,-0.8594584465026855
-0.9529356864416743,-0.8594682812690735
-0.9529943734192012,-0.8594626188278198
-0.9530357995209848,-0.8594834804534912
-0.9529455497992418,-0.8594977259635925
-0.9529337137701608,-0.8594667911529541
-0.9529894417404173,-0.8594622611999512
-0.9529568926604445,-0.8594819903373718
-0.9530057162804039,-0.8594706058502197
-0.9529963460907146,-0.8594872951507568
-0.9528414913769044,-0.8594839572906494
-0.9528858764859583,-0.8594306111335754
-0.9529425907919715,-0.8594456315040588
-0.9528661497708233,-0.8594648838043213
-0.9528858764859583,-0.8594384789466858
-0.9529776057113364,-0.859444797039032
-0.9529608380034716,-0.8594764471054077
-0.9529164528944176,-0.8594706058502197
-0.9529120143835123,-0.8594555258750916
-0.9529475224707554,-0.8594536185264587
-0.9529056032010933,-0.8594658374786377
-0.9529105348798772,-0.8594516515731812
-0.9528222578296478,-0.8594529628753662
-0.9528345870266072,-0.8594226837158203
-0.9528538205738639,-0.8594267964363098
-0.9528700951138503,-0.859433114528656
-0.9528863696538367,-0.8594383597373962
-0.9528705882817287,-0.8594439625740051
-0.952843464048418,-0.859438419342041
-0.9528774926320259,-0.859429121017456
-0.9528710814496072,-0.8594402074813843
