交易 #,種類,信號,日期/時間,價格 BTC,合約,獲利 BTC,獲利 %,累計獲利 BTC,累計獲利 %,最大交易獲利 BTC,最大交易獲利 %,最大交易虧損 BTC,最大交易虧損 %
85,空頭出場,Trailing Stop,2023-06-06 18:45,0.07032,18140023.1045,181.40,0.01,16409.10,0.16,181.40,0.01,181.40,0.01
85,空頭進場,Short,2023-06-06 18:45,0.07033,18140023.1045,181.40,0.01,16409.10,0.16,181.40,0.01,181.40,0.01
84,多頭出場,Trailing Stop,2023-06-06 14:15,0.07083,41690059.0141,416.90,0.01,16227.70,0.36,416.90,0.01,7087.31,0.24
84,多頭進場,Long,2023-06-06 13:15,0.07082,41690059.0141,416.90,0.01,16227.70,0.36,416.90,0.01,7087.31,0.24
83,多頭出場,Trailing Stop,2023-06-05 16:30,0.07001,32784643.5702,327.85,0.01,15810.80,0.28,327.85,0.01,327.85,0.01
83,多頭進場,Long,2023-06-05 16:30,0.07000,32784643.5702,327.85,0.01,15810.80,0.28,327.85,0.01,327.85,0.01
82,空頭出場,Trailing Stop,2023-06-05 12:45,0.06978,58023062.1434,580.23,0.01,15482.95,0.5,580.23,0.01,0,0
82,空頭進場,Short,2023-06-05 12:45,0.06979,58023062.1434,580.23,0.01,15482.95,0.5,580.23,0.01,0,0
81,多頭出場,Trailing Stop,2023-06-02 15:00,0.06986,51247928.9873,512.48,0.01,14902.72,0.45,512.48,0.01,0,0
81,多頭進場,Long,2023-06-02 15:00,0.06985,51247928.9873,512.48,0.01,14902.72,0.45,512.48,0.01,0,0
80,多頭出場,Trailing Stop,2023-06-02 01:45,0.06971,40650158.0763,406.50,0.01,14390.24,0.36,406.50,0.01,0,0
80,多頭進場,Long,2023-06-02 01:45,0.06970,40650158.0763,406.50,0.01,14390.24,0.36,406.50,0.01,0,0
79,空頭出場,Trailing Stop,2023-06-01 15:15,0.06916,76967400.8536,769.67,0.01,13983.74,0.68,769.67,0.01,1539.35,0.03
79,空頭進場,Short,2023-06-01 15:15,0.06917,76967400.8536,769.67,0.01,13983.74,0.68,769.67,0.01,1539.35,0.03
78,空頭出場,Trailing Stop,2023-05-31 21:45,0.06886,45170479.1323,451.70,0.01,13214.07,0.4,451.70,0.01,0,0
78,空頭進場,Short,2023-05-31 21:45,0.06887,45170479.1323,451.70,0.01,13214.07,0.4,451.70,0.01,0,0
77,多頭出場,Trailing Stop,2023-05-31 15:30,0.06898,40529516.2177,405.30,0.01,12762.36,0.36,405.30,0.01,0,0
77,多頭進場,Long,2023-05-31 15:30,0.06897,40529516.2177,405.30,0.01,12762.36,0.36,405.30,0.01,0,0
76,多頭出場,Trailing Stop,2023-05-31 06:00,0.06874,38841038.4996,388.41,0.01,12357.07,0.35,388.41,0.01,5049.34,0.19
76,多頭進場,Long,2023-05-31 06:00,0.06873,38841038.4996,388.41,0.01,12357.07,0.35,388.41,0.01,5049.34,0.19
75,空頭出場,Trailing Stop,2023-05-31 03:15,0.06841,48174629.5974,481.75,0.01,11968.66,0.43,481.75,0.01,0,0
75,空頭進場,Short,2023-05-31 03:15,0.06842,48174629.5974,481.75,0.01,11968.66,0.43,481.75,0.01,0,0
74,多頭出場,Trailing Stop,2023-05-29 16:30,0.06835,42529252.4506,425.29,0.01,11486.91,0.38,425.29,0.01,0,0
74,多頭進場,Long,2023-05-29 16:30,0.06834,42529252.4506,425.29,0.01,11486.91,0.38,425.29,0.01,0,0
73,多頭出場,Trailing Stop,2023-05-29 04:45,0.06799,27323371.6647,273.23,0.01,11061.62,0.25,273.23,0.01,4371.74,0.24
73,多頭進場,Long,2023-05-29 04:00,0.06798,27323371.6647,273.23,0.01,11061.62,0.25,273.23,0.01,4371.74,0.24
72,空頭出場,Trailing Stop,2023-05-28 02:45,0.06819,34153044.2521,341.53,0.01,10788.38,0.31,341.53,0.01,0,0
72,空頭進場,Short,2023-05-28 02:45,0.06820,34153044.2521,341.53,0.01,10788.38,0.31,341.53,0.01,0,0
71,空頭出場,Trailing Stop,2023-05-26 16:30,0.06843,30415398.6052,304.15,0.01,10446.85,0.28,304.15,0.01,0,0
71,空頭進場,Short,2023-05-26 16:30,0.06844,30415398.6052,304.15,0.01,10446.85,0.28,304.15,0.01,0,0
70,空頭出場,Trailing Stop,2023-05-26 15:15,0.06849,35298119.0628,352.98,0.01,10142.70,0.32,352.98,0.01,352.98,0.01
70,空頭進場,Short,2023-05-26 15:15,0.06850,35298119.0628,352.98,0.01,10142.70,0.32,352.98,0.01,352.98,0.01
69,多頭出場,Trailing Stop,2023-05-26 14:30,0.06871,45893148.3837,458.93,0.01,9789.72,0.42,458.93,0.01,458.93,0.01
69,多頭進場,Long,2023-05-26 14:30,0.06870,45893148.3837,458.93,0.01,9789.72,0.42,458.93,0.01,458.93,0.01
68,多頭出場,Trailing Stop,2023-05-26 13:30,0.06866,48832300.4819,488.32,0.01,9330.79,0.45,488.32,0.01,2441.62,0.07
68,多頭進場,Long,2023-05-26 13:30,0.06865,48832300.4819,488.32,0.01,9330.79,0.45,488.32,0.01,2441.62,0.07
67,多頭出場,Trailing Stop,2023-05-26 06:15,0.06844,63776386.4286,637.76,0.01,8842.46,0.59,637.76,0.01,637.76,0.01
67,多頭進場,Long,2023-05-26 06:15,0.06843,63776386.4286,637.76,0.01,8842.46,0.59,637.76,0.01,637.76,0.01
66,多頭出場,Trailing Stop,2023-05-25 13:15,0.06835,34456192.1901,344.56,0.01,8204.70,0.32,344.56,0.01,0,0
66,多頭進場,Long,2023-05-25 13:15,0.06834,34456192.1901,344.56,0.01,8204.70,0.32,344.56,0.01,0,0
65,空頭出場,Trailing Stop,2023-05-25 02:15,0.06822,34297838.7163,342.98,0.01,7860.14,0.32,342.98,0.01,3429.78,0.15
65,空頭進場,Short,2023-05-25 02:15,0.06823,34297838.7163,342.98,0.01,7860.14,0.32,342.98,0.01,3429.78,0.15
64,多頭出場,Trailing Stop,2023-05-24 21:45,0.06833,35570130.2187,355.70,0.01,7517.16,0.33,355.70,0.01,0,0
64,多頭進場,Long,2023-05-24 21:45,0.06832,35570130.2187,355.70,0.01,7517.16,0.33,355.70,0.01,0,0
63,多頭出場,Close entry(s) order Long,2023-05-24 20:15,0.06815,34756440.153,-2085.39,-0.09,7161.46,-1.91,0,0,3823.21,0.16
63,多頭進場,Long,2023-05-24 19:00,0.06821,34756440.153,-2085.39,-0.09,7161.46,-1.91,0,0,3823.21,0.16
62,多頭出場,Trailing Stop,2023-05-24 16:15,0.06830,29014860.78,290.15,0.01,9246.84,0.27,290.15,0.01,0,0
62,多頭進場,Long,2023-05-24 16:15,0.06829,29014860.78,290.15,0.01,9246.84,0.27,290.15,0.01,0,0
61,多頭出場,Trailing Stop,2023-05-24 05:45,0.06818,30817095.9202,308.17,0.01,8956.70,0.28,308.17,0.01,0,0
61,多頭進場,Long,2023-05-24 05:45,0.06817,30817095.9202,308.17,0.01,8956.70,0.28,308.17,0.01,0,0
60,多頭出場,Trailing Stop,2023-05-23 02:30,0.06787,20260598.1866,202.61,0.01,8648.52,0.19,202.61,0.01,0,0
60,多頭進場,Long,2023-05-23 02:30,0.06786,20260598.1866,202.61,0.01,8648.52,0.19,202.61,0.01,0,0
59,多頭出場,Trailing Stop,2023-05-22 19:15,0.06777,42419026.4024,424.19,0.01,8445.92,0.39,424.19,0.01,0,0
59,多頭進場,Long,2023-05-22 19:15,0.06776,42419026.4024,424.19,0.01,8445.92,0.39,424.19,0.01,0,0
58,空頭出場,Trailing Stop,2023-05-22 15:00,0.06746,36968032.2319,369.68,0.01,8021.73,0.34,369.68,0.01,0,0
58,空頭進場,Short,2023-05-22 15:00,0.06747,36968032.2319,369.68,0.01,8021.73,0.34,369.68,0.01,0,0
57,多頭出場,Trailing Stop,2023-05-22 14:00,0.06773,49688760.3305,496.89,0.01,7652.05,0.46,496.89,0.01,496.89,0.01
57,多頭進場,Long,2023-05-22 14:00,0.06772,49688760.3305,496.89,0.01,7652.05,0.46,496.89,0.01,496.89,0.01
56,多頭出場,Trailing Stop,2023-05-22 02:15,0.06754,46187042.2459,461.87,0.01,7155.16,0.43,461.87,0.01,0,0
56,多頭進場,Long,2023-05-22 02:15,0.06753,46187042.2459,461.87,0.01,7155.16,0.43,461.87,0.01,0,0
55,多頭出場,Trailing Stop,2023-05-21 23:00,0.06744,47077693.246,470.78,0.01,6693.29,0.44,470.78,0.01,3766.22,0.12
55,多頭進場,Long,2023-05-21 22:30,0.06743,47077693.246,470.78,0.01,6693.29,0.44,470.78,0.01,3766.22,0.12
54,空頭出場,Trailing Stop,2023-05-21 18:00,0.06717,48251711.9115,482.52,0.01,6222.51,0.46,482.52,0.01,5307.69,0.16
54,空頭進場,Short,2023-05-21 17:00,0.06718,48251711.9115,482.52,0.01,6222.51,0.46,482.52,0.01,5307.69,0.16
53,多頭出場,Trailing Stop,2023-05-21 13:00,0.06744,38258479.7227,382.58,0.01,5740.00,0.36,382.58,0.01,0,0
53,多頭進場,Long,2023-05-21 13:00,0.06743,38258479.7227,382.58,0.01,5740.00,0.36,382.58,0.01,0,0
52,空頭出場,Trailing Stop,2023-05-21 10:00,0.06706,57885231.1923,578.85,0.01,5357.41,0.55,578.85,0.01,4630.82,0.12
52,空頭進場,Short,2023-05-21 09:15,0.06707,57885231.1923,578.85,0.01,5357.41,0.55,578.85,0.01,4630.82,0.12
51,空頭出場,Trailing Stop,2023-05-20 13:15,0.06742,65001951.0893,650.02,0.01,4778.56,0.62,650.02,0.01,0,0
51,空頭進場,Short,2023-05-20 13:15,0.06743,65001951.0893,650.02,0.01,4778.56,0.62,650.02,0.01,0,0
50,多頭出場,Trailing Stop,2023-05-19 17:00,0.06754,31535095.1826,315.35,0.01,4128.54,0.3,315.35,0.01,0,0
50,多頭進場,Long,2023-05-19 17:00,0.06753,31535095.1826,315.35,0.01,4128.54,0.3,315.35,0.01,0,0
49,多頭出場,Trailing Stop,2023-05-19 13:30,0.06741,50294568.5217,502.95,0.01,3813.19,0.49,502.95,0.01,0,0
49,多頭進場,Long,2023-05-19 13:30,0.06740,50294568.5217,502.95,0.01,3813.19,0.49,502.95,0.01,0,0
48,多頭出場,Trailing Stop,2023-05-18 18:45,0.06718,30970966.3276,309.71,0.01,3310.24,0.3,309.71,0.01,0,0
48,多頭進場,Long,2023-05-18 18:45,0.06717,30970966.3276,309.71,0.01,3310.24,0.3,309.71,0.01,0,0
47,空頭出場,Trailing Stop,2023-05-17 13:00,0.06720,38869015.5357,388.69,0.01,3000.53,0.38,388.69,0.01,0,0
47,空頭進場,Short,2023-05-17 13:00,0.06721,38869015.5357,388.69,0.01,3000.53,0.38,388.69,0.01,0,0
46,多頭出場,Trailing Stop,2023-05-16 12:30,0.06709,42752856.6355,427.53,0.01,2611.84,0.42,427.53,0.01,0,0
46,多頭進場,Long,2023-05-16 12:30,0.06708,42752856.6355,427.53,0.01,2611.84,0.42,427.53,0.01,0,0
45,多頭出場,Trailing Stop,2023-05-16 10:45,0.06704,41530815.1767,415.31,0.01,2184.31,0.41,415.31,0.01,1245.92,0.04
45,多頭進場,Long,2023-05-16 10:45,0.06703,41530815.1767,415.31,0.01,2184.31,0.41,415.31,0.01,1245.92,0.04
44,多頭出場,Trailing Stop,2023-05-16 09:15,0.06700,43926447.4336,439.26,0.01,1769.01,0.43,439.26,0.01,0,0
44,多頭進場,Long,2023-05-16 09:15,0.06699,43926447.4336,439.26,0.01,1769.01,0.43,439.26,0.01,0,0
43,多頭出場,Trailing Stop,2023-05-15 04:30,0.06724,37267697.5735,372.68,0.01,1329.74,0.37,372.68,0.01,0,0
43,多頭進場,Long,2023-05-15 04:30,0.06723,37267697.5735,372.68,0.01,1329.74,0.37,372.68,0.01,0,0
42,空頭出場,Trailing Stop,2023-05-14 17:30,0.06706,33229601.5185,332.30,0.01,957.07,0.33,332.30,0.01,0,0
42,空頭進場,Short,2023-05-14 17:30,0.06707,33229601.5185,332.30,0.01,957.07,0.33,332.30,0.01,0,0
41,多頭出場,Trailing Stop,2023-05-14 07:15,0.06733,51907153.5408,519.07,0.01,624.77,0.52,519.07,0.01,0,0
41,多頭進場,Long,2023-05-14 07:15,0.06732,51907153.5408,519.07,0.01,624.77,0.52,519.07,0.01,0,0
40,多頭出場,Trailing Stop,2023-05-12 07:00,0.06655,25359263.1074,253.59,0.02,105.70,0.25,253.59,0.02,0,0
40,多頭進場,Long,2023-05-12 07:00,0.06654,25359263.1074,253.59,0.02,105.70,0.25,253.59,0.02,0,0
39,空頭出場,Trailing Stop,2023-05-10 19:00,0.06657,16638356.6095,166.38,0.02,-147.90,0.17,166.38,0.02,0,0
39,空頭進場,Short,2023-05-10 19:00,0.06658,16638356.6095,166.38,0.02,-147.90,0.17,166.38,0.02,0,0
38,空頭出場,Trailing Stop,2023-05-10 14:00,0.06662,26159174.4603,261.59,0.02,-314.28,0.26,261.59,0.02,0,0
38,空頭進場,Short,2023-05-10 14:00,0.06663,26159174.4603,261.59,0.02,-314.28,0.26,261.59,0.02,0,0
37,空頭出場,Trailing Stop,2023-05-09 05:00,0.06671,31953241.382,319.53,0.01,-575.87,0.32,319.53,0.01,4153.92,0.19
37,空頭進場,Short,2023-05-09 03:30,0.06672,31953241.382,319.53,0.01,-575.87,0.32,319.53,0.01,4153.92,0.19
36,多頭出場,Trailing Stop,2023-05-09 02:15,0.06685,37871801.2234,378.72,0.01,-895.40,0.38,378.72,0.01,0,0
36,多頭進場,Long,2023-05-09 02:15,0.06684,37871801.2234,378.72,0.01,-895.40,0.38,378.72,0.01,0,0
35,多頭出場,Trailing Stop,2023-05-08 20:15,0.06692,17965047.5763,179.65,0.01,-1274.12,0.18,179.65,0.01,0,0
35,多頭進場,Long,2023-05-08 20:15,0.06691,17965047.5763,179.65,0.01,-1274.12,0.18,179.65,0.01,0,0
34,多頭出場,Trailing Stop,2023-05-08 09:15,0.06636,22783115.924,227.83,0.02,-1453.77,0.23,227.83,0.02,0,0
34,多頭進場,Long,2023-05-08 09:15,0.06635,22783115.924,227.83,0.02,-1453.77,0.23,227.83,0.02,0,0
33,空頭出場,Trailing Stop,2023-05-08 01:00,0.06579,21234912.6726,212.35,0.02,-1681.60,0.22,212.35,0.02,1911.14,0.14
33,空頭進場,Short,2023-05-08 01:00,0.06580,21234912.6726,212.35,0.02,-1681.60,0.22,212.35,0.02,1911.14,0.14
32,多頭出場,Trailing Stop,2023-05-06 01:30,0.06771,20737019.0994,207.37,0.01,-1893.95,0.21,207.37,0.01,0,0
32,多頭進場,Long,2023-05-06 01:30,0.06770,20737019.0994,207.37,0.01,-1893.95,0.21,207.37,0.01,0,0
31,多頭出場,Trailing Stop,2023-05-05 13:00,0.06557,37154178.7475,371.54,0.02,-2101.32,0.38,371.54,0.02,371.54,0.02
31,多頭進場,Long,2023-05-05 13:00,0.06556,37154178.7475,371.54,0.02,-2101.32,0.38,371.54,0.02,371.54,0.02
30,多頭出場,Trailing Stop,2023-05-03 18:45,0.06566,23316008.8926,233.16,0.02,-2472.86,0.24,233.16,0.02,1398.96,0.09
30,多頭進場,Long,2023-05-03 18:45,0.06565,23316008.8926,233.16,0.02,-2472.86,0.24,233.16,0.02,1398.96,0.09
29,多頭出場,Close entry(s) order Long,2023-05-03 18:30,0.06543,33379503.7729,-4005.54,-0.18,-2706.02,-3.95,0,0,8011.08,0.37
29,多頭進場,Long,2023-05-03 18:15,0.06555,33379503.7729,-4005.54,-0.18,-2706.02,-3.95,0,0,8011.08,0.37
28,多頭出場,Trailing Stop,2023-05-03 14:15,0.06550,27203304.0467,272.03,0.02,1299.52,0.27,272.03,0.02,272.03,0.02
28,多頭進場,Long,2023-05-03 14:15,0.06549,27203304.0467,272.03,0.02,1299.52,0.27,272.03,0.02,272.03,0.02
27,多頭出場,Trailing Stop,2023-05-03 03:30,0.06540,31722744.4478,317.23,0.02,1027.48,0.31,317.23,0.02,951.68,0.05
27,多頭進場,Long,2023-05-03 03:15,0.06539,31722744.4478,317.23,0.02,1027.48,0.31,317.23,0.02,951.68,0.05
26,空頭出場,Close entry(s) order Short,2023-05-02 22:15,0.06530,18323310.1909,-5863.46,-0.49,710.26,-5.5,0,0,5863.46,0.49
26,空頭進場,Short,2023-05-02 16:45,0.06498,18323310.1909,-5863.46,-0.49,710.26,-5.5,0,0,5863.46,0.49
25,空頭出場,Trailing Stop,2023-05-02 15:30,0.06502,26093430.1449,260.93,0.02,6573.72,0.25,260.93,0.02,0,0
25,空頭進場,Short,2023-05-02 15:30,0.06503,26093430.1449,260.93,0.02,6573.72,0.25,260.93,0.02,0,0
24,多頭出場,Trailing Stop,2023-05-01 16:30,0.06507,32204871.0765,322.05,0.02,6312.78,0.3,322.05,0.02,322.05,0.02
24,多頭進場,Long,2023-05-01 16:30,0.06506,32204871.0765,322.05,0.02,6312.78,0.3,322.05,0.02,322.05,0.02
23,空頭出場,Trailing Stop,2023-04-30 20:30,0.06482,32320193.9584,323.20,0.02,5990.73,0.31,323.20,0.02,0,0
23,空頭進場,Short,2023-04-30 20:30,0.06483,32320193.9584,323.20,0.02,5990.73,0.31,323.20,0.02,0,0
22,多頭出場,Trailing Stop,2023-04-30 11:30,0.06521,51460034.0241,514.60,0.02,5667.53,0.49,514.60,0.02,2058.40,0.06
22,多頭進場,Long,2023-04-30 11:30,0.06520,51460034.0241,514.60,0.02,5667.53,0.49,514.60,0.02,2058.40,0.06
21,多頭出場,Trailing Stop,2023-04-29 15:00,0.06510,39019843.3454,390.20,0.02,5152.93,0.37,390.20,0.02,390.20,0.02
21,多頭進場,Long,2023-04-29 15:00,0.06509,39019843.3454,390.20,0.02,5152.93,0.37,390.20,0.02,390.20,0.02
20,空頭出場,Trailing Stop,2023-04-28 15:30,0.06482,24106256.7508,241.06,0.02,4762.73,0.23,241.06,0.02,0,0
20,空頭進場,Short,2023-04-28 15:30,0.06483,24106256.7508,241.06,0.02,4762.73,0.23,241.06,0.02,0,0
19,空頭出場,Trailing Stop,2023-04-26 13:30,0.06524,13775756.1393,137.76,0.02,4521.67,0.13,137.76,0.02,0,0
19,空頭進場,Short,2023-04-26 13:30,0.06525,13775756.1393,137.76,0.02,4521.67,0.13,137.76,0.02,0,0
18,空頭出場,Trailing Stop,2023-04-24 17:00,0.06726,25112588.9601,251.13,0.01,4383.91,0.24,251.13,0.01,753.38,0.04
18,空頭進場,Short,2023-04-24 17:00,0.06727,25112588.9601,251.13,0.01,4383.91,0.24,251.13,0.01,753.38,0.04
17,多頭出場,Trailing Stop,2023-04-24 15:30,0.06766,28261979.5444,282.62,0.01,4132.79,0.27,282.62,0.01,0,0
17,多頭進場,Long,2023-04-24 15:30,0.06765,28261979.5444,282.62,0.01,4132.79,0.27,282.62,0.01,0,0
16,空頭出場,Trailing Stop,2023-04-24 09:30,0.06720,25717282.7,257.17,0.01,3850.17,0.25,257.17,0.01,0,0
16,空頭進場,Short,2023-04-24 09:30,0.06721,25717282.7,257.17,0.01,3850.17,0.25,257.17,0.01,0,0
15,空頭出場,Trailing Stop,2023-04-24 03:15,0.06733,27696129.827,276.96,0.01,3592.99,0.27,276.96,0.01,0,0
15,空頭進場,Short,2023-04-24 03:15,0.06734,27696129.827,276.96,0.01,3592.99,0.27,276.96,0.01,0,0
14,多頭出場,Trailing Stop,2023-04-22 18:15,0.06808,30003928.5585,300.04,0.01,3316.03,0.29,300.04,0.01,0,0
14,多頭進場,Long,2023-04-22 18:15,0.06807,30003928.5585,300.04,0.01,3316.03,0.29,300.04,0.01,0,0
13,多頭出場,Trailing Stop,2023-04-20 13:30,0.06812,26780924.0766,267.81,0.01,3015.99,0.26,267.81,0.01,267.81,0.01
13,多頭進場,Long,2023-04-20 13:30,0.06811,26780924.0766,267.81,0.01,3015.99,0.26,267.81,0.01,267.81,0.01
12,空頭出場,Trailing Stop,2023-04-18 08:45,0.07057,29961565.1692,299.62,0.01,2748.18,0.29,299.62,0.01,898.85,0.04
12,空頭進場,Short,2023-04-18 08:45,0.07058,29961565.1692,299.62,0.01,2748.18,0.29,299.62,0.01,898.85,0.04
11,多頭出場,Trailing Stop,2023-04-18 07:15,0.07076,38100291.5215,381.00,0.01,2448.57,0.37,381.00,0.01,0,0
11,多頭進場,Long,2023-04-18 07:15,0.07075,38100291.5215,381.00,0.01,2448.57,0.37,381.00,0.01,0,0
10,空頭出場,Trailing Stop,2023-04-14 16:00,0.06826,19257906.7931,192.58,0.01,2067.56,0.19,192.58,0.01,7510.58,0.57
10,空頭進場,Short,2023-04-14 14:00,0.06827,19257906.7931,192.58,0.01,2067.56,0.19,192.58,0.01,7510.58,0.57
9,多頭出場,Trailing Stop,2023-04-13 09:45,0.06470,17978744.6546,179.79,0.02,1874.99,0.18,179.79,0.02,179.79,0.02
9,多頭進場,Long,2023-04-13 09:45,0.06469,17978744.6546,179.79,0.02,1874.99,0.18,179.79,0.02,179.79,0.02
8,多頭出場,Trailing Stop,2023-04-12 23:45,0.06415,17260469.9755,172.60,0.02,1695.20,0.17,172.60,0.02,1726.05,0.16
8,多頭進場,Long,2023-04-12 23:45,0.06414,17260469.9755,172.60,0.02,1695.20,0.17,172.60,0.02,1726.05,0.16
7,多頭出場,Trailing Stop,2023-04-12 15:30,0.06358,17604755.9803,176.05,0.02,1522.59,0.17,176.05,0.02,0,0
7,多頭進場,Long,2023-04-12 15:30,0.06357,17604755.9803,176.05,0.02,1522.59,0.17,176.05,0.02,0,0
6,多頭出場,Trailing Stop,2023-04-05 17:15,0.06783,16754285.9094,167.54,0.01,1346.55,0.17,167.54,0.01,1005.26,0.09
6,多頭進場,Long,2023-04-05 17:15,0.06782,16754285.9094,167.54,0.01,1346.55,0.17,167.54,0.01,1005.26,0.09
5,多頭出場,Trailing Stop,2023-04-04 12:15,0.06576,15747036.0352,157.47,0.02,1179.00,0.16,157.47,0.02,314.94,0.03
5,多頭進場,Long,2023-04-04 12:15,0.06575,15747036.0352,157.47,0.02,1179.00,0.16,157.47,0.02,314.94,0.03
4,多頭出場,Trailing Stop,2023-04-03 23:30,0.06493,13371666.9266,133.72,0.02,1021.53,0.13,133.72,0.02,0,0
4,多頭進場,Long,2023-04-03 23:30,0.06492,13371666.9266,133.72,0.02,1021.53,0.13,133.72,0.02,0,0
3,多頭出場,Trailing Stop,2023-04-03 22:15,0.06495,13552312.3903,135.52,0.02,887.82,0.13,135.52,0.02,0,0
3,多頭進場,Long,2023-04-03 22:15,0.06494,13552312.3903,135.52,0.02,887.82,0.13,135.52,0.02,0,0
2,空頭出場,Trailing Stop,2023-04-03 00:00,0.06380,33081458.8051,330.81,0.02,752.29,0.33,330.81,0.02,0,0
2,空頭進場,Short,2023-04-03 00:00,0.06381,33081458.8051,330.81,0.02,752.29,0.33,330.81,0.02,0,0
1,空頭出場,Trailing Stop,2023-04-02 16:15,0.06392,42147840.6727,421.48,0.02,421.48,0.42,421.48,0.02,0,0
1,空頭進場,Short,2023-04-02 16:15,0.06393,42147840.6727,421.48,0.02,421.48,0.42,421.48,0.02,0,0
