交易 #,種類,信號,日期/時間,價格 USDT,合約,獲利 USDT,獲利 %,累計獲利 USDT,累計獲利 %,最大交易獲利 USDT,最大交易獲利 %,最大交易虧損 USDT,最大交易虧損 %
107,多頭進場,Long,2023-03-19 21:15,28110.37,250.78909,26558.56,0.38,1748071.46,1.46,26721.58,0.38,9973.88,0.14
106,多頭出場,Trailing Stop,2023-03-19 16:30,27986.20,328.70878,124357.11,1.37,1721512.90,7.33,124508.31,1.37,13809.06,0.15
106,多頭進場,Long,2023-03-19 16:30,27607.88,328.70878,124357.11,1.37,1721512.90,7.33,124508.31,1.37,13809.06,0.15
105,多頭出場,Trailing Stop,2023-03-19 15:30,27599.60,365.591,41414.15,0.41,1597155.79,2.5,41560.38,0.41,15398.69,0.15
105,多頭進場,Long,2023-03-19 15:30,27486.32,365.591,41414.15,0.41,1597155.79,2.5,41560.38,0.41,15398.69,0.15
104,多頭出場,Trailing Stop,2023-03-17 01:30,25479.59,363.03035,43022.73,0.47,1555741.64,2.67,43164.31,0.47,0,0
104,多頭進場,Long,2023-03-17 01:30,25361.08,363.03035,43022.73,0.47,1555741.64,2.67,43164.31,0.47,0,0
103,空頭出場,Trailing Stop,2023-03-16 13:30,24600.48,294.9681,16031.52,0.22,1512718.92,1,16173.10,0.22,0,0
103,空頭進場,Short,2023-03-16 13:30,24654.83,294.9681,16031.52,0.22,1512718.92,1,16173.10,0.22,0,0
102,多頭出場,Trailing Stop,2023-03-14 12:45,26024.27,183.90509,104071.89,2.22,1496687.40,6.97,104206.14,2.23,26300.27,0.56
102,多頭進場,Long,2023-03-14 12:45,25458.37,183.90509,104071.89,2.22,1496687.40,6.97,104206.14,2.23,26300.27,0.56
101,多頭出場,Trailing Stop,2023-03-13 14:00,22999.46,227.95283,118494.44,2.31,1392615.51,8.62,118617.53,2.31,18154.16,0.35
101,多頭進場,Long,2023-03-13 14:00,22479.64,227.95283,118494.44,2.31,1392615.51,8.62,118617.53,2.31,18154.16,0.35
100,多頭出場,Trailing Stop,2023-03-13 13:30,22499.41,248.04168,15428.19,0.28,1274121.07,1.14,15549.73,0.28,0,0
100,多頭進場,Long,2023-03-13 13:30,22437.21,248.04168,15428.19,0.28,1274121.07,1.14,15549.73,0.28,0,0
99,多頭出場,Trailing Stop,2023-03-12 20:45,21361.02,216.83165,33147.05,0.72,1258692.88,2.5,33266.31,0.72,25332.44,0.55
99,多頭進場,Long,2023-03-12 20:45,21208.15,216.83165,33147.05,0.72,1258692.88,2.5,33266.31,0.72,25332.44,0.55
98,多頭出場,Trailing Stop,2023-03-12 19:15,21188.54,253.77114,3687.29,0.07,1225545.82,0.28,3804.03,0.07,0,0
98,多頭進場,Long,2023-03-12 19:15,21174.01,253.77114,3687.29,0.07,1225545.82,0.28,3804.03,0.07,0,0
97,多頭出場,Trailing Stop,2023-03-12 18:30,21331.40,300.37677,133196.07,2.12,1221858.53,11.21,133301.20,2.12,11095.92,0.18
97,多頭進場,Long,2023-03-12 18:30,20887.97,300.37677,133196.07,2.12,1221858.53,11.21,133301.20,2.12,11095.92,0.18
96,多頭出場,Trailing Stop,2023-03-12 17:45,20857.36,379.02838,72007.81,0.92,1088662.46,6.45,72106.36,0.92,3051.18,0.04
96,多頭進場,Long,2023-03-12 17:45,20667.38,379.02838,72007.81,0.92,1088662.46,6.45,72106.36,0.92,3051.18,0.04
95,空頭出場,Trailing Stop,2023-03-08 15:30,22083.47,347.97589,6127.86,0.08,1016654.65,0.55,6225.29,0.08,0,0
95,空頭進場,Short,2023-03-08 15:30,22101.08,347.97589,6127.86,0.08,1016654.65,0.55,6225.29,0.08,0,0
94,空頭出場,Trailing Stop,2023-03-07 20:00,21996.26,354.95218,46047.95,0.59,1010526.79,4.33,46140.23,0.59,6850.58,0.09
94,空頭進場,Short,2023-03-07 20:00,22125.99,354.95218,46047.95,0.59,1010526.79,4.33,46140.23,0.59,6850.58,0.09
93,多頭出場,Trailing Stop,2023-03-06 16:00,22586.84,634.76082,20572.60,0.14,964478.84,1.97,20661.46,0.14,0,0
93,多頭進場,Long,2023-03-06 16:00,22554.43,634.76082,20572.60,0.14,964478.84,1.97,20661.46,0.14,0,0
92,空頭出場,Trailing Stop,2023-03-05 02:45,22301.72,315.48327,10089.15,0.14,943906.25,0.98,10180.65,0.14,0,0
92,空頭進場,Short,2023-03-05 02:45,22333.70,315.48327,10089.15,0.14,943906.25,0.98,10180.65,0.14,0,0
91,空頭出場,Trailing Stop,2023-03-02 19:15,23389.00,374.51973,9872.34,0.11,933817.09,0.96,9962.22,0.11,0,0
91,空頭進場,Short,2023-03-02 19:15,23415.36,374.51973,9872.34,0.11,933817.09,0.96,9962.22,0.11,0,0
90,空頭出場,Trailing Stop,2023-02-28 19:30,23205.31,362.1063,9045.42,0.11,923944.75,0.89,9135.94,0.11,0,0
90,空頭進場,Short,2023-02-28 19:30,23230.29,362.1063,9045.42,0.11,923944.75,0.89,9135.94,0.11,0,0
89,多頭出場,Trailing Stop,2023-02-27 13:45,23777.77,402.22989,14721.61,0.15,914899.34,1.47,14810.10,0.16,0,0
89,多頭進場,Long,2023-02-27 13:45,23741.17,402.22989,14721.61,0.15,914899.34,1.47,14810.10,0.16,0,0
88,多頭出場,Trailing Stop,2023-02-26 18:45,23539.73,397.15913,40792.21,0.44,900177.72,4.25,40875.62,0.44,8745.44,0.09
88,多頭進場,Long,2023-02-26 18:45,23437.02,397.15913,40792.21,0.44,900177.72,4.25,40875.62,0.44,8745.44,0.09
87,空頭出場,Trailing Stop,2023-02-23 15:15,23905.30,169.89528,5876.68,0.14,859385.51,0.62,5961.63,0.15,0,0
87,空頭進場,Short,2023-02-23 15:15,23939.89,169.89528,5876.68,0.14,859385.51,0.62,5961.63,0.15,0,0
86,空頭出場,Trailing Stop,2023-02-23 15:00,23861.95,167.04078,13493.55,0.34,853508.83,1.44,13577.07,0.34,25665.82,0.64
86,空頭進場,Short,2023-02-23 14:45,23942.73,167.04078,13493.55,0.34,853508.83,1.44,13577.07,0.34,25665.82,0.64
85,多頭出場,Trailing Stop,2023-02-21 02:45,25076.43,343.63547,1673.50,0.02,840015.28,0.18,1755.98,0.02,0,0
85,多頭進場,Long,2023-02-21 02:45,25071.56,343.63547,1673.50,0.02,840015.28,0.18,1755.98,0.02,0,0
84,多頭出場,Trailing Stop,2023-02-19 16:15,25191.68,259.06843,9305.74,0.14,838341.77,1,9388.64,0.14,0,0
84,多頭進場,Long,2023-02-19 16:15,25155.76,259.06843,9305.74,0.14,838341.77,1,9388.64,0.14,0,0
83,多頭出場,Trailing Stop,2023-02-19 05:30,24832.69,570.13698,5017.21,0.04,829036.03,0.54,5097.02,0.04,0,0
83,多頭進場,Long,2023-02-19 05:30,24823.89,570.13698,5017.21,0.04,829036.03,0.54,5097.02,0.04,0,0
82,空頭出場,Trailing Stop,2023-02-17 22:15,24090.12,138.40397,10562.99,0.32,824018.83,1.16,10644.65,0.32,0,0
82,空頭進場,Short,2023-02-17 22:15,24166.44,138.40397,10562.99,0.32,824018.83,1.16,10644.65,0.32,0,0
81,多頭出場,Trailing Stop,2023-02-17 20:15,25020.55,144.38013,9464.12,0.26,813455.84,1.05,9544.97,0.26,0,0
81,多頭進場,Long,2023-02-17 20:15,24955.00,144.38013,9464.12,0.26,813455.84,1.05,9544.97,0.26,0,0
80,空頭出場,Trailing Stop,2023-02-17 16:30,23918.21,141.64238,15123.16,0.44,803991.72,1.7,15202.48,0.45,14732.22,0.43
80,空頭進場,Short,2023-02-17 16:30,24024.98,141.64238,15123.16,0.44,803991.72,1.7,15202.48,0.45,14732.22,0.43
79,空頭出場,Trailing Stop,2023-02-17 15:00,23850.52,181.06859,2315.87,0.05,788868.56,0.26,2395.54,0.06,0,0
79,空頭進場,Short,2023-02-17 15:00,23863.31,181.06859,2315.87,0.05,788868.56,0.26,2395.54,0.06,0,0
78,多頭出場,Trailing Stop,2023-02-16 15:45,25090.62,194.80082,62342.11,1.29,786552.70,7.56,62416.13,1.29,816.22,0.02
78,多頭進場,Long,2023-02-16 15:45,24770.59,194.80082,62342.11,1.29,786552.70,7.56,62416.13,1.29,816.22,0.02
77,多頭出場,Trailing Stop,2023-02-15 11:45,22489.58,395.35042,13362.84,0.15,724210.59,1.65,13434.01,0.15,0,0
77,多頭進場,Long,2023-02-15 11:45,22455.78,395.35042,13362.84,0.15,724210.59,1.65,13434.01,0.15,0,0
76,多頭出場,Trailing Stop,2023-02-14 15:00,22318.67,172.00537,12260.54,0.32,710847.74,1.54,12331.06,0.32,0,0
76,多頭進場,Long,2023-02-14 15:00,22247.39,172.00537,12260.54,0.32,710847.74,1.54,12331.06,0.32,0,0
75,空頭出場,Trailing Stop,2023-02-14 14:15,21600.25,278.34729,12400.37,0.21,698587.20,1.58,12469.96,0.21,0,0
75,空頭進場,Short,2023-02-14 14:15,21644.80,278.34729,12400.37,0.21,698587.20,1.58,12469.96,0.21,0,0
74,多頭出場,Trailing Stop,2023-02-13 23:30,21845.61,373.56374,14385.94,0.18,686186.83,1.86,14453.18,0.18,11647.72,0.14
74,多頭進場,Long,2023-02-13 23:30,21807.10,373.56374,14385.94,0.18,686186.83,1.86,14453.18,0.18,11647.72,0.14
73,空頭出場,Trailing Stop,2023-02-13 08:30,21702.10,439.42743,33387.70,0.35,671800.89,4.52,33453.61,0.35,13209.19,0.14
73,空頭進場,Short,2023-02-13 08:30,21778.08,439.42743,33387.70,0.35,671800.89,4.52,33453.61,0.35,13209.19,0.14
72,空頭出場,Trailing Stop,2023-02-13 01:15,21705.13,270.04784,14191.01,0.24,638413.19,1.96,14255.83,0.24,3324.29,0.06
72,空頭進場,Short,2023-02-13 01:15,21757.68,270.04784,14191.01,0.24,638413.19,1.96,14255.83,0.24,3324.29,0.06
71,多頭出場,Trailing Stop,2023-02-12 16:45,22062.81,330.84353,6335.65,0.09,624222.18,0.88,6398.51,0.09,0,0
71,多頭進場,Long,2023-02-12 16:45,22043.66,330.84353,6335.65,0.09,624222.18,0.88,6398.51,0.09,0,0
70,多頭出場,Trailing Stop,2023-02-12 14:45,21954.22,455.95242,3592.91,0.04,617886.53,0.5,3656.74,0.04,0,0
70,多頭進場,Long,2023-02-12 14:45,21946.34,455.95242,3592.91,0.04,617886.53,0.5,3656.74,0.04,0,0
69,多頭出場,Trailing Stop,2023-02-11 22:00,21828.18,523.92058,2420.51,0.02,614293.62,0.34,2483.38,0.02,0,0
69,多頭進場,Long,2023-02-11 22:00,21823.56,523.92058,2420.51,0.02,614293.62,0.34,2483.38,0.02,0,0
68,空頭出場,Trailing Stop,2023-02-07 18:30,22769.45,155.81917,3767.71,0.11,611873.11,0.53,3830.04,0.11,0,0
68,空頭進場,Short,2023-02-07 18:30,22793.63,155.81917,3767.71,0.11,611873.11,0.53,3830.04,0.11,0,0
67,多頭出場,Trailing Stop,2023-02-07 18:00,23349.96,214.16338,14357.51,0.29,608105.40,2.07,14419.62,0.29,0,0
67,多頭進場,Long,2023-02-07 18:00,23282.92,214.16338,14357.51,0.29,608105.40,2.07,14419.62,0.29,0,0
66,多頭出場,Trailing Stop,2023-02-01 19:45,23494.35,140.81856,32248.86,0.98,593747.89,4.88,32308.00,0.99,15508.35,0.47
66,多頭進場,Long,2023-02-01 19:45,23265.34,140.81856,32248.86,0.98,593747.89,4.88,32308.00,0.99,15508.35,0.47
65,多頭出場,Trailing Stop,2023-01-29 16:45,23649.78,256.89833,23411.14,0.39,561499.03,3.67,23467.66,0.39,3275.45,0.05
65,多頭進場,Long,2023-01-29 16:45,23558.65,256.89833,23411.14,0.39,561499.03,3.67,23467.66,0.39,3275.45,0.05
64,多頭出場,Trailing Stop,2023-01-29 13:15,23623.20,190.59189,12350.35,0.28,538087.88,1.97,12405.63,0.28,1177.86,0.03
64,多頭進場,Long,2023-01-29 13:15,23558.40,190.59189,12350.35,0.28,538087.88,1.97,12405.63,0.28,1177.86,0.03
63,多頭出場,Trailing Stop,2023-01-29 10:15,23499.80,258.70403,25764.33,0.43,525737.53,4.29,25816.08,0.43,4436.77,0.07
63,多頭進場,Long,2023-01-29 10:15,23400.21,258.70403,25764.33,0.43,525737.53,4.29,25816.08,0.43,4436.77,0.07
62,多頭出場,Trailing Stop,2023-01-29 01:15,23491.85,292.69283,85375.57,1.26,499973.20,16.59,85419.48,1.26,5976.79,0.09
62,多頭進場,Long,2023-01-29 01:15,23200.16,292.69283,85375.57,1.26,499973.20,16.59,85419.48,1.26,5976.79,0.09
61,空頭出場,Trailing Stop,2023-01-27 16:00,22924.32,147.28747,1160.63,0.03,414597.62,0.23,1206.28,0.04,0,0
61,空頭進場,Short,2023-01-27 16:00,22932.20,147.28747,1160.63,0.03,414597.62,0.23,1206.28,0.04,0,0
60,多頭出場,Trailing Stop,2023-01-27 15:45,23143.31,165.71166,3778.23,0.1,413437.00,0.74,3822.97,0.1,0,0
60,多頭進場,Long,2023-01-27 15:45,23120.51,165.71166,3778.23,0.1,413437.00,0.74,3822.97,0.1,0,0
59,多頭出場,Trailing Stop,2023-01-25 20:15,22932.06,171.71247,2139.54,0.05,409658.77,0.42,2184.18,0.06,0,0
59,多頭進場,Long,2023-01-25 20:15,22919.60,171.71247,2139.54,0.05,409658.77,0.42,2184.18,0.06,0,0
58,空頭出場,Trailing Stop,2023-01-24 13:45,22817.01,200.35828,2009.59,0.04,407519.24,0.4,2053.67,0.04,0,0
58,空頭進場,Short,2023-01-24 13:45,22827.04,200.35828,2009.59,0.04,407519.24,0.4,2053.67,0.04,0,0
57,空頭出場,Trailing Stop,2023-01-23 19:45,22654.42,105.40493,9716.23,0.41,405509.64,1.96,9760.50,0.41,5310.30,0.22
57,空頭進場,Short,2023-01-23 19:45,22746.60,105.40493,9716.23,0.41,405509.64,1.96,9760.50,0.41,5310.30,0.22
56,多頭出場,Trailing Stop,2023-01-23 18:00,23126.65,124.4469,7644.77,0.27,395793.42,1.57,7688.33,0.27,0,0
56,多頭進場,Long,2023-01-23 18:00,23065.22,124.4469,7644.77,0.27,395793.42,1.57,7688.33,0.27,0,0
55,空頭出場,Trailing Stop,2023-01-23 15:00,22587.12,98.53402,3999.50,0.18,388148.64,0.83,4042.85,0.18,0,0
55,空頭進場,Short,2023-01-23 15:00,22627.71,98.53402,3999.50,0.18,388148.64,0.83,4042.85,0.18,0,0
54,空頭出場,Trailing Stop,2023-01-23 14:15,22681.71,152.27365,7316.75,0.21,384149.15,1.53,7359.39,0.21,0,0
54,空頭進場,Short,2023-01-23 14:15,22729.76,152.27365,7316.75,0.21,384149.15,1.53,7359.39,0.21,0,0
53,多頭出場,Trailing Stop,2023-01-21 15:30,23279.64,115.10495,6864.86,0.26,376832.40,1.46,6906.30,0.26,0,0
53,多頭進場,Long,2023-01-21 15:30,23220.00,115.10495,6864.86,0.26,376832.40,1.46,6906.30,0.26,0,0
52,多頭出場,Trailing Stop,2023-01-21 10:00,23325.11,119.63192,34412.12,1.25,369967.54,7.9,34450.40,1.25,5546.14,0.2
52,多頭進場,Long,2023-01-21 10:00,23037.46,119.63192,34412.12,1.25,369967.54,7.9,34450.40,1.25,5546.14,0.2
51,多頭出場,Trailing Stop,2023-01-20 14:45,21160.95,213.78122,4158.04,0.09,335555.42,0.96,4196.53,0.09,0,0
51,多頭進場,Long,2023-01-20 14:45,21141.50,213.78122,4158.04,0.09,335555.42,0.96,4196.53,0.09,0,0
50,多頭出場,Trailing Stop,2023-01-17 14:15,21647.24,161.26127,41597.34,1.21,331397.37,10.67,41631.21,1.21,20227.00,0.59
50,多頭進場,Long,2023-01-17 14:15,21389.29,161.26127,41597.34,1.21,331397.37,10.67,41631.21,1.21,20227.00,0.59
49,多頭出場,Trailing Stop,2023-01-16 19:00,21414.12,110.70603,14630.91,0.62,289800.03,3.9,14664.12,0.62,3538.16,0.15
49,多頭進場,Long,2023-01-16 19:00,21281.96,110.70603,14630.91,0.62,289800.03,3.9,14664.12,0.62,3538.16,0.15
48,空頭出場,Trailing Stop,2023-01-16 08:15,20745.33,94.78796,4992.48,0.25,275169.12,1.35,5025.66,0.25,0,0
48,空頭進場,Short,2023-01-16 08:15,20798.00,94.78796,4992.48,0.25,275169.12,1.35,5025.66,0.25,0,0
47,多頭出場,Trailing Stop,2023-01-16 02:30,21370.66,80.99929,2154.58,0.12,270176.64,0.59,2186.98,0.13,0,0
47,多頭進場,Long,2023-01-16 02:30,21344.06,80.99929,2154.58,0.12,270176.64,0.59,2186.98,0.13,0,0
46,多頭出場,Trailing Stop,2023-01-16 01:00,21246.70,117.74183,32981.84,1.34,268022.06,9.84,33011.28,1.34,6285.06,0.25
46,多頭進場,Long,2023-01-16 01:00,20966.58,117.74183,32981.84,1.34,268022.06,9.84,33011.28,1.34,6285.06,0.25
45,多頭出場,Trailing Stop,2023-01-15 17:30,21023.37,125.14478,4888.16,0.19,235040.21,1.48,4916.94,0.19,0,0
45,多頭進場,Long,2023-01-15 17:30,20984.31,125.14478,4888.16,0.19,235040.21,1.48,4916.94,0.19,0,0
44,多頭出場,Trailing Stop,2023-01-13 17:30,19379.66,87.86252,4502.08,0.27,230152.06,1.38,4531.07,0.27,0,0
44,多頭進場,Long,2023-01-13 17:30,19328.42,87.86252,4502.08,0.27,230152.06,1.38,4531.07,0.27,0,0
43,多頭出場,Trailing Stop,2023-01-13 15:15,19292.90,101.18472,16235.09,0.84,225649.98,5.25,16262.41,0.84,5532.78,0.29
43,多頭進場,Long,2023-01-13 15:15,19132.45,101.18472,16235.09,0.84,225649.98,5.25,16262.41,0.84,5532.78,0.29
42,多頭出場,Trailing Stop,2023-01-12 18:45,18829.49,53.2745,3779.29,0.38,209414.90,1.24,3806.46,0.38,635.56,0.06
42,多頭進場,Long,2023-01-12 18:45,18758.55,53.2745,3779.29,0.38,209414.90,1.24,3806.46,0.38,635.56,0.06
41,多頭出場,Trailing Stop,2023-01-12 17:45,18848.05,60.72423,11754.39,1.04,205635.60,4,11780.50,1.04,117.81,0.01
41,多頭進場,Long,2023-01-12 17:45,18654.48,60.72423,11754.39,1.04,205635.60,4,11780.50,1.04,117.81,0.01
40,多頭出場,Trailing Stop,2023-01-12 14:00,18356.24,74.23028,5294.85,0.39,193881.21,1.83,5320.08,0.39,3749.37,0.28
40,多頭進場,Long,2023-01-12 14:00,18284.91,74.23028,5294.85,0.39,193881.21,1.83,5320.08,0.39,3749.37,0.28
39,多頭出場,Trailing Stop,2023-01-11 19:30,17557.63,184.44298,8106.27,0.25,188586.37,2.89,8130.25,0.25,112.51,0
39,多頭進場,Long,2023-01-11 19:30,17513.68,184.44298,8106.27,0.25,188586.37,2.89,8130.25,0.25,112.51,0
38,多頭出場,Trailing Stop,2023-01-11 18:15,17530.49,192.5862,2630.73,0.08,180480.10,0.95,2653.84,0.08,0,0
38,多頭進場,Long,2023-01-11 18:15,17516.83,192.5862,2630.73,0.08,180480.10,0.95,2653.84,0.08,0,0
37,多頭出場,Trailing Stop,2023-01-10 18:30,17443.84,208.67032,13695.03,0.38,177849.37,5.18,13717.99,0.38,227.45,0.01
37,多頭進場,Long,2023-01-10 18:30,17378.21,208.67032,13695.03,0.38,177849.37,5.18,13717.99,0.38,227.45,0.01
36,多頭出場,Trailing Stop,2023-01-09 16:45,17357.58,186.73663,5161.40,0.16,164154.34,1.99,5183.81,0.16,1828.15,0.06
36,多頭進場,Long,2023-01-09 16:45,17329.94,186.73663,5161.40,0.16,164154.34,1.99,5183.81,0.16,1828.15,0.06
35,多頭出場,Trailing Stop,2023-01-09 16:15,17343.14,192.20432,7776.59,0.23,158992.94,3.1,7797.73,0.23,3628.82,0.11
35,多頭進場,Long,2023-01-09 16:15,17302.68,192.20432,7776.59,0.23,158992.94,3.1,7797.73,0.23,3628.82,0.11
34,多頭出場,Trailing Stop,2023-01-09 10:30,17285.40,266.00665,6322.98,0.14,151216.35,2.58,6344.26,0.14,1752.98,0.04
34,多頭進場,Long,2023-01-09 10:30,17261.63,266.00665,6322.98,0.14,151216.35,2.58,6344.26,0.14,1752.98,0.04
33,多頭出場,Trailing Stop,2023-01-09 09:45,17269.92,268.11818,5373.09,0.12,144893.37,2.24,5394.54,0.12,3788.51,0.08
33,多頭進場,Long,2023-01-09 09:45,17249.88,268.11818,5373.09,0.12,144893.37,2.24,5394.54,0.12,3788.51,0.08
32,多頭出場,Trailing Stop,2023-01-09 00:45,17198.87,150.45809,7130.21,0.28,139520.28,3.07,7149.77,0.28,1954.45,0.08
32,多頭進場,Long,2023-01-09 00:45,17151.48,150.45809,7130.21,0.28,139520.28,3.07,7149.77,0.28,1954.45,0.08
31,多頭出場,Trailing Stop,2023-01-09 00:00,17186.32,164.73765,9635.51,0.34,132390.08,4.33,9655.27,0.34,2136.65,0.08
31,多頭進場,Long,2023-01-09 00:00,17127.83,164.73765,9635.51,0.34,132390.08,4.33,9655.27,0.34,2136.65,0.08
30,多頭出場,Trailing Stop,2023-01-08 16:00,17022.04,402.72478,8702.88,0.13,122754.57,4.07,8718.99,0.13,0,0
30,多頭進場,Long,2023-01-08 16:00,17000.43,402.72478,8702.88,0.13,122754.57,4.07,8718.99,0.13,0,0
29,多頭出場,Trailing Stop,2023-01-06 18:15,16858.11,208.31528,3899.66,0.11,114051.69,1.86,3918.41,0.11,599.95,0.02
29,多頭進場,Long,2023-01-06 18:15,16839.39,208.31528,3899.66,0.11,114051.69,1.86,3918.41,0.11,599.95,0.02
28,多頭出場,Trailing Stop,2023-01-06 16:00,16853.88,154.47772,2128.70,0.08,110152.03,1.02,2147.24,0.08,0,0
28,多頭進場,Long,2023-01-06 16:00,16840.10,154.47772,2128.70,0.08,110152.03,1.02,2147.24,0.08,0,0
27,空頭出場,Trailing Stop,2023-01-06 14:45,16720.11,164.27768,1680.56,0.06,108023.32,0.81,1698.63,0.06,0,0
27,空頭進場,Short,2023-01-06 14:45,16730.34,164.27768,1680.56,0.06,108023.32,0.81,1698.63,0.06,0,0
26,多頭出場,Trailing Stop,2023-01-04 17:45,16939.90,177.33343,3135.26,0.1,106342.76,1.54,3152.99,0.11,0,0
26,多頭進場,Long,2023-01-04 17:45,16922.22,177.33343,3135.26,0.1,106342.76,1.54,3152.99,0.11,0,0
25,多頭出場,Trailing Stop,2023-01-04 03:15,16854.61,181.64873,3351.42,0.11,103207.51,1.68,3367.77,0.11,0,0
25,多頭進場,Long,2023-01-04 03:15,16836.16,181.64873,3351.42,0.11,103207.51,1.68,3367.77,0.11,0,0
24,空頭出場,Trailing Stop,2023-01-03 15:00,16651.75,188.31488,1945.29,0.06,99856.09,0.98,1962.24,0.06,0,0
24,空頭進場,Short,2023-01-03 15:00,16662.08,188.31488,1945.29,0.06,99856.09,0.98,1962.24,0.06,0,0
23,多頭出場,Trailing Stop,2023-01-02 10:15,16744.34,192.84326,443.54,0.01,97910.80,0.22,460.90,0.01,0,0
23,多頭進場,Long,2023-01-02 10:15,16742.04,192.84326,443.54,0.01,97910.80,0.22,460.90,0.01,0,0
22,多頭出場,Trailing Stop,2023-01-02 07:15,16769.44,231.30785,16827.65,0.44,97467.26,9.32,16843.84,0.44,4195.92,0.11
22,多頭進場,Long,2023-01-02 07:15,16696.69,231.30785,16827.65,0.44,97467.26,9.32,16843.84,0.44,4195.92,0.11
21,多頭出場,Trailing Stop,2023-01-01 18:15,16595.83,336.52343,1039.86,0.02,80639.61,0.58,1053.32,0.02,0,0
21,多頭進場,Long,2023-01-01 18:15,16592.74,336.52343,1039.86,0.02,80639.61,0.58,1053.32,0.02,0,0
20,多頭出場,Trailing Stop,2022-12-30 21:15,16612.54,154.11969,923.18,0.04,79599.75,0.52,938.59,0.04,0,0
20,多頭進場,Long,2022-12-30 21:15,16606.55,154.11969,923.18,0.04,79599.75,0.52,938.59,0.04,0,0
19,多頭出場,Trailing Stop,2022-12-29 23:15,16648.01,219.52995,1514.76,0.04,78676.58,0.86,1530.12,0.04,0,0
19,多頭進場,Long,2022-12-29 23:15,16641.11,219.52995,1514.76,0.04,78676.58,0.86,1530.12,0.04,0,0
18,空頭出場,Trailing Stop,2022-12-28 15:30,16593.71,122.0507,7540.29,0.37,77161.82,4.45,7554.94,0.37,2514.24,0.12
18,空頭進場,Short,2022-12-28 15:30,16655.49,122.0507,7540.29,0.37,77161.82,4.45,7554.94,0.37,2514.24,0.12
17,空頭出場,Trailing Stop,2022-12-28 01:45,16687.79,150.93914,1842.97,0.07,69621.53,1.1,1858.06,0.07,1097.33,0.04
17,空頭進場,Short,2022-12-28 01:45,16700.00,150.93914,1842.97,0.07,69621.53,1.1,1858.06,0.07,1097.33,0.04
16,多頭出場,Trailing Stop,2022-12-27 00:00,16972.77,207.12399,11056.28,0.32,67778.56,7.05,11068.71,0.32,0,0
16,多頭進場,Long,2022-12-27 00:00,16919.39,207.12399,11056.28,0.32,67778.56,7.05,11068.71,0.32,0,0
15,空頭出場,Trailing Stop,2022-12-25 19:15,16731.85,188.25564,5401.05,0.17,56722.28,3.57,5414.23,0.17,997.75,0.03
15,空頭進場,Short,2022-12-25 19:15,16760.54,188.25564,5401.05,0.17,56722.28,3.57,5414.23,0.17,997.75,0.03
14,空頭出場,Trailing Stop,2022-12-24 23:30,16824.05,250.91276,690.01,0.02,51321.23,0.46,702.56,0.02,0,0
14,空頭進場,Short,2022-12-24 23:30,16826.80,250.91276,690.01,0.02,51321.23,0.46,702.56,0.02,0,0
13,多頭出場,Trailing Stop,2022-12-23 03:00,16893.82,144.08896,6597.83,0.27,50631.22,4.58,6609.36,0.27,18.73,0
13,多頭進場,Long,2022-12-23 03:00,16848.03,144.08896,6597.83,0.27,50631.22,4.58,6609.36,0.27,18.73,0
12,多頭出場,Trailing Stop,2022-12-20 15:15,17038.31,66.52439,6477.48,0.57,44033.38,4.71,6489.45,0.58,1455.55,0.13
12,多頭進場,Long,2022-12-20 15:15,16940.94,66.52439,6477.48,0.57,44033.38,4.71,6489.45,0.58,1455.55,0.13
11,多頭出場,Trailing Stop,2022-12-20 02:45,16818.19,53.0727,2178.10,0.24,37555.90,1.61,2189.78,0.25,0,0
11,多頭進場,Long,2022-12-20 02:45,16777.15,53.0727,2178.10,0.24,37555.90,1.61,2189.78,0.25,0,0
10,空頭出場,Trailing Stop,2022-12-19 08:15,16712.69,131.94586,638.62,0.03,35377.80,0.47,650.49,0.03,0,0
10,空頭進場,Short,2022-12-19 08:15,16717.53,131.94586,638.62,0.03,35377.80,0.47,650.49,0.03,0,0
9,多頭出場,Trailing Stop,2022-12-13 10:00,17476.89,68.70934,3371.57,0.28,34739.18,2.57,3383.25,0.28,0,0
9,多頭進場,Long,2022-12-13 10:00,17427.82,68.70934,3371.57,0.28,34739.18,2.57,3383.25,0.28,0,0
8,多頭出場,Trailing Stop,2022-12-12 21:15,17196.98,117.80959,3322.23,0.16,31367.61,2.59,3332.83,0.16,2505.81,0.12
8,多頭進場,Long,2022-12-12 21:15,17168.78,117.80959,3322.23,0.16,31367.61,2.59,3332.83,0.16,2505.81,0.12
7,多頭出場,Trailing Stop,2022-12-11 19:00,17270.95,223.75898,15204.42,0.39,28045.38,13.47,15213.37,0.4,389.34,0.01
7,多頭進場,Long,2022-12-11 19:00,17203.00,223.75898,15204.42,0.39,28045.38,13.47,15213.37,0.4,389.34,0.01
6,多頭出場,Trailing Stop,2022-12-08 15:00,16949.15,87.02703,4453.17,0.3,12840.96,4.11,4462.75,0.3,1455.09,0.1
6,多頭進場,Long,2022-12-08 15:00,16897.98,87.02703,4453.17,0.3,12840.96,4.11,4462.75,0.3,1455.09,0.1
5,空頭出場,Trailing Stop,2022-12-07 14:45,16821.25,93.58181,2541.68,0.16,8387.79,2.4,2551.04,0.16,592.37,0.04
5,空頭進場,Short,2022-12-07 14:45,16848.41,93.58181,2541.68,0.16,8387.79,2.4,2551.04,0.16,592.37,0.04
