交易 #,種類,信號,日期/時間,價格 USD,合約,獲利 USD,獲利 %,累計獲利 USD,累計獲利 %,最大交易獲利 USD,最大交易獲利 %,最大交易虧損 USD,最大交易虧損 %
794,多頭出場,Close entry(s) order Long,2023-11-04 22:30,34972,162.574051,9104.15,0.16,157352.90,3.67,12518.20,0.22,1625.74,0.03
794,多頭進場,Long,2023-11-04 22:15,34916,162.574051,9104.15,0.16,157352.90,3.67,12518.20,0.22,1625.74,0.03
793,空頭出場,Close entry(s) order Short,2023-11-04 00:00,34734,70.653172,-24304.69,-1,148248.75,-8.92,2826.13,0.12,25505.80,1.05
793,空頭進場,Short,2023-11-03 17:45,34390,70.653172,-24304.69,-1,148248.75,-8.92,2826.13,0.12,25505.80,1.05
792,多頭出場,Close entry(s) order Long,2023-11-01 21:00,35496,48.008999,24052.51,1.43,172553.44,9.68,24100.52,1.43,816.15,0.05
792,多頭進場,Long,2023-11-01 20:45,34995,48.008999,24052.51,1.43,172553.44,9.68,24100.52,1.43,816.15,0.05
791,多頭出場,Close entry(s) order Long,2023-11-01 13:30,34767,81.030904,-2836.08,-0.1,148500.94,-1.13,31521.02,1.12,9885.77,0.35
791,多頭進場,Long,2023-11-01 13:00,34802,81.030904,-2836.08,-0.1,148500.94,-1.13,31521.02,1.12,9885.77,0.35
790,多頭出場,Close entry(s) order Long,2023-10-31 23:45,34630,84.750612,678.00,0.02,151337.02,0.27,2118.77,0.07,8220.81,0.28
790,多頭進場,Long,2023-10-31 22:45,34622,84.750612,678.00,0.02,151337.02,0.27,2118.77,0.07,8220.81,0.28
789,多頭出場,Close entry(s) order Long,2023-10-31 20:15,34603,80.925752,5017.40,0.18,150659.01,2.04,5826.65,0.21,1780.37,0.06
789,多頭進場,Long,2023-10-31 20:00,34541,80.925752,5017.40,0.18,150659.01,2.04,5826.65,0.21,1780.37,0.06
788,多頭出場,Close entry(s) order Long,2023-10-31 19:30,34513,83.739388,167.48,0.01,145641.62,0.07,3014.62,0.1,5526.80,0.19
788,多頭進場,Long,2023-10-31 19:15,34511,83.739388,167.48,0.01,145641.62,0.07,3014.62,0.1,5526.80,0.19
787,多頭出場,Close entry(s) order Long,2023-10-30 16:15,34606,63.451667,-6598.97,-0.3,145474.14,-2.62,3616.75,0.16,7994.91,0.36
787,多頭進場,Long,2023-10-30 15:15,34710,63.451667,-6598.97,-0.3,145474.14,-2.62,3616.75,0.16,7994.91,0.36
786,多頭出場,Close entry(s) order Long,2023-10-30 14:15,34818,68.703211,4259.60,0.18,152073.11,1.72,5358.85,0.22,6045.88,0.25
786,多頭進場,Long,2023-10-30 13:45,34756,68.703211,4259.60,0.18,152073.11,1.72,5358.85,0.22,6045.88,0.25
785,多頭出場,Close entry(s) order Long,2023-10-29 23:00,34715,82.992739,3319.71,0.12,147813.51,1.36,4647.59,0.16,912.92,0.03
785,多頭進場,Long,2023-10-29 22:45,34675,82.992739,3319.71,0.12,147813.51,1.36,4647.59,0.16,912.92,0.03
784,多頭出場,Close entry(s) order Long,2023-10-29 18:15,34669,89.754929,897.55,0.03,144493.80,0.37,8616.47,0.28,8347.21,0.27
784,多頭進場,Long,2023-10-29 17:45,34659,89.754929,897.55,0.03,144493.80,0.37,8616.47,0.28,8347.21,0.27
783,多頭出場,Close entry(s) order Long,2023-10-29 14:30,34434,114.031257,4789.31,0.12,143596.25,2.01,4903.34,0.13,6727.84,0.17
783,多頭進場,Long,2023-10-29 13:30,34392,114.031257,4789.31,0.12,143596.25,2.01,4903.34,0.13,6727.84,0.17
782,空頭出場,Close entry(s) order Short,2023-10-27 15:30,33936,74.101148,7484.22,0.3,138806.94,3.24,7854.72,0.31,0,0
782,空頭進場,Short,2023-10-27 15:15,34037,74.101148,7484.22,0.3,138806.94,3.24,7854.72,0.31,0,0
781,空頭出場,Close entry(s) order Short,2023-10-27 01:45,34042,94.234185,5465.58,0.17,131322.72,2.42,5936.75,0.18,3109.73,0.1
781,空頭進場,Short,2023-10-27 01:15,34100,94.234185,5465.58,0.17,131322.72,2.42,5936.75,0.18,3109.73,0.1
780,多頭出場,Close entry(s) order Long,2023-10-25 15:45,34691,42.606793,6092.77,0.41,125857.14,2.77,8819.61,0.6,1406.02,0.1
780,多頭進場,Long,2023-10-25 15:30,34548,42.606793,6092.77,0.41,125857.14,2.77,8819.61,0.6,1406.02,0.1
779,多頭出場,Close entry(s) order Long,2023-10-23 20:15,31269,34.318889,2333.68,0.22,119764.37,1.07,7206.97,0.67,137.28,0.01
779,多頭進場,Long,2023-10-23 20:00,31201,34.318889,2333.68,0.22,119764.37,1.07,7206.97,0.67,137.28,0.01
778,多頭出場,Close entry(s) order Long,2023-10-23 18:00,31245,43.842477,8505.44,0.62,117430.69,4.07,11223.67,0.82,1885.23,0.14
778,多頭進場,Long,2023-10-23 17:45,31051,43.842477,8505.44,0.62,117430.69,4.07,11223.67,0.82,1885.23,0.14
777,多頭出場,Close entry(s) order Long,2023-10-23 17:15,30928,56.171058,1404.28,0.08,108925.25,0.68,5223.91,0.3,6122.65,0.35
777,多頭進場,Long,2023-10-23 16:15,30903,56.171058,1404.28,0.08,108925.25,0.68,5223.91,0.3,6122.65,0.35
776,多頭出場,Close entry(s) order Long,2023-10-23 02:30,30422,69.525273,19397.55,0.93,107520.97,10.31,22109.04,1.05,3615.31,0.17
776,多頭進場,Long,2023-10-23 02:00,30143,69.525273,19397.55,0.93,107520.97,10.31,22109.04,1.05,3615.31,0.17
775,多頭出場,Close entry(s) order Long,2023-10-21 20:15,30094,51.467717,-6536.40,-0.42,88123.42,-3.36,3139.53,0.2,6536.40,0.42
775,多頭進場,Long,2023-10-21 20:00,30221,51.467717,-6536.40,-0.42,88123.42,-3.36,3139.53,0.2,6536.40,0.42
774,多頭出場,Close entry(s) order Long,2023-10-21 18:45,30085,78.95142,11526.91,0.49,94659.82,6.29,11526.91,0.49,5921.36,0.25
774,多頭進場,Long,2023-10-21 17:00,29939,78.95142,11526.91,0.49,94659.82,6.29,11526.91,0.49,5921.36,0.25
773,多頭出場,Close entry(s) order Long,2023-10-20 06:00,29346,46.588497,1723.77,0.13,83132.91,0.95,2515.78,0.18,4565.67,0.33
773,多頭進場,Long,2023-10-20 05:30,29309,46.588497,1723.77,0.13,83132.91,0.95,2515.78,0.18,4565.67,0.33
772,多頭出場,Close entry(s) order Long,2023-10-19 22:00,28714,67.455658,-8634.32,-0.44,81409.14,-4.54,0,0,8634.32,0.44
772,多頭進場,Long,2023-10-19 21:45,28842,67.455658,-8634.32,-0.44,81409.14,-4.54,0,0,8634.32,0.44
771,多頭出場,Close entry(s) order Long,2023-10-19 17:45,28675,56.073807,-6784.93,-0.42,90043.46,-3.45,6728.86,0.42,8523.22,0.53
771,多頭進場,Long,2023-10-19 17:15,28796,56.073807,-6784.93,-0.42,90043.46,-3.45,6728.86,0.42,8523.22,0.53
770,多頭出場,Close entry(s) order Long,2023-10-19 16:00,28700,77.793825,7857.18,0.35,96828.39,4.16,13069.36,0.59,7157.03,0.32
770,多頭進場,Long,2023-10-19 15:15,28599,77.793825,7857.18,0.35,96828.39,4.16,13069.36,0.59,7157.03,0.32
769,多頭出場,Close entry(s) order Long,2023-10-19 14:15,28531,87.401813,3758.28,0.15,88971.21,2.03,4020.48,0.16,3758.28,0.15
769,多頭進場,Long,2023-10-19 14:00,28488,87.401813,3758.28,0.15,88971.21,2.03,4020.48,0.16,3758.28,0.15
768,多頭出場,Close entry(s) order Long,2023-10-19 13:15,28498,107.415857,429.66,0.01,85212.94,0.23,6552.37,0.21,7948.77,0.26
768,多頭進場,Long,2023-10-19 12:00,28494,107.415857,429.66,0.01,85212.94,0.23,6552.37,0.21,7948.77,0.26
767,多頭出場,Close entry(s) order Long,2023-10-17 22:45,28499,84.372055,-5062.32,-0.21,84783.27,-2.67,0,0,5062.32,0.21
767,多頭進場,Long,2023-10-17 22:30,28559,84.372055,-5062.32,-0.21,84783.27,-2.67,0,0,5062.32,0.21
766,多頭出場,Close entry(s) order Long,2023-10-16 14:30,29168,55.418781,67056.73,4.33,89845.60,54.61,67056.73,4.33,2050.49,0.13
766,多頭進場,Long,2023-10-16 14:15,27958,55.418781,67056.73,4.33,89845.60,54.61,67056.73,4.33,2050.49,0.13
765,多頭出場,Close entry(s) order Long,2023-10-16 03:30,27269,61.012152,671.13,0.04,22788.87,0.55,1708.34,0.1,4392.87,0.26
765,多頭進場,Long,2023-10-16 02:30,27258,61.012152,671.13,0.04,22788.87,0.55,1708.34,0.1,4392.87,0.26
764,多頭出場,Close entry(s) order Long,2023-10-15 23:00,27190,58.685248,1056.33,0.07,22117.74,0.87,1760.56,0.11,2288.72,0.14
764,多頭進場,Long,2023-10-15 22:30,27172,58.685248,1056.33,0.07,22117.74,0.87,1760.56,0.11,2288.72,0.14
763,空頭出場,Close entry(s) order Short,2023-10-15 15:30,26907,132.388546,-5825.10,-0.16,21061.40,-4.59,132.39,0,7016.59,0.2
763,空頭進場,Short,2023-10-15 15:00,26863,132.388546,-5825.10,-0.16,21061.40,-4.59,132.39,0,7016.59,0.2
762,多頭出場,Stop Loss,2023-10-15 14:30,26889,172.449264,-7760.22,-0.17,26886.50,-5.76,2759.19,0.06,7760.22,0.17
762,多頭進場,Long,2023-10-15 14:30,26934,172.449264,-7760.22,-0.17,26886.50,-5.76,2759.19,0.06,7760.22,0.17
761,多頭出場,Close entry(s) order Long,2023-10-13 22:15,26907,66.563176,-4725.99,-0.26,34646.72,-3.39,8653.21,0.48,6922.57,0.39
761,多頭進場,Long,2023-10-13 22:00,26978,66.563176,-4725.99,-0.26,34646.72,-3.39,8653.21,0.48,6922.57,0.39
760,空頭出場,Close entry(s) order Short,2023-10-13 18:30,26717,85.417017,1281.26,0.06,39372.70,0.93,1708.34,0.07,3245.85,0.14
760,空頭進場,Short,2023-10-13 18:15,26732,85.417017,1281.26,0.06,39372.70,0.93,1708.34,0.07,3245.85,0.14
759,多頭出場,Close entry(s) order Long,2023-10-13 14:45,26833,103.742109,-9751.76,-0.35,38091.45,-6.6,2593.55,0.09,9751.76,0.35
759,多頭進場,Long,2023-10-13 14:00,26927,103.742109,-9751.76,-0.35,38091.45,-6.6,2593.55,0.09,9751.76,0.35
758,空頭出場,Close entry(s) order Short,2023-10-12 18:15,26601,60.411019,3987.13,0.25,47843.20,2.77,4893.29,0.3,966.58,0.06
758,空頭進場,Short,2023-10-12 18:00,26667,60.411019,3987.13,0.25,47843.20,2.77,4893.29,0.3,966.58,0.06
757,空頭出場,Close entry(s) order Short,2023-10-10 16:15,27398,52.483986,2151.84,0.15,43856.08,1.52,3778.85,0.26,2046.88,0.14
757,空頭進場,Short,2023-10-10 16:00,27439,52.483986,2151.84,0.15,43856.08,1.52,3778.85,0.26,2046.88,0.14
756,空頭出場,Close entry(s) order Short,2023-10-08 23:15,27833,104.189919,208.38,0.01,41704.23,0.15,1667.04,0.06,16462.01,0.57
756,空頭進場,Short,2023-10-08 19:30,27835,104.189919,208.38,0.01,41704.23,0.15,1667.04,0.06,16462.01,0.57
755,多頭出場,Close entry(s) order Long,2023-10-08 04:45,28091,132.668139,-398.00,-0.01,41495.85,-0.28,1326.68,0.04,1724.69,0.05
755,多頭進場,Long,2023-10-08 04:30,28094,132.668139,-398.00,-0.01,41495.85,-0.28,1326.68,0.04,1724.69,0.05
754,多頭出場,Close entry(s) order Long,2023-10-08 03:00,28034,204.645416,818.58,0.01,41893.86,0.58,818.58,0.01,3683.62,0.06
754,多頭進場,Long,2023-10-08 02:45,28030,204.645416,818.58,0.01,41893.86,0.58,818.58,0.01,3683.62,0.06
753,多頭出場,Close entry(s) order Long,2023-10-06 23:45,28050,43.242307,-4151.26,-0.34,41075.28,-2.86,0,0,5405.29,0.44
753,多頭進場,Long,2023-10-06 23:15,28146,43.242307,-4151.26,-0.34,41075.28,-2.86,0,0,5405.29,0.44
752,多頭出場,Close entry(s) order Long,2023-10-06 18:45,27992,34.855494,592.54,0.06,45226.54,0.41,3102.14,0.32,5786.01,0.59
752,多頭進場,Long,2023-10-06 16:45,27975,34.855494,592.54,0.06,45226.54,0.41,3102.14,0.32,5786.01,0.59
751,多頭出場,Close entry(s) order Long,2023-10-05 15:15,28022,55.694586,1058.20,0.07,44634.00,0.74,1058.20,0.07,3620.15,0.23
751,多頭進場,Long,2023-10-05 15:00,28003,55.694586,1058.20,0.07,44634.00,0.74,1058.20,0.07,3620.15,0.23
750,多頭出場,Close entry(s) order Long,2023-10-05 14:30,28020,82.538381,13618.83,0.59,43575.80,10.48,16755.29,0.73,0,0
750,多頭進場,Long,2023-10-05 14:15,27855,82.538381,13618.83,0.59,43575.80,10.48,16755.29,0.73,0,0
749,多頭出場,Close entry(s) order Long,2023-10-04 20:15,27803,56.126222,9878.22,0.64,29956.97,8.23,11449.75,0.74,0,0
749,多頭進場,Long,2023-10-04 20:00,27627,56.126222,9878.22,0.64,29956.97,8.23,11449.75,0.74,0,0
748,空頭出場,Close entry(s) order Short,2023-10-04 09:45,27529,56.190459,-14665.71,-0.96,20078.75,-10.88,505.71,0.03,14778.09,0.96
748,空頭進場,Short,2023-10-04 01:45,27268,56.190459,-14665.71,-0.96,20078.75,-10.88,505.71,0.03,14778.09,0.96
747,多頭出場,Close entry(s) order Long,2023-10-02 15:00,28553,47.623181,5143.30,0.38,34744.46,3.97,5143.30,0.38,3619.36,0.27
747,多頭進場,Long,2023-10-02 14:45,28445,47.623181,5143.30,0.38,34744.46,3.97,5143.30,0.38,3619.36,0.27
746,多頭出場,Close entry(s) order Long,2023-10-02 12:45,28259,53.80709,-5864.97,-0.38,29601.16,-4.33,591.88,0.04,6779.69,0.44
746,多頭進場,Long,2023-10-02 12:30,28368,53.80709,-5864.97,-0.38,29601.16,-4.33,591.88,0.04,6779.69,0.44
745,多頭出場,Close entry(s) order Long,2023-10-01 23:30,27905,71.077843,47835.39,2.47,35466.13,54.59,58354.91,3.01,0,0
745,多頭進場,Long,2023-10-01 23:15,27232,71.077843,47835.39,2.47,35466.13,54.59,58354.91,3.01,0,0
744,多頭出場,Close entry(s) order Long,2023-09-28 22:30,26981,25.494909,-3849.73,-0.56,-12369.26,-4.21,968.81,0.14,5481.41,0.79
744,多頭進場,Long,2023-09-28 20:45,27132,25.494909,-3849.73,-0.56,-12369.26,-4.21,968.81,0.14,5481.41,0.79
743,多頭出場,Close entry(s) order Long,2023-09-28 19:15,27233,21.988847,1297.34,0.22,-8519.53,1.44,1385.30,0.23,2132.92,0.36
743,多頭進場,Long,2023-09-28 18:15,27174,21.988847,1297.34,0.22,-8519.53,1.44,1385.30,0.23,2132.92,0.36
742,多頭出場,Close entry(s) order Long,2023-09-28 16:15,26871,33.119338,2450.83,0.28,-9816.87,2.79,3444.41,0.39,927.34,0.1
742,多頭進場,Long,2023-09-28 15:45,26797,33.119338,2450.83,0.28,-9816.87,2.79,3444.41,0.39,927.34,0.1
741,多頭出場,Close entry(s) order Long,2023-09-27 11:15,26407,84.951413,2463.59,0.11,-12267.70,2.89,3567.96,0.16,2123.79,0.09
741,多頭進場,Long,2023-09-27 11:00,26378,84.951413,2463.59,0.11,-12267.70,2.89,3567.96,0.16,2123.79,0.09
740,空頭出場,Close entry(s) order Short,2023-09-24 20:30,26448,45.45274,3954.39,0.33,-14731.29,4.86,7999.68,0.66,0,0
740,空頭進場,Short,2023-09-24 20:15,26535,45.45274,3954.39,0.33,-14731.29,4.86,7999.68,0.66,0,0
739,多頭出場,Close entry(s) order Long,2023-09-24 19:15,26694,115.89327,1043.04,0.03,-18685.68,1.3,5215.20,0.17,0,0
739,多頭進場,Long,2023-09-24 19:00,26685,115.89327,1043.04,0.03,-18685.68,1.3,5215.20,0.17,0,0
738,空頭出場,Close entry(s) order Short,2023-09-23 22:45,26581,190.63081,1715.68,0.03,-19728.72,2.18,3621.99,0.07,2287.57,0.05
738,空頭進場,Short,2023-09-23 22:15,26590,190.63081,1715.68,0.03,-19728.72,2.18,3621.99,0.07,2287.57,0.05
737,多頭出場,Close entry(s) order Long,2023-09-23 19:30,26632,149.011461,745.06,0.02,-21444.40,0.96,1043.08,0.03,1639.13,0.04
737,多頭進場,Long,2023-09-23 19:15,26627,149.011461,745.06,0.02,-21444.40,0.96,1043.08,0.03,1639.13,0.04
736,空頭出場,Close entry(s) order Short,2023-09-22 18:00,26596,57.289939,401.03,0.03,-22189.45,0.52,1145.80,0.08,114.58,0.01
736,空頭進場,Short,2023-09-22 17:45,26603,57.289939,401.03,0.03,-22189.45,0.52,1145.80,0.08,114.58,0.01
735,空頭出場,Close entry(s) order Short,2023-09-21 02:15,27009,35.390292,1203.27,0.13,-22590.48,1.58,1486.39,0.16,530.85,0.06
735,空頭進場,Short,2023-09-21 02:00,27043,35.390292,1203.27,0.13,-22590.48,1.58,1486.39,0.16,530.85,0.06
734,多頭出場,Close entry(s) order Long,2023-09-19 10:45,27345,33.782278,1858.03,0.2,-23793.75,2.5,5709.20,0.62,0,0
734,多頭進場,Long,2023-09-19 10:30,27290,33.782278,1858.03,0.2,-23793.75,2.5,5709.20,0.62,0,0
733,多頭出場,Close entry(s) order Long,2023-09-18 16:00,27271,23.681211,449.94,0.07,-25651.78,0.61,1278.79,0.2,497.31,0.08
733,多頭進場,Long,2023-09-18 15:30,27252,23.681211,449.94,0.07,-25651.78,0.61,1278.79,0.2,497.31,0.08
732,多頭出場,Close entry(s) order Long,2023-09-18 05:45,26587,41.527503,-3737.48,-0.34,-26101.72,-4.81,2740.82,0.25,4069.70,0.37
732,多頭進場,Long,2023-09-18 03:30,26677,41.527503,-3737.48,-0.34,-26101.72,-4.81,2740.82,0.25,4069.70,0.37
731,空頭出場,Close entry(s) order Short,2023-09-17 23:45,26474,81.318384,-406.59,-0.02,-22364.25,-0.52,650.55,0.03,1707.69,0.08
731,空頭進場,Short,2023-09-17 23:15,26469,81.318384,-406.59,-0.02,-22364.25,-0.52,650.55,0.03,1707.69,0.08
730,多頭出場,Close entry(s) order Long,2023-09-16 00:00,26775,38.567091,1851.22,0.18,-21957.65,2.43,4088.11,0.4,1542.68,0.15
730,多頭進場,Long,2023-09-15 23:45,26727,38.567091,1851.22,0.18,-21957.65,2.43,4088.11,0.4,1542.68,0.15
729,多頭出場,Close entry(s) order Long,2023-09-14 18:30,26589,24.59429,-2852.94,-0.43,-23808.88,-3.61,885.39,0.13,3590.77,0.55
729,多頭進場,Long,2023-09-14 17:00,26705,24.59429,-2852.94,-0.43,-23808.88,-3.61,885.39,0.13,3590.77,0.55
728,多頭出場,Close entry(s) order Long,2023-09-14 16:00,26755,23.94496,1436.70,0.22,-20955.94,1.85,1484.59,0.23,2442.39,0.38
728,多頭進場,Long,2023-09-14 15:30,26695,23.94496,1436.70,0.22,-20955.94,1.85,1484.59,0.23,2442.39,0.38
727,多頭出場,Close entry(s) order Long,2023-09-14 14:30,26682,34.902262,5968.29,0.65,-22392.64,8.33,8097.32,0.88,139.61,0.02
727,多頭進場,Long,2023-09-14 14:15,26511,34.902262,5968.29,0.65,-22392.64,8.33,8097.32,0.88,139.61,0.02
726,多頭出場,Close entry(s) order Long,2023-09-14 13:15,26499,53.619785,1447.73,0.1,-28360.92,2.06,1715.83,0.12,2198.41,0.15
726,多頭進場,Long,2023-09-14 13:00,26472,53.619785,1447.73,0.1,-28360.92,2.06,1715.83,0.12,2198.41,0.15
725,多頭出場,Stop Loss,2023-09-14 02:00,26390,33.697584,-3706.73,-0.42,-29808.66,-5.02,1179.42,0.13,3706.73,0.42
725,多頭進場,Long,2023-09-14 02:00,26500,33.697584,-3706.73,-0.42,-29808.66,-5.02,1179.42,0.13,3706.73,0.42
724,多頭出場,Close entry(s) order Long,2023-09-12 15:00,26283,24.68949,2789.91,0.43,-26101.92,3.92,3604.67,0.56,271.58,0.04
724,多頭進場,Long,2023-09-12 14:45,26170,24.68949,2789.91,0.43,-26101.92,3.92,3604.67,0.56,271.58,0.04
723,多頭出場,Close entry(s) order Long,2023-09-12 11:30,26227,18.577222,6669.22,1.39,-28891.83,10.35,7988.21,1.66,4681.46,0.97
723,多頭進場,Long,2023-09-12 04:30,25868,18.577222,6669.22,1.39,-28891.83,10.35,7988.21,1.66,4681.46,0.97
722,空頭出場,Close entry(s) order Short,2023-09-11 09:30,25757,63.176853,1768.95,0.11,-35561.06,2.82,1768.95,0.11,0,0
722,空頭進場,Short,2023-09-11 09:15,25785,63.176853,1768.95,0.11,-35561.06,2.82,1768.95,0.11,0,0
721,空頭出場,Close entry(s) order Short,2023-09-11 02:45,25668,33.420664,1002.62,0.12,-37330.01,1.63,1036.04,0.12,1537.35,0.18
721,空頭進場,Short,2023-09-11 01:45,25698,33.420664,1002.62,0.12,-37330.01,1.63,1036.04,0.12,1537.35,0.18
720,多頭出場,Close entry(s) order Long,2023-09-10 23:00,25890,33.769633,540.31,0.06,-38332.63,0.88,540.31,0.06,1148.17,0.13
720,多頭進場,Long,2023-09-10 22:15,25874,33.769633,540.31,0.06,-38332.63,0.88,540.31,0.06,1148.17,0.13
719,空頭出場,Close entry(s) order Short,2023-09-10 18:45,25691,46.207187,1016.56,0.09,-38872.94,1.69,1524.84,0.13,415.86,0.04
719,空頭進場,Short,2023-09-10 18:15,25713,46.207187,1016.56,0.09,-38872.94,1.69,1524.84,0.13,415.86,0.04
718,空頭出場,Close entry(s) order Short,2023-09-10 11:45,25810,92.603219,926.03,0.04,-39889.50,1.56,1018.64,0.04,555.62,0.02
718,空頭進場,Short,2023-09-10 11:15,25820,92.603219,926.03,0.04,-39889.50,1.56,1018.64,0.04,555.62,0.02
717,空頭出場,Close entry(s) order Short,2023-09-10 01:45,25862,111.020341,333.06,0.01,-40815.53,0.57,666.12,0.02,555.10,0.02
717,空頭進場,Short,2023-09-10 01:30,25865,111.020341,333.06,0.01,-40815.53,0.57,666.12,0.02,555.10,0.02
716,多頭出場,Stop Loss,2023-09-06 19:15,25584,18.637041,-4882.90,-1.01,-41148.59,-7.66,1975.53,0.41,4882.90,1.01
716,多頭進場,Long,2023-09-06 19:00,25846,18.637041,-4882.90,-1.01,-41148.59,-7.66,1975.53,0.41,4882.90,1.01
715,空頭出場,Close entry(s) order Short,2023-09-05 21:00,25675,28.955391,202.69,0.03,-36265.69,0.32,608.06,0.08,3966.89,0.53
715,空頭進場,Short,2023-09-05 16:30,25682,28.955391,202.69,0.03,-36265.69,0.32,608.06,0.08,3966.89,0.53
714,空頭出場,Close entry(s) order Short,2023-09-05 15:00,25723,45.286027,498.15,0.04,-36468.38,0.79,498.15,0.04,1177.44,0.1
714,空頭進場,Short,2023-09-05 14:45,25734,45.286027,498.15,0.04,-36468.38,0.79,498.15,0.04,1177.44,0.1
713,空頭出場,Close entry(s) order Short,2023-09-05 09:45,25651,51.51042,1854.38,0.14,-36966.52,3.03,2317.97,0.18,412.08,0.03
713,空頭進場,Short,2023-09-05 09:30,25687,51.51042,1854.38,0.14,-36966.52,3.03,2317.97,0.18,412.08,0.03
712,多頭出場,Close entry(s) order Long,2023-09-03 22:45,25984,38.686243,-2630.66,-0.26,-38820.90,-4.12,193.43,0.02,3675.19,0.36
712,多頭進場,Long,2023-09-03 22:00,26052,38.686243,-2630.66,-0.26,-38820.90,-4.12,193.43,0.02,3675.19,0.36
711,多頭出場,Stop Loss,2023-09-03 13:45,25966,68.209355,-4570.03,-0.26,-36190.23,-6.68,477.47,0.03,4570.03,0.26
711,多頭進場,Long,2023-09-03 13:45,26033,68.209355,-4570.03,-0.26,-36190.23,-6.68,477.47,0.03,4570.03,0.26
710,空頭出場,Stop Loss,2023-09-02 15:30,25858,63.242508,-6640.46,-0.41,-31620.21,-8.85,0,0,6640.46,0.41
710,空頭進場,Short,2023-09-02 04:00,25753,63.242508,-6640.46,-0.41,-31620.21,-8.85,0,0,6640.46,0.41
709,空頭出場,Close entry(s) order Short,2023-08-31 14:00,27193,26.220794,760.40,0.11,-24979.74,1.02,760.40,0.11,812.84,0.11
709,空頭進場,Short,2023-08-31 13:30,27222,26.220794,760.40,0.11,-24979.74,1.02,760.40,0.11,812.84,0.11
708,多頭出場,Stop Loss,2023-08-31 12:45,27358,43.794923,-4861.24,-0.4,-25740.15,-6.14,1270.05,0.11,4861.24,0.4
708,多頭進場,Long,2023-08-31 12:45,27469,43.794923,-4861.24,-0.4,-25740.15,-6.14,1270.05,0.11,4861.24,0.4
707,多頭出場,Close entry(s) order Long,2023-08-29 15:30,26956,32.987487,25730.24,2.98,-20878.91,48.19,33449.31,3.87,0,0
707,多頭進場,Long,2023-08-29 15:15,26176,32.987487,25730.24,2.98,-20878.91,48.19,33449.31,3.87,0,0
706,空頭出場,Stop Loss,2023-08-29 00:15,26127,33.891492,-5524.31,-0.63,-46609.15,-9.38,576.16,0.07,5524.31,0.63
706,空頭進場,Short,2023-08-28 20:30,25964,33.891492,-5524.31,-0.63,-46609.15,-9.38,576.16,0.07,5524.31,0.63
705,多頭出場,Close entry(s) order Long,2023-08-28 18:15,26170,35.72033,392.92,0.04,-41084.84,0.67,750.13,0.08,4036.40,0.43
705,多頭進場,Long,2023-08-28 13:30,26159,35.72033,392.92,0.04,-41084.84,0.67,750.13,0.08,4036.40,0.43
704,空頭出場,Close entry(s) order Short,2023-08-26 18:30,26006,133.636869,1470.01,0.04,-41477.76,2.58,1603.64,0.05,2405.46,0.07
704,空頭進場,Short,2023-08-26 17:45,26017,133.636869,1470.01,0.04,-41477.76,2.58,1603.64,0.05,2405.46,0.07
703,空頭出場,Close entry(s) order Short,2023-08-25 18:45,25857,18.593491,966.86,0.2,-42947.77,1.72,1338.73,0.28,1115.61,0.23
703,空頭進場,Short,2023-08-25 17:45,25909,18.593491,966.86,0.2,-42947.77,1.72,1338.73,0.28,1115.61,0.23
702,空頭出場,Stop Loss,2023-08-25 15:15,26191,42.864406,-6001.02,-0.54,-43914.63,-9.67,2614.73,0.23,6001.02,0.54
702,空頭進場,Short,2023-08-25 15:00,26051,42.864406,-6001.02,-0.54,-43914.63,-9.67,2614.73,0.23,6001.02,0.54
701,多頭出場,Close entry(s) order Long,2023-08-22 00:30,26122,34.358894,-3023.58,-0.34,-37913.61,-4.64,0,0,3126.66,0.35
701,多頭進場,Long,2023-08-21 22:45,26210,34.358894,-3023.58,-0.34,-37913.61,-4.64,0,0,3126.66,0.35
700,空頭出場,Close entry(s) order Short,2023-08-21 16:30,25867,29.93509,4610.00,0.59,-34890.03,7.62,5777.47,0.74,359.22,0.05
700,空頭進場,Short,2023-08-21 16:15,26021,29.93509,4610.00,0.59,-34890.03,7.62,5777.47,0.74,359.22,0.05
699,空頭出場,Stop Loss,2023-08-21 14:45,26126,44.615541,-5800.02,-0.5,-39500.03,-8.75,713.85,0.06,5800.02,0.5
699,空頭進場,Short,2023-08-21 14:00,25996,44.615541,-5800.02,-0.5,-39500.03,-8.75,713.85,0.06,5800.02,0.5
698,多頭出場,Close entry(s) order Long,2023-08-20 21:45,26261,53.354225,4214.98,0.3,-33700.01,6.79,4268.34,0.31,1227.15,0.09
698,多頭進場,Long,2023-08-20 21:15,26182,53.354225,4214.98,0.3,-33700.01,6.79,4268.34,0.31,1227.15,0.09
697,空頭出場,Close entry(s) order Short,2023-08-20 02:45,26059,43.558461,1393.87,0.12,-37915.00,2.3,1916.57,0.17,0,0
697,空頭進場,Short,2023-08-20 02:30,26091,43.558461,1393.87,0.12,-37915.00,2.3,1916.57,0.17,0,0
696,空頭出場,Close entry(s) order Short,2023-08-16 21:45,28897,26.801642,1661.70,0.21,-39308.87,2.82,3725.43,0.48,1340.08,0.17
696,空頭進場,Short,2023-08-16 21:30,28959,26.801642,1661.70,0.21,-39308.87,2.82,3725.43,0.48,1340.08,0.17
