交易 #,種類,信號,日期/時間,價格 USD,合約,獲利 USD,獲利 %,累計獲利 USD,累計獲利 %,最大交易獲利 USD,最大交易獲利 %,最大交易虧損 USD,最大交易虧損 %
124,多頭出場,Trailing Stop,2023-04-03 19:45,1839.5,870.204,7135.67,0.45,121234.10,3.33,7222.69,0.45,348.08,0.02
124,多頭進場,Long,2023-04-03 19:45,1831.3,870.204,7135.67,0.45,121234.10,3.33,7222.69,0.45,348.08,0.02
123,多頭出場,Trailing Stop,2023-04-03 09:30,1816.4,1346.3334,1346.33,0.06,114098.42,0.63,1346.33,0.06,0,0
123,多頭進場,Long,2023-04-03 09:30,1815.4,1346.3334,1346.33,0.06,114098.42,0.63,1346.33,0.06,0,0
122,多頭出場,Trailing Stop,2023-03-31 14:30,1839.2,962.0849,18953.07,1.08,112752.09,9.78,19049.28,1.09,288.63,0.02
122,多頭進場,Long,2023-03-31 14:30,1819.5,962.0849,18953.07,1.08,112752.09,9.78,19049.28,1.09,288.63,0.02
121,空頭出場,Close entry(s) order Short,2023-03-30 08:45,1807.4,583.0565,-16792.03,-1.62,93799.02,-7.97,699.67,0.07,19590.70,1.89
121,空頭進場,Short,2023-03-30 04:15,1778.6,583.0565,-16792.03,-1.62,93799.02,-7.97,699.67,0.07,19590.70,1.89
120,多頭出場,Trailing Stop,2023-03-28 20:45,1794.7,746.2184,10670.92,0.8,110591.04,5.34,10745.54,0.81,10073.95,0.76
120,多頭進場,Long,2023-03-28 20:00,1780.4,746.2184,10670.92,0.8,110591.04,5.34,10745.54,0.81,10073.95,0.76
119,空頭出場,Trailing Stop,2023-03-26 17:45,1757.1,718.1834,3950.01,0.31,99920.12,2.02,4021.83,0.32,6032.74,0.48
119,空頭進場,Short,2023-03-26 16:00,1762.6,718.1834,3950.01,0.31,99920.12,2.02,4021.83,0.32,6032.74,0.48
118,多頭出場,Trailing Stop,2023-03-26 14:45,1799.0,936.9433,7027.07,0.42,95970.11,3.72,7120.77,0.42,2436.05,0.15
118,多頭進場,Long,2023-03-26 14:45,1791.5,936.9433,7027.07,0.42,95970.11,3.72,7120.77,0.42,2436.05,0.15
117,多頭出場,Trailing Stop,2023-03-26 09:45,1780.2,1128.1188,1128.12,0.06,88943.04,0.6,1128.12,0.06,4625.29,0.23
117,多頭進場,Long,2023-03-26 09:45,1779.2,1128.1188,1128.12,0.06,88943.04,0.6,1128.12,0.06,4625.29,0.23
116,多頭出場,Close entry(s) order Long,2023-03-23 19:00,1808.1,557.9687,-13726.03,-1.34,87814.92,-6.81,669.56,0.07,19752.09,1.93
116,多頭進場,Long,2023-03-23 17:45,1832.7,557.9687,-13726.03,-1.34,87814.92,-6.81,669.56,0.07,19752.09,1.93
115,多頭出場,Trailing Stop,2023-03-23 15:00,1838.7,647.7591,20922.62,1.79,101540.95,11.58,20987.39,1.79,129.55,0.01
115,多頭進場,Long,2023-03-23 15:00,1806.4,647.7591,20922.62,1.79,101540.95,11.58,20987.39,1.79,129.55,0.01
114,空頭出場,Trailing Stop,2023-03-22 18:45,1773.8,372.628,3763.54,0.57,80618.33,2.13,3838.07,0.58,0,0
114,空頭進場,Short,2023-03-22 18:45,1783.9,372.628,3763.54,0.57,80618.33,2.13,3838.07,0.58,0,0
113,空頭出場,Trailing Stop,2023-03-22 16:15,1799.6,693.7921,1595.72,0.13,76854.79,0.91,1665.10,0.13,0,0
113,空頭進場,Short,2023-03-22 16:15,1801.9,693.7921,1595.72,0.13,76854.79,0.91,1665.10,0.13,0,0
112,多頭出場,Trailing Stop,2023-03-21 15:45,1823.5,460.2397,2255.17,0.27,75259.07,1.3,2347.22,0.28,4786.49,0.57
112,多頭進場,Long,2023-03-21 14:45,1818.6,460.2397,2255.17,0.27,75259.07,1.3,2347.22,0.28,4786.49,0.57
111,多頭出場,Trailing Stop,2023-03-21 13:00,1821.5,573.8237,4418.44,0.42,73003.89,2.62,4475.82,0.43,2180.53,0.21
111,多頭進場,Long,2023-03-21 13:00,1813.8,573.8237,4418.44,0.42,73003.89,2.62,4475.82,0.43,2180.53,0.21
110,空頭出場,Trailing Stop,2023-03-20 12:15,1778.2,567.6796,1419.20,0.14,68585.45,0.85,1475.97,0.15,0,0
110,空頭進場,Short,2023-03-20 12:15,1780.7,567.6796,1419.20,0.14,68585.45,0.85,1475.97,0.15,0,0
109,空頭出場,Trailing Stop,2023-03-20 11:45,1777.0,526.1721,2104.69,0.22,67166.25,1.28,2157.31,0.23,5998.36,0.64
109,空頭進場,Short,2023-03-20 11:00,1781.0,526.1721,2104.69,0.22,67166.25,1.28,2157.31,0.23,5998.36,0.64
108,空頭出場,Trailing Stop,2023-03-20 10:15,1776.1,476.9936,2289.57,0.27,65061.56,1.41,2384.97,0.28,238.50,0.03
108,空頭進場,Short,2023-03-20 10:15,1780.9,476.9936,2289.57,0.27,65061.56,1.41,2384.97,0.28,238.50,0.03
107,空頭出場,Close entry(s) order Short,2023-03-17 19:30,1743.5,499.3831,-18177.54,-2.13,62771.99,-10.05,0,0,20125.14,2.36
107,空頭進場,Short,2023-03-17 14:45,1707.1,499.3831,-18177.54,-2.13,62771.99,-10.05,0,0,20125.14,2.36
106,空頭出場,Close entry(s) order Short,2023-03-17 01:30,1686.4,747.9631,-20643.78,-1.66,80949.54,-10.24,0,0,26702.28,2.15
106,空頭進場,Short,2023-03-16 21:00,1658.8,747.9631,-20643.78,-1.66,80949.54,-10.24,0,0,26702.28,2.15
105,空頭出場,Trailing Stop,2023-03-14 19:30,1697.1,363.9501,1346.62,0.22,101593.32,0.67,1455.80,0.24,0,0
105,空頭進場,Short,2023-03-14 19:30,1700.8,363.9501,1346.62,0.22,101593.32,0.67,1455.80,0.24,0,0
104,多頭出場,Trailing Stop,2023-03-14 15:00,1779.7,371.7239,4609.38,0.7,100246.70,2.36,4720.89,0.72,1152.34,0.18
104,多頭進場,Long,2023-03-14 15:00,1767.3,371.7239,4609.38,0.7,100246.70,2.36,4720.89,0.72,1152.34,0.18
103,多頭出場,Trailing Stop,2023-03-14 12:45,1748.8,524.7254,13800.28,1.53,95637.33,7.59,13905.22,1.54,3410.72,0.38
103,多頭進場,Long,2023-03-14 12:45,1722.5,524.7254,13800.28,1.53,95637.33,7.59,13905.22,1.54,3410.72,0.38
102,多頭出場,Trailing Stop,2023-03-13 14:15,1652.5,421.6371,12649.11,1.85,81837.05,7.48,12733.44,1.86,84.33,0.01
102,多頭進場,Long,2023-03-13 14:15,1622.5,421.6371,12649.11,1.85,81837.05,7.48,12733.44,1.86,84.33,0.01
101,空頭出場,Long,2023-03-13 14:15,1622.5,709.9348,-33934.88,-3.04,69187.94,-16.71,993.91,0.09,40040.32,3.58
101,空頭進場,Short,2023-03-13 09:45,1574.7,709.9348,-33934.88,-3.04,69187.94,-16.71,993.91,0.09,40040.32,3.58
100,多頭出場,Trailing Stop,2023-03-12 20:30,1562.5,528.5936,6290.26,0.77,103122.82,3.2,6395.98,0.78,475.73,0.06
100,多頭進場,Long,2023-03-12 20:30,1550.6,528.5936,6290.26,0.77,103122.82,3.2,6395.98,0.78,475.73,0.06
99,空頭出場,Trailing Stop,2023-03-07 20:00,1543.5,1057.8626,7510.82,0.46,96832.56,3.97,7616.61,0.46,2115.73,0.13
99,空頭進場,Short,2023-03-07 20:00,1550.6,1057.8626,7510.82,0.46,96832.56,3.97,7616.61,0.46,2115.73,0.13
98,空頭出場,Trailing Stop,2023-03-06 19:30,1566.1,1563.5676,1250.85,0.05,89321.73,0.67,1250.85,0.05,0,0
98,空頭進場,Short,2023-03-06 19:30,1566.9,1563.5676,1250.85,0.05,89321.73,0.67,1250.85,0.05,0,0
97,多頭出場,Trailing Stop,2023-03-06 16:00,1580.3,1651.4803,1156.04,0.04,88070.88,0.62,1156.04,0.04,0,0
97,多頭進場,Long,2023-03-06 16:00,1579.6,1651.4803,1156.04,0.04,88070.88,0.62,1156.04,0.04,0,0
96,空頭出場,Trailing Stop,2023-03-05 21:30,1563.0,870.3271,522.20,0.04,86914.84,0.28,522.20,0.04,13228.97,0.97
96,空頭進場,Short,2023-03-05 02:45,1563.6,870.3271,522.20,0.04,86914.84,0.28,522.20,0.04,13228.97,0.97
95,多頭出場,Trailing Stop,2023-03-05 01:15,1576.3,1226.275,1226.28,0.06,86392.64,0.66,1226.28,0.06,0,0
95,多頭進場,Long,2023-03-05 01:15,1575.3,1226.275,1226.28,0.06,86392.64,0.66,1226.28,0.06,0,0
94,空頭出場,Trailing Stop,2023-03-03 01:30,1543.7,625.3607,35020.20,3.5,85166.37,23.32,35082.74,3.51,62.54,0.01
94,空頭進場,Short,2023-03-03 01:30,1599.7,625.3607,35020.20,3.5,85166.37,23.32,35082.74,3.51,62.54,0.01
93,多頭出場,Trailing Stop,2023-03-01 14:45,1657.5,1025.0396,922.54,0.05,50146.17,0.62,922.54,0.05,3075.12,0.18
93,多頭進場,Long,2023-03-01 14:45,1656.6,1025.0396,922.54,0.05,50146.17,0.62,922.54,0.05,3075.12,0.18
92,多頭出場,Trailing Stop,2023-03-01 05:00,1660.9,688.6752,826.41,0.07,49223.63,0.56,895.28,0.08,0,0
92,多頭進場,Long,2023-03-01 05:00,1659.7,688.6752,826.41,0.07,49223.63,0.56,895.28,0.08,0,0
91,空頭出場,Trailing Stop,2023-02-28 19:30,1623.9,818.0156,981.62,0.07,48397.22,0.67,1063.42,0.08,0,0
91,空頭進場,Short,2023-02-28 19:30,1625.1,818.0156,981.62,0.07,48397.22,0.67,1063.42,0.08,0,0
90,空頭出場,Trailing Stop,2023-02-27 15:45,1640.3,742.1753,2597.61,0.21,47415.61,1.79,2671.83,0.22,2597.61,0.21
90,空頭進場,Short,2023-02-27 15:45,1643.8,742.1753,2597.61,0.21,47415.61,1.79,2671.83,0.22,2597.61,0.21
89,多頭出場,Trailing Stop,2023-02-26 23:15,1643.3,671.4411,1208.59,0.11,44817.99,0.84,1275.74,0.12,0,0
89,多頭進場,Long,2023-02-26 23:15,1641.5,671.4411,1208.59,0.11,44817.99,0.84,1275.74,0.12,0,0
88,多頭出場,Trailing Stop,2023-02-26 18:45,1626.0,1004.8891,904.40,0.06,43609.40,0.63,904.40,0.06,1507.33,0.09
88,多頭進場,Long,2023-02-26 18:45,1625.1,1004.8891,904.40,0.06,43609.40,0.63,904.40,0.06,1507.33,0.09
87,空頭出場,Trailing Stop,2023-02-23 18:00,1638.2,441.7396,3666.44,0.5,42705.00,2.64,3710.61,0.51,1634.44,0.22
87,空頭進場,Short,2023-02-23 18:00,1646.5,441.7396,3666.44,0.5,42705.00,2.64,3710.61,0.51,1634.44,0.22
86,空頭出場,Trailing Stop,2023-02-23 11:30,1632.8,725.0079,6162.57,0.52,39038.56,4.64,6235.07,0.52,1305.01,0.11
86,空頭進場,Short,2023-02-23 11:30,1641.3,725.0079,6162.57,0.52,39038.56,4.64,6235.07,0.52,1305.01,0.11
85,空頭出場,Trailing Stop,2023-02-21 08:45,1672.4,663.4649,8359.66,0.75,32875.99,6.71,8426.00,0.75,1127.89,0.1
85,空頭進場,Short,2023-02-21 08:45,1685.0,663.4649,8359.66,0.75,32875.99,6.71,8426.00,0.75,1127.89,0.1
84,空頭出場,Trailing Stop,2023-02-20 16:30,1686.0,495.9482,5505.03,0.65,24516.33,4.63,5554.62,0.66,396.76,0.05
84,空頭進場,Short,2023-02-20 16:30,1697.1,495.9482,5505.03,0.65,24516.33,4.63,5554.62,0.66,396.76,0.05
83,多頭出場,Trailing Stop,2023-02-19 16:15,1726.6,611.9585,2203.05,0.21,19011.31,1.89,2264.25,0.21,0,0
83,多頭進場,Long,2023-02-19 16:15,1723.0,611.9585,2203.05,0.21,19011.31,1.89,2264.25,0.21,0,0
82,空頭出場,Close entry(s) order Short,2023-02-18 18:15,1709.0,395.7538,-13416.05,-2.02,16808.26,-10.3,435.33,0.07,14563.74,2.2
82,空頭進場,Short,2023-02-17 22:15,1675.1,395.7538,-13416.05,-2.02,16808.26,-10.3,435.33,0.07,14563.74,2.2
81,多頭出場,Close entry(s) order Long,2023-02-17 21:45,1705.2,395.0772,-6005.17,-0.88,30224.31,-4.41,0,0,6281.73,0.92
81,多頭進場,Long,2023-02-17 20:15,1720.4,395.0772,-6005.17,-0.88,30224.31,-4.41,0,0,6281.73,0.92
80,空頭出場,Trailing Stop,2023-02-16 20:45,1680.7,395.3694,790.74,0.12,36229.49,0.58,869.81,0.13,4190.92,0.63
80,空頭進場,Short,2023-02-16 20:30,1682.7,395.3694,790.74,0.12,36229.49,0.58,869.81,0.13,4190.92,0.63
79,多頭出場,Trailing Stop,2023-02-15 18:15,1585.9,640.9311,705.02,0.07,35438.75,0.52,769.12,0.08,6922.06,0.68
79,多頭進場,Long,2023-02-15 16:15,1584.8,640.9311,705.02,0.07,35438.75,0.52,769.12,0.08,6922.06,0.68
78,多頭出場,Trailing Stop,2023-02-15 11:45,1574.7,975.2468,877.72,0.06,34733.72,0.66,877.72,0.06,0,0
78,多頭進場,Long,2023-02-15 11:45,1573.8,975.2468,877.72,0.06,34733.72,0.66,877.72,0.06,0,0
77,多頭出場,Trailing Stop,2023-02-14 15:00,1568.7,345.3372,3073.50,0.57,33856.00,2.35,3142.57,0.58,1933.89,0.36
77,多頭進場,Long,2023-02-14 15:00,1559.8,345.3372,3073.50,0.57,33856.00,2.35,3142.57,0.58,1933.89,0.36
76,多頭出場,Trailing Stop,2023-02-14 13:30,1516.7,856.5504,856.55,0.07,30782.50,0.66,856.55,0.07,0,0
76,多頭進場,Long,2023-02-14 13:30,1515.7,856.5504,856.55,0.07,30782.50,0.66,856.55,0.07,0,0
75,空頭出場,Trailing Stop,2023-02-12 21:30,1527.2,1053.1711,842.54,0.05,29925.95,0.65,842.54,0.05,1895.71,0.12
75,空頭進場,Short,2023-02-12 21:30,1528.0,1053.1711,842.54,0.05,29925.95,0.65,842.54,0.05,1895.71,0.12
74,多頭出場,Close entry(s) order Long,2023-02-12 21:15,1533.7,936.9611,-11618.32,-0.8,29083.41,-8.26,562.18,0.04,12274.19,0.85
74,多頭進場,Long,2023-02-12 16:45,1546.1,936.9611,-11618.32,-0.8,29083.41,-8.26,562.18,0.04,12274.19,0.85
73,空頭出場,Trailing Stop,2023-02-08 18:15,1650.2,527.2056,2266.98,0.26,40701.73,1.64,2319.70,0.27,263.60,0.03
73,空頭進場,Short,2023-02-08 18:15,1654.5,527.2056,2266.98,0.26,40701.73,1.64,2319.70,0.27,263.60,0.03
72,空頭出場,Trailing Stop,2023-02-08 10:00,1669.3,1031.9356,825.55,0.05,38434.75,0.6,825.55,0.05,3302.19,0.19
72,空頭進場,Short,2023-02-08 09:45,1670.1,1031.9356,825.55,0.05,38434.75,0.6,825.55,0.05,3302.19,0.19
71,空頭出場,Trailing Stop,2023-02-07 18:30,1627.6,401.7836,1446.42,0.22,37609.20,1.06,1526.78,0.23,0,0
71,空頭進場,Short,2023-02-07 18:30,1631.2,401.7836,1446.42,0.22,37609.20,1.06,1526.78,0.23,0,0
70,多頭出場,Trailing Stop,2023-02-07 18:00,1677.4,509.6465,2548.23,0.3,36162.78,1.91,2599.20,0.3,0,0
70,多頭進場,Long,2023-02-07 18:00,1672.4,509.6465,2548.23,0.3,36162.78,1.91,2599.20,0.3,0,0
69,空頭出場,Trailing Stop,2023-02-04 23:45,1662.6,802.6652,802.67,0.06,33614.54,0.6,802.67,0.06,0,0
69,空頭進場,Short,2023-02-04 23:45,1663.6,802.6652,802.67,0.06,33614.54,0.6,802.67,0.06,0,0
68,空頭出場,Trailing Stop,2023-02-02 21:00,1667.9,389.4691,1324.19,0.2,32811.88,1.01,1363.14,0.21,5725.20,0.88
68,空頭進場,Short,2023-02-02 19:45,1671.3,389.4691,1324.19,0.2,32811.88,1.01,1363.14,0.21,5725.20,0.88
67,多頭出場,Trailing Stop,2023-02-02 18:15,1714.0,488.216,12595.97,1.53,31487.68,10.59,12644.79,1.53,683.50,0.08
67,多頭進場,Long,2023-02-02 18:15,1688.2,488.216,12595.97,1.53,31487.68,10.59,12644.79,1.53,683.50,0.08
66,多頭出場,Trailing Stop,2023-02-01 19:45,1626.8,324.9746,5329.58,1.02,18891.71,4.69,5394.58,1.03,2762.28,0.53
66,多頭進場,Long,2023-02-01 19:45,1610.4,324.9746,5329.58,1.02,18891.71,4.69,5394.58,1.03,2762.28,0.53
65,空頭出場,Trailing Stop,2023-01-30 07:00,1628.9,822.4643,657.97,0.05,13562.13,0.58,657.97,0.05,1069.20,0.08
65,空頭進場,Short,2023-01-30 06:45,1629.7,822.4643,657.97,0.05,13562.13,0.58,657.97,0.05,1069.20,0.08
64,多頭出場,Trailing Stop,2023-01-29 10:15,1609.4,725.0531,725.05,0.06,12904.16,0.65,725.05,0.06,217.52,0.02
64,多頭進場,Long,2023-01-29 10:15,1608.4,725.0531,725.05,0.06,12904.16,0.65,725.05,0.06,217.52,0.02
63,多頭出場,Trailing Stop,2023-01-29 01:15,1619.1,494.0235,4940.24,0.62,12179.10,4.61,4989.64,0.63,1679.68,0.21
63,多頭進場,Long,2023-01-29 01:15,1609.1,494.0235,4940.24,0.62,12179.10,4.61,4989.64,0.63,1679.68,0.21
62,空頭出場,Close entry(s) order Short,2023-01-27 18:00,1607.9,430.8761,-13960.39,-2.06,7238.87,-11.52,0,0,15296.10,2.25
62,空頭進場,Short,2023-01-27 16:00,1575.5,430.8761,-13960.39,-2.06,7238.87,-11.52,0,0,15296.10,2.25
61,多頭出場,Trailing Stop,2023-01-25 22:00,1639.9,346.9317,7250.87,1.29,21199.25,6.36,7285.57,1.3,4683.58,0.83
61,多頭進場,Long,2023-01-25 22:00,1619.0,346.9317,7250.87,1.29,21199.25,6.36,7285.57,1.3,4683.58,0.83
60,空頭出場,Trailing Stop,2023-01-24 16:30,1616.3,558.0022,1116.00,0.12,13948.38,0.99,1171.80,0.13,2064.61,0.23
60,空頭進場,Short,2023-01-24 16:15,1618.3,558.0022,1116.00,0.12,13948.38,0.99,1171.80,0.13,2064.61,0.23
59,空頭出場,Trailing Stop,2023-01-24 09:15,1628.1,963.439,674.41,0.04,12832.38,0.6,674.41,0.04,1926.88,0.12
59,空頭進場,Short,2023-01-24 09:15,1628.8,963.439,674.41,0.04,12832.38,0.6,674.41,0.04,1926.88,0.12
58,空頭出場,Trailing Stop,2023-01-21 10:30,1622.5,321.4802,3375.54,0.64,12157.97,3.1,3439.84,0.66,0,0
58,空頭進場,Short,2023-01-21 10:30,1633.0,321.4802,3375.54,0.64,12157.97,3.1,3439.84,0.66,0,0
57,多頭出場,Trailing Stop,2023-01-21 10:15,1678.4,508.4294,813.49,0.1,8782.43,0.75,864.33,0.1,0,0
57,多頭進場,Long,2023-01-21 10:15,1676.8,508.4294,813.49,0.1,8782.43,0.75,864.33,0.1,0,0
56,多頭出場,Trailing Stop,2023-01-20 15:15,1565.8,655.5228,655.52,0.06,7968.94,0.61,655.52,0.06,1835.46,0.18
56,多頭進場,Long,2023-01-20 15:15,1564.8,655.5228,655.52,0.06,7968.94,0.61,655.52,0.06,1835.46,0.18
55,多頭出場,Trailing Stop,2023-01-20 14:45,1563.6,699.7217,699.72,0.06,7313.42,0.66,699.72,0.06,0,0
55,多頭進場,Long,2023-01-20 14:45,1562.6,699.7217,699.72,0.06,7313.42,0.66,699.72,0.06,0,0
54,空頭出場,Close entry(s) order Short,2023-01-18 20:30,1538.9,213.0266,191.72,0.06,6613.70,0.18,489.96,0.15,1917.24,0.58
54,空頭進場,Short,2023-01-18 18:45,1539.8,213.0266,191.72,0.06,6613.70,0.18,489.96,0.15,1917.24,0.58
53,空頭出場,Trailing Stop,2023-01-18 18:30,1536.2,200.0736,980.36,0.32,6421.97,0.93,1020.38,0.33,2600.96,0.84
53,空頭進場,Short,2023-01-18 18:00,1541.1,200.0736,980.36,0.32,6421.97,0.93,1020.38,0.33,2600.96,0.84
52,多頭出場,Trailing Stop,2023-01-18 14:15,1611.5,532.1463,5800.39,0.68,5441.61,5.82,5853.61,0.69,4948.96,0.58
52,多頭進場,Long,2023-01-18 14:15,1600.6,532.1463,5800.39,0.68,5441.61,5.82,5853.61,0.69,4948.96,0.58
51,空頭出場,Trailing Stop,2023-01-17 15:45,1563.6,322.5245,1548.12,0.31,-358.78,1.58,1580.37,0.31,1386.86,0.27
51,空頭進場,Short,2023-01-17 15:45,1568.4,322.5245,1548.12,0.31,-358.78,1.58,1580.37,0.31,1386.86,0.27
50,空頭出場,Close entry(s) order Short,2023-01-17 14:15,1591.2,358.3736,-13654.03,-2.45,-1906.90,-12.22,0,0,14299.11,2.57
50,空頭進場,Short,2023-01-17 01:30,1553.1,358.3736,-13654.03,-2.45,-1906.90,-12.22,0,0,14299.11,2.57
49,多頭出場,Trailing Stop,2023-01-16 19:00,1595.1,430.9178,9566.38,1.41,11747.13,9.36,9609.47,1.42,258.55,0.04
49,多頭進場,Long,2023-01-16 19:00,1572.9,430.9178,9566.38,1.41,11747.13,9.36,9609.47,1.42,258.55,0.04
48,空頭出場,Trailing Stop,2023-01-16 14:15,1535.9,397.9522,397.95,0.07,2180.76,0.39,517.34,0.08,6367.24,1.04
48,空頭進場,Short,2023-01-16 08:15,1536.9,397.9522,397.95,0.07,2180.76,0.39,517.34,0.08,6367.24,1.04
47,多頭出場,Close entry(s) order Long,2023-01-16 07:15,1568.4,370.4267,-5334.14,-0.91,1782.81,-4.98,0,0,6778.81,1.16
47,多頭進場,Long,2023-01-16 02:30,1582.8,370.4267,-5334.14,-0.91,1782.81,-4.98,0,0,6778.81,1.16
46,多頭出場,Trailing Stop,2023-01-16 01:15,1577.9,416.0887,1373.09,0.21,7116.95,1.3,1414.70,0.22,0,0
46,多頭進場,Long,2023-01-16 01:15,1574.6,416.0887,1373.09,0.21,7116.95,1.3,1414.70,0.22,0,0
45,空頭出場,Trailing Stop,2023-01-15 03:15,1517.0,403.5592,1573.88,0.26,5743.86,1.51,1614.24,0.26,4519.86,0.74
45,空頭進場,Short,2023-01-15 00:45,1520.9,403.5592,1573.88,0.26,5743.86,1.51,1614.24,0.26,4519.86,0.74
44,多頭出場,Trailing Stop,2023-01-14 01:15,1560.0,175.2975,1700.39,0.63,4169.98,1.66,1752.98,0.65,0,0
44,多頭進場,Long,2023-01-14 01:15,1550.3,175.2975,1700.39,0.63,4169.98,1.66,1752.98,0.65,0,0
43,多頭出場,Trailing Stop,2023-01-12 17:45,1429.9,304.85,3261.90,0.75,2469.59,3.29,3292.38,0.76,0,0
43,多頭進場,Long,2023-01-12 17:45,1419.2,304.85,3261.90,0.75,2469.59,3.29,3292.38,0.76,0,0
42,多頭出場,Trailing Stop,2023-01-12 14:00,1407.5,311.6422,654.45,0.15,-792.30,0.66,685.61,0.16,0,0
42,多頭進場,Long,2023-01-12 14:00,1405.4,311.6422,654.45,0.15,-792.30,0.66,685.61,0.16,0,0
41,多頭出場,Trailing Stop,2023-01-11 23:15,1355.6,591.8339,591.83,0.07,-1446.75,0.6,591.83,0.07,59.18,0.01
41,多頭進場,Long,2023-01-11 23:15,1354.6,591.8339,591.83,0.07,-1446.75,0.6,591.83,0.07,59.18,0.01
40,多頭出場,Trailing Stop,2023-01-10 19:00,1343.2,786.9519,629.56,0.06,-2038.59,0.65,629.56,0.06,0,0
40,多頭進場,Long,2023-01-10 19:00,1342.4,786.9519,629.56,0.06,-2038.59,0.65,629.56,0.06,0,0
39,多頭出場,Trailing Stop,2023-01-08 23:45,1285.7,825.7193,660.58,0.06,-2668.15,0.68,660.58,0.06,2642.30,0.25
39,多頭進場,Long,2023-01-08 23:30,1284.9,825.7193,660.58,0.06,-2668.15,0.68,660.58,0.06,2642.30,0.25
38,空頭出場,Trailing Stop,2023-01-08 10:30,1261.9,2658.7937,797.64,0.02,-3328.72,0.83,797.64,0.02,4785.83,0.14
38,空頭進場,Short,2023-01-08 09:45,1262.2,2658.7937,797.64,0.02,-3328.72,0.83,797.64,0.02,4785.83,0.14
37,多頭出場,Trailing Stop,2023-01-06 15:45,1259.1,709.9496,638.95,0.07,-4126.36,0.67,638.95,0.07,0,0
37,多頭進場,Long,2023-01-06 15:45,1258.2,709.9496,638.95,0.07,-4126.36,0.67,638.95,0.07,0,0
36,多頭出場,Close entry(s) order Long,2023-01-04 18:00,1260.1,789.6348,-3632.32,-0.36,-4765.32,-3.67,315.85,0.03,3632.32,0.36
36,多頭進場,Long,2023-01-04 17:45,1264.7,789.6348,-3632.32,-0.36,-4765.32,-3.67,315.85,0.03,3632.32,0.36
35,空頭出場,Trailing Stop,2023-01-03 15:00,1209.6,1483.8751,593.55,0.03,-1133.00,0.6,593.55,0.03,0,0
35,空頭進場,Short,2023-01-03 15:00,1210.0,1483.8751,593.55,0.03,-1133.00,0.6,593.55,0.03,0,0
34,多頭出場,Trailing Stop,2023-01-02 15:30,1218.4,1542.4073,616.96,0.03,-1726.55,0.63,616.96,0.03,0,0
34,多頭進場,Long,2023-01-02 15:30,1218.0,1542.4073,616.96,0.03,-1726.55,0.63,616.96,0.03,0,0
33,多頭出場,Close entry(s) order Long,2023-01-02 12:00,1216.8,1268.5662,380.57,0.02,-2343.51,0.39,380.57,0.02,634.28,0.04
33,多頭進場,Long,2023-01-02 11:45,1216.5,1268.5662,380.57,0.02,-2343.51,0.39,380.57,0.02,634.28,0.04
32,多頭出場,Trailing Stop,2023-01-02 08:15,1215.2,1125.2934,562.65,0.04,-2724.08,0.58,562.65,0.04,2475.65,0.18
32,多頭進場,Long,2023-01-02 07:45,1214.7,1125.2934,562.65,0.04,-2724.08,0.58,562.65,0.04,2475.65,0.18
31,多頭出場,Trailing Stop,2023-01-02 07:15,1206.6,1694.9983,678.00,0.03,-3286.73,0.71,678.00,0.03,0,0
31,多頭進場,Long,2023-01-02 07:15,1206.2,1694.9983,678.00,0.03,-3286.73,0.71,678.00,0.03,0,0
30,多頭出場,Close entry(s) order Long,2022-12-31 01:30,1195.7,1489.9424,-7002.73,-0.39,-3964.72,-6.8,0,0,7002.73,0.39
30,多頭進場,Long,2022-12-30 21:15,1200.4,1489.9424,-7002.73,-0.39,-3964.72,-6.8,0,0,7002.73,0.39
29,多頭出場,Trailing Stop,2022-12-26 23:30,1221.7,1863.574,745.43,0.03,3038.00,0.73,745.43,0.03,931.79,0.04
29,多頭進場,Long,2022-12-26 23:30,1221.3,1863.574,745.43,0.03,3038.00,0.73,745.43,0.03,931.79,0.04
28,多頭出場,Trailing Stop,2022-12-26 02:00,1222.2,1280.4537,640.23,0.04,2292.57,0.63,640.23,0.04,2176.77,0.14
28,多頭進場,Long,2022-12-26 02:00,1221.7,1280.4537,640.23,0.04,2292.57,0.63,640.23,0.04,2176.77,0.14
27,空頭出場,Trailing Stop,2022-12-22 13:45,1208.5,1256.6527,628.33,0.04,1652.35,0.62,628.33,0.04,0,0
27,空頭進場,Short,2022-12-22 13:45,1209.0,1256.6527,628.33,0.04,1652.35,0.62,628.33,0.04,0,0
26,多頭出場,Trailing Stop,2022-12-22 09:45,1220.1,1381.5669,690.78,0.04,1024.02,0.69,690.78,0.04,0,0
26,多頭進場,Long,2022-12-22 09:45,1219.6,1381.5669,690.78,0.04,1024.02,0.69,690.78,0.04,0,0
25,空頭出場,Trailing Stop,2022-12-21 15:00,1210.3,924.6929,647.29,0.06,333.24,0.65,647.29,0.06,0,0
25,空頭進場,Short,2022-12-21 15:00,1211.0,924.6929,647.29,0.06,333.24,0.65,647.29,0.06,0,0
24,多頭出場,Trailing Stop,2022-12-20 15:30,1222.0,687.2362,687.24,0.08,-314.05,0.69,687.24,0.08,5154.27,0.61
24,多頭進場,Long,2022-12-20 15:00,1221.0,687.2362,687.24,0.08,-314.05,0.69,687.24,0.08,5154.27,0.61
