交易 #,種類,信號,日期/時間,價格 USD,合約,獲利 USD,獲利 %,累計獲利 USD,累計獲利 %,最大交易獲利 USD,最大交易獲利 %,最大交易虧損 USD,最大交易虧損 %
23,空頭出場,Close entry(s) order Short,2022-12-20 01:45,1184.6,760.4995,-15362.09,-1.73,-1001.28,-13.43,0,0,20609.54,2.33
23,空頭進場,Short,2022-12-20 00:15,1164.4,760.4995,-15362.09,-1.73,-1001.28,-13.43,0,0,20609.54,2.33
22,空頭出場,Trailing Stop,2022-12-19 16:15,1178.3,1013.9476,709.76,0.06,14360.81,0.62,709.76,0.06,1520.92,0.13
22,空頭進場,Short,2022-12-19 16:00,1179.0,1013.9476,709.76,0.06,14360.81,0.62,709.76,0.06,1520.92,0.13
21,空頭出場,Trailing Stop,2022-12-19 03:15,1178.8,885.034,708.03,0.07,13651.04,0.63,708.03,0.07,0,0
21,空頭進場,Short,2022-12-19 03:15,1179.6,885.034,708.03,0.07,13651.04,0.63,708.03,0.07,0,0
20,空頭出場,Trailing Stop,2022-12-14 19:15,1312.6,401.2383,1765.45,0.33,12943.02,1.59,1805.57,0.34,481.49,0.09
20,空頭進場,Short,2022-12-14 19:15,1317.0,401.2383,1765.45,0.33,12943.02,1.59,1805.57,0.34,481.49,0.09
19,多頭出場,Trailing Stop,2022-12-13 11:15,1285.9,723.5654,723.57,0.08,11177.57,0.66,723.57,0.08,0,0
19,多頭進場,Long,2022-12-13 11:15,1284.9,723.5654,723.57,0.08,11177.57,0.66,723.57,0.08,0,0
18,多頭出場,Trailing Stop,2022-12-13 10:00,1280.3,827.5828,662.07,0.06,10454.00,0.6,662.07,0.06,3558.61,0.34
18,多頭進場,Long,2022-12-13 10:00,1279.5,827.5828,662.07,0.06,10454.00,0.6,662.07,0.06,3558.61,0.34
17,多頭出場,Trailing Stop,2022-12-12 23:30,1275.8,996.1683,697.32,0.05,9791.94,0.64,697.32,0.05,697.32,0.05
17,多頭進場,Long,2022-12-12 23:30,1275.1,996.1683,697.32,0.05,9791.94,0.64,697.32,0.05,697.32,0.05
16,多頭出場,Trailing Stop,2022-12-12 22:30,1276.1,945.8114,662.07,0.05,9094.62,0.61,662.07,0.05,0,0
16,多頭進場,Long,2022-12-12 22:30,1275.4,945.8114,662.07,0.05,9094.62,0.61,662.07,0.05,0,0
15,多頭出場,Trailing Stop,2022-12-12 21:30,1276.5,922.5002,738.00,0.06,8432.55,0.69,738.00,0.06,1937.25,0.16
15,多頭進場,Long,2022-12-12 21:30,1275.7,922.5002,738.00,0.06,8432.55,0.69,738.00,0.06,1937.25,0.16
14,多頭出場,Trailing Stop,2022-12-11 19:00,1280.4,1841.566,736.63,0.03,7694.55,0.69,736.63,0.03,368.31,0.02
14,多頭進場,Long,2022-12-11 19:00,1280.0,1841.566,736.63,0.03,7694.55,0.69,736.63,0.03,368.31,0.02
13,多頭出場,Trailing Stop,2022-12-09 01:30,1285.2,786.7169,708.05,0.07,6957.92,0.67,708.05,0.07,2674.84,0.26
13,多頭進場,Long,2022-12-09 01:30,1284.3,786.7169,708.05,0.07,6957.92,0.67,708.05,0.07,2674.84,0.26
12,多頭出場,Trailing Stop,2022-12-05 08:30,1303.0,927.2932,649.11,0.05,6249.88,0.61,649.11,0.05,2225.50,0.18
12,多頭進場,Long,2022-12-05 08:30,1302.3,927.2932,649.11,0.05,6249.88,0.61,649.11,0.05,2225.50,0.18
11,空頭出場,Close entry(s) order Short,2022-12-04 06:15,1260.2,998.1887,199.64,0.02,5600.77,0.19,299.46,0.02,998.19,0.08
11,空頭進場,Short,2022-12-04 05:45,1260.4,998.1887,199.64,0.02,5600.77,0.19,299.46,0.02,998.19,0.08
10,空頭出場,Trailing Stop,2022-12-02 13:45,1272.4,571.8774,2573.45,0.35,5401.14,2.5,2630.64,0.36,1486.88,0.2
10,空頭進場,Short,2022-12-02 13:45,1276.9,571.8774,2573.45,0.35,5401.14,2.5,2630.64,0.36,1486.88,0.2
9,多頭出場,Trailing Stop,2022-11-30 00:45,1281.1,364.8655,3356.76,0.72,2827.69,3.37,3393.25,0.73,2262.17,0.49
9,多頭進場,Long,2022-11-30 00:45,1271.9,364.8655,3356.76,0.72,2827.69,3.37,3393.25,0.73,2262.17,0.49
8,多頭出場,Trailing Stop,2022-11-29 23:00,1223.1,776.2143,620.97,0.07,-529.08,0.63,620.97,0.07,1397.19,0.15
8,多頭進場,Long,2022-11-29 23:00,1222.3,776.2143,620.97,0.07,-529.08,0.63,620.97,0.07,1397.19,0.15
7,多頭出場,Trailing Stop,2022-11-29 21:00,1223.2,644.0034,644.00,0.08,-1150.05,0.66,644.00,0.08,837.20,0.11
7,多頭進場,Long,2022-11-29 21:00,1222.2,644.0034,644.00,0.08,-1150.05,0.66,644.00,0.08,837.20,0.11
6,空頭出場,Trailing Stop,2022-11-26 15:00,1212.9,737.3766,589.90,0.07,-1794.05,0.6,589.90,0.07,958.59,0.11
6,空頭進場,Short,2022-11-26 15:00,1213.7,737.3766,589.90,0.07,-1794.05,0.6,589.90,0.07,958.59,0.11
5,空頭出場,Trailing Stop,2022-11-25 15:45,1186.1,712.2602,641.03,0.08,-2383.95,0.66,641.03,0.08,0,0
5,空頭進場,Short,2022-11-25 15:45,1187.0,712.2602,641.03,0.08,-2383.95,0.66,641.03,0.08,0,0
4,空頭出場,Trailing Stop,2022-11-20 20:15,1179.4,692.2868,623.06,0.08,-3024.99,0.65,623.06,0.08,484.60,0.06
4,空頭進場,Short,2022-11-20 20:15,1180.3,692.2868,623.06,0.08,-3024.99,0.65,623.06,0.08,484.60,0.06
3,多頭出場,Close entry(s) order Long,2022-11-18 04:30,1216.3,503.1272,-6138.15,-0.99,-3648.04,-5.99,553.44,0.09,6188.46,1
3,多頭進場,Long,2022-11-18 02:45,1228.5,503.1272,-6138.15,-0.99,-3648.04,-5.99,553.44,0.09,6188.46,1
2,空頭出場,Trailing Stop,2022-11-13 14:15,1236.6,427.5795,1325.50,0.25,2490.11,1.31,1368.25,0.26,1325.50,0.25
2,空頭進場,Short,2022-11-13 14:00,1239.7,427.5795,1325.50,0.25,2490.11,1.31,1368.25,0.26,1325.50,0.25
1,空頭出場,Trailing Stop,2022-11-07 21:45,1574.4,447.9276,1164.61,0.16,1164.61,1.16,1209.40,0.17,0,0
1,空頭進場,Short,2022-11-07 21:45,1577.0,447.9276,1164.61,0.16,1164.61,1.16,1209.40,0.17,0,0
