交易 #,種類,信號,日期/時間,價格 USDT,合約,獲利 USDT,獲利 %,累計獲利 USDT,累計獲利 %,最大交易獲利 USDT,最大交易獲利 %,最大交易虧損 USDT,最大交易虧損 %
302,多頭進場,Long,2023-10-23 17:45,31020.32,320678.02788,86073189.46,0.87,1581487510.33,5.76,86159772.53,0.87,15947318.33,0.16
301,多頭出場,Trailing Stop,2023-10-23 02:30,30637.58,430176.6227,96054138.08,0.73,1495414320.86,6.86,96135871.64,0.73,63317697.10,0.48
301,多頭進場,Long,2023-10-23 02:30,30414.29,430176.6227,96054138.08,0.73,1495414320.86,6.86,96135871.64,0.73,63317697.10,0.48
300,多頭出場,Trailing Stop,2023-10-21 18:45,30179.85,515123.04412,54190944.24,0.35,1399360182.78,4.03,54268212.70,0.35,12579304.74,0.08
300,多頭進場,Long,2023-10-21 18:45,30074.65,515123.04412,54190944.24,0.35,1399360182.78,4.03,54268212.70,0.35,12579304.74,0.08
299,多頭出場,Trailing Stop,2023-10-20 06:45,29224.78,356706.7906,7990232.11,0.08,1345169238.54,0.6,8068707.60,0.08,4854779.42,0.05
299,多頭進場,Long,2023-10-20 06:45,29202.38,356706.7906,7990232.11,0.08,1345169238.54,0.6,8068707.60,0.08,4854779.42,0.05
298,多頭出場,Trailing Stop,2023-10-20 03:45,29122.86,515643.03016,109006936.58,0.73,1337179006.43,8.87,109079126.60,0.73,0,0
298,多頭進場,Long,2023-10-20 03:45,28911.46,515643.03016,109006936.58,0.73,1337179006.43,8.87,109079126.60,0.73,0,0
297,多頭出場,Trailing Stop,2023-10-16 02:15,27249.87,594085.0184,30613201.00,0.19,1228172069.85,2.56,30684491.20,0.19,5940.85,0
297,多頭進場,Long,2023-10-16 02:15,27198.34,594085.0184,30613201.00,0.19,1228172069.85,2.56,30684491.20,0.19,5940.85,0
296,空頭出場,Trailing Stop,2023-10-15 15:00,26857.20,1382285.8121,5418560.38,0.01,1197558868.86,0.45,5487674.67,0.01,0,0
296,空頭進場,Short,2023-10-15 15:00,26861.12,1382285.8121,5418560.38,0.01,1197558868.86,0.45,5487674.67,0.01,0,0
295,空頭出場,Trailing Stop,2023-10-14 08:00,26841.82,1066285.56452,12784763.92,0.04,1192140308.47,1.08,12848741.05,0.04,24652522.25,0.09
295,空頭進場,Short,2023-10-14 07:30,26853.81,1066285.56452,12784763.92,0.04,1192140308.47,1.08,12848741.05,0.04,24652522.25,0.09
294,空頭出場,Trailing Stop,2023-10-14 00:00,26764.82,394807.77947,25694090.29,0.24,1179355544.55,2.23,25761207.61,0.24,9909675.26,0.09
294,空頭進場,Short,2023-10-14 00:00,26829.90,394807.77947,25694090.29,0.24,1179355544.55,2.23,25761207.61,0.24,9909675.26,0.09
293,空頭出場,Trailing Stop,2023-10-13 10:00,26781.02,972136.86587,14572331.62,0.06,1153661454.27,1.28,14640381.20,0.06,12987748.53,0.05
293,空頭進場,Short,2023-10-13 10:00,26796.01,972136.86587,14572331.62,0.06,1153661454.27,1.28,14640381.20,0.06,12987748.53,0.05
292,空頭出場,Trailing Stop,2023-10-08 23:15,27810.09,695142.5693,9148076.21,0.05,1139089122.65,0.81,9210639.04,0.05,0,0
292,空頭進場,Short,2023-10-08 23:15,27823.25,695142.5693,9148076.21,0.05,1139089122.65,0.81,9210639.04,0.05,0,0
291,空頭出場,Trailing Stop,2023-10-08 05:15,27962.07,850151.32986,5202926.14,0.02,1129941046.43,0.46,5262436.73,0.02,0,0
291,空頭進場,Short,2023-10-08 05:15,27968.19,850151.32986,5202926.14,0.02,1129941046.43,0.46,5262436.73,0.02,0,0
290,多頭出場,Trailing Stop,2023-10-06 16:45,28044.63,279231.8657,25027552.12,0.32,1124738120.30,2.28,25091775.45,0.32,17002428.30,0.22
290,多頭進場,Long,2023-10-06 16:45,27955.00,279231.8657,25027552.12,0.32,1124738120.30,2.28,25091775.45,0.32,17002428.30,0.22
289,空頭出場,Trailing Stop,2023-10-06 13:45,27207.75,444513.98583,143404656.97,1.17,1099710568.17,14.99,143457998.65,1.17,3840600.84,0.03
289,空頭進場,Short,2023-10-06 13:45,27530.36,444513.98583,143404656.97,1.17,1099710568.17,14.99,143457998.65,1.17,3840600.84,0.03
288,空頭出場,Trailing Stop,2023-10-05 16:30,27403.79,265567.40267,70601094.00,0.96,956305911.20,7.97,70654207.48,0.96,0,0
288,空頭進場,Short,2023-10-05 16:30,27669.64,265567.40267,70601094.00,0.96,956305911.20,7.97,70654207.48,0.96,0,0
287,多頭出場,Trailing Stop,2023-10-05 15:00,28018.81,369026.79867,9613148.11,0.09,885704817.21,1.1,9664811.86,0.09,0,0
287,多頭進場,Long,2023-10-05 15:00,27992.76,369026.79867,9613148.11,0.09,885704817.21,1.1,9664811.86,0.09,0,0
286,多頭出場,Trailing Stop,2023-10-05 14:15,28060.91,493946.52822,103486737.13,0.75,876091669.10,13.39,103531192.31,0.75,691525.14,0.01
286,多頭進場,Long,2023-10-05 14:15,27851.40,493946.52822,103486737.13,0.75,876091669.10,13.39,103531192.31,0.75,691525.14,0.01
285,空頭出場,Trailing Stop,2023-10-04 15:00,27368.12,388299.55594,20141097.97,0.19,772604931.97,2.68,20183810.92,0.19,16343528.31,0.15
285,空頭進場,Short,2023-10-04 15:00,27419.99,388299.55594,20141097.97,0.19,772604931.97,2.68,20183810.92,0.19,16343528.31,0.15
284,空頭出場,Trailing Stop,2023-10-02 17:00,27853.73,174147.17287,30052577.62,0.62,752463834.01,4.16,30094372.94,0.62,7131326.73,0.15
284,空頭進場,Short,2023-10-02 17:00,28026.30,174147.17287,30052577.62,0.62,752463834.01,4.16,30094372.94,0.62,7131326.73,0.15
283,多頭出場,Close entry(s) order Long,2023-10-02 15:00,28544.00,243624.12294,28635579.41,0.41,722411256.38,4.13,28635579.41,0.41,24815553.16,0.36
283,多頭進場,Long,2023-10-02 14:45,28426.46,243624.12294,28635579.41,0.41,722411256.38,4.13,28635579.41,0.41,24815553.16,0.36
282,多頭出場,Trailing Stop,2023-10-01 23:30,28065.33,212391.83669,41042598.52,0.69,693775676.97,6.29,41080829.05,0.69,11964032.16,0.2
282,多頭進場,Long,2023-10-01 23:30,27872.09,212391.83669,41042598.52,0.69,693775676.97,6.29,41080829.05,0.69,11964032.16,0.2
281,空頭出場,Trailing Stop,2023-10-01 15:45,27093.96,448159.6108,8295434.40,0.07,652733078.45,1.29,8331287.16,0.07,0,0
281,空頭進場,Short,2023-10-01 15:45,27112.47,448159.6108,8295434.40,0.07,652733078.45,1.29,8331287.16,0.07,0,0
280,空頭出場,Trailing Stop,2023-09-29 16:00,26847.27,183780.67172,11183053.87,0.23,644437644.06,1.77,11219810.01,0.23,4739703.52,0.1
280,空頭進場,Short,2023-09-29 16:00,26908.12,183780.67172,11183053.87,0.23,644437644.06,1.77,11219810.01,0.23,4739703.52,0.1
279,多頭出場,Trailing Stop,2023-09-28 15:45,26913.32,238690.06077,28871949.75,0.45,633254590.18,4.78,28907753.26,0.45,5652180.64,0.09
279,多頭進場,Long,2023-09-28 15:45,26792.36,238690.06077,28871949.75,0.45,633254590.18,4.78,28907753.26,0.45,5652180.64,0.09
278,空頭出場,Trailing Stop,2023-09-27 15:30,26169.57,178865.05897,30303318.29,0.64,604382640.43,5.28,30337302.65,0.64,0,0
278,空頭進場,Short,2023-09-27 15:30,26338.99,178865.05897,30303318.29,0.64,604382640.43,5.28,30337302.65,0.64,0,0
277,多頭出場,Trailing Stop,2023-09-27 11:00,26442.62,569565.387,25533616.30,0.17,574079322.14,4.65,25562094.57,0.17,17781831.38,0.12
277,多頭進場,Long,2023-09-27 11:00,26397.79,569565.387,25533616.30,0.17,574079322.14,4.65,25562094.57,0.17,17781831.38,0.12
276,多頭出場,Trailing Stop,2023-09-19 17:00,27468.73,125265.12968,5823575.88,0.17,548545705.84,1.07,5856144.81,0.17,0,0
276,多頭進場,Long,2023-09-19 17:00,27422.24,125265.12968,5823575.88,0.17,548545705.84,1.07,5856144.81,0.17,0,0
275,空頭出場,Trailing Stop,2023-09-19 15:00,26881.57,155760.47364,13583870.91,0.32,542722129.96,2.57,13615023.00,0.32,0,0
275,空頭進場,Short,2023-09-19 15:00,26968.78,155760.47364,13583870.91,0.32,542722129.96,2.57,13615023.00,0.32,0,0
274,多頭出場,Trailing Stop,2023-09-19 10:30,27465.88,225950.61035,44236610.49,0.72,529138259.06,9.12,44263724.57,0.72,2259.51,0
274,多頭進場,Long,2023-09-19 10:30,27270.10,225950.61035,44236610.49,0.72,529138259.06,9.12,44263724.57,0.72,2259.51,0
273,空頭出場,Trailing Stop,2023-09-18 18:30,26670.12,145456.82354,34161989.58,0.87,484901648.56,7.58,34188171.80,0.87,6314280.71,0.16
273,空頭進場,Short,2023-09-18 18:30,26904.98,145456.82354,34161989.58,0.87,484901648.56,7.58,34188171.80,0.87,6314280.71,0.16
272,多頭出場,Trailing Stop,2023-09-18 08:30,26799.90,258945.09347,15083551.69,0.22,450739658.98,3.46,15109446.20,0.22,0,0
272,多頭進場,Long,2023-09-18 08:30,26741.65,258945.09347,15083551.69,0.22,450739658.98,3.46,15109446.20,0.22,0,0
271,多頭出場,Trailing Stop,2023-09-18 04:00,26668.09,204934.14654,1018522.71,0.02,435656107.29,0.23,1043114.81,0.02,0,0
271,多頭進場,Long,2023-09-18 04:00,26663.12,204934.14654,1018522.71,0.02,435656107.29,0.23,1043114.81,0.02,0,0
270,多頭出場,Trailing Stop,2023-09-18 03:30,26749.90,232781.23345,22637974.95,0.36,434637584.58,5.49,22661253.08,0.37,15221564.86,0.25
270,多頭進場,Long,2023-09-18 03:30,26652.65,232781.23345,22637974.95,0.36,434637584.58,5.49,22661253.08,0.37,15221564.86,0.25
269,多頭出場,Trailing Stop,2023-09-15 23:45,26847.61,197350.06084,26677781.22,0.51,411999609.63,6.92,26699489.73,0.51,5438967.68,0.1
269,多頭進場,Long,2023-09-15 23:45,26712.43,197350.06084,26677781.22,0.51,411999609.63,6.92,26699489.73,0.51,5438967.68,0.1
268,多頭出場,Trailing Stop,2023-09-14 13:00,26507.43,253302.86186,15522399.37,0.23,385321828.40,4.2,15542663.60,0.23,4934339.75,0.07
268,多頭進場,Long,2023-09-14 13:00,26446.15,253302.86186,15522399.37,0.23,385321828.40,4.2,15542663.60,0.23,4934339.75,0.07
267,多頭出場,Trailing Stop,2023-09-14 02:00,26541.64,165127.7608,3243109.22,0.07,369799429.03,0.88,3264575.83,0.07,0,0
267,多頭進場,Long,2023-09-14 02:00,26522.00,165127.7608,3243109.22,0.07,369799429.03,0.88,3264575.83,0.07,0,0
266,多頭出場,Trailing Stop,2023-09-12 04:30,25911.88,113622.67649,4856233.19,0.17,366556319.81,1.34,4877821.50,0.17,0,0
266,多頭進場,Long,2023-09-12 04:30,25869.14,113622.67649,4856233.19,0.17,366556319.81,1.34,4877821.50,0.17,0,0
265,空頭出場,Trailing Stop,2023-09-11 10:30,25663.89,251900.47512,2254509.25,0.03,361700086.61,0.63,2274661.29,0.04,0,0
265,空頭進場,Short,2023-09-11 10:30,25672.84,251900.47512,2254509.25,0.03,361700086.61,0.63,2274661.29,0.04,0,0
264,空頭出場,Trailing Stop,2023-09-11 01:45,25652.89,181273.39512,9558546.12,0.21,359445577.36,2.73,9578486.20,0.21,5131849.82,0.11
264,空頭進場,Short,2023-09-11 01:45,25705.62,181273.39512,9558546.12,0.21,359445577.36,2.73,9578486.20,0.21,5131849.82,0.11
263,空頭出場,Trailing Stop,2023-09-10 18:15,25693.27,263791.61648,7452113.17,0.11,349887031.24,2.18,7470578.58,0.11,2139350.01,0.03
263,空頭進場,Short,2023-09-10 18:15,25721.52,263791.61648,7452113.17,0.11,349887031.24,2.18,7470578.58,0.11,2139350.01,0.03
262,空頭出場,Trailing Stop,2023-09-05 18:00,25715.64,145500.13133,5524639.99,0.15,342434918.07,1.64,5543555.00,0.15,1455.00,0
262,空頭進場,Short,2023-09-05 18:00,25753.61,145500.13133,5524639.99,0.15,342434918.07,1.64,5543555.00,0.15,1455.00,0
261,空頭出場,Trailing Stop,2023-09-05 16:30,25671.54,149232.04706,3436814.04,0.09,336910278.09,1.03,3456214.21,0.09,0,0
261,空頭進場,Short,2023-09-05 16:30,25694.57,149232.04706,3436814.04,0.09,336910278.09,1.03,3456214.21,0.09,0,0
260,空頭出場,Trailing Stop,2023-09-03 14:00,25807.40,227745.05904,20194154.39,0.34,333473464.04,6.44,20212373.99,0.34,1796908.52,0.03
260,空頭進場,Short,2023-09-03 14:00,25896.07,227745.05904,20194154.39,0.34,333473464.04,6.44,20212373.99,0.34,1796908.52,0.03
259,多頭出場,Trailing Stop,2023-09-03 13:45,26054.78,294655.82938,8188485.50,0.11,313279309.66,2.68,8206164.85,0.11,0,0
259,多頭進場,Long,2023-09-03 13:45,26026.99,294655.82938,8188485.50,0.11,313279309.66,2.68,8206164.85,0.11,0,0
258,多頭出場,Trailing Stop,2023-08-29 15:15,27199.91,118454.61292,119629682.68,3.86,305090824.16,64.47,119640343.60,3.86,965405.10,0.03
258,多頭進場,Long,2023-08-29 15:15,26189.99,118454.61292,119629682.68,3.86,305090824.16,64.47,119640343.60,3.86,965405.10,0.03
257,空頭出場,Trailing Stop,2023-08-28 20:30,25967.31,104300.77038,830234.13,0.03,185461141.48,0.45,840664.21,0.03,0,0
257,空頭進場,Short,2023-08-28 20:30,25975.27,104300.77038,830234.13,0.03,185461141.48,0.45,840664.21,0.03,0,0
256,多頭出場,Trailing Stop,2023-08-28 13:30,26217.56,111342.76662,5581612.89,0.19,184630907.35,3.12,5591633.74,0.19,0,0
256,多頭進場,Long,2023-08-28 13:30,26167.43,111342.76662,5581612.89,0.19,184630907.35,3.12,5591633.74,0.19,0,0
255,空頭出場,Trailing Stop,2023-08-27 19:00,26037.32,197866.76454,5492781.38,0.11,179049294.45,3.16,5502674.72,0.11,4202690.08,0.08
255,空頭進場,Short,2023-08-27 19:00,26065.08,197866.76454,5492781.38,0.11,179049294.45,3.16,5502674.72,0.11,4202690.08,0.08
254,多頭出場,Trailing Stop,2023-08-27 15:15,26172.18,323175.24806,12868838.38,0.15,173556513.07,8,12875301.88,0.15,6844851.75,0.08
254,多頭進場,Long,2023-08-27 15:15,26132.36,323175.24806,12868838.38,0.15,173556513.07,8,12875301.88,0.15,6844851.75,0.08
253,多頭出場,Trailing Stop,2023-08-23 21:30,26659.79,44043.2977,100859.15,0.01,160687674.69,0.06,110108.24,0.01,0,0
253,多頭進場,Long,2023-08-23 21:30,26657.50,44043.2977,100859.15,0.01,160687674.69,0.06,110108.24,0.01,0,0
252,多頭出場,Trailing Stop,2023-08-21 22:45,26212.98,80242.43377,1042349.21,0.05,160586815.54,0.65,1051175.88,0.05,0,0
252,多頭進場,Long,2023-08-21 22:45,26199.99,80242.43377,1042349.21,0.05,160586815.54,0.65,1051175.88,0.05,0,0
251,空頭出場,Trailing Stop,2023-08-21 06:45,26096.55,112537.56876,2189981.09,0.07,159544466.33,1.39,2198984.09,0.07,0,0
251,空頭進場,Short,2023-08-21 06:45,26116.01,112537.56876,2189981.09,0.07,159544466.33,1.39,2198984.09,0.07,0,0
250,多頭出場,Trailing Stop,2023-08-20 21:45,26298.92,106087.76484,3658967.01,0.13,157354485.24,2.38,3667454.03,0.13,0,0
250,多頭進場,Long,2023-08-20 21:45,26264.43,106087.76484,3658967.01,0.13,157354485.24,2.38,3667454.03,0.13,0,0
249,空頭出場,Trailing Stop,2023-08-18 00:30,26459.42,12036.98507,2149564.79,0.67,153695518.23,1.42,2158592.53,0.67,1059254.69,0.33
249,空頭進場,Short,2023-08-18 00:30,26638.00,12036.98507,2149564.79,0.67,153695518.23,1.42,2158592.53,0.67,1059254.69,0.33
248,空頭出場,Trailing Stop,2023-08-14 19:15,29290.13,66960.18413,2411236.23,0.12,151545953.44,1.62,2419941.05,0.12,0,0
248,空頭進場,Short,2023-08-14 19:15,29326.14,66960.18413,2411236.23,0.12,151545953.44,1.62,2419941.05,0.12,0,0
247,多頭出場,Trailing Stop,2023-08-14 16:30,29665.91,89917.76932,2330668.58,0.09,149134717.21,1.59,2338761.18,0.09,0,0
247,多頭進場,Long,2023-08-14 16:30,29639.99,89917.76932,2330668.58,0.09,149134717.21,1.59,2338761.18,0.09,0,0
246,多頭出場,Trailing Stop,2023-08-14 04:30,29429.85,79941.59696,2466198.27,0.1,146804048.62,1.71,2474192.43,0.11,2423029.80,0.1
246,多頭進場,Long,2023-08-14 04:30,29399.00,79941.59696,2466198.27,0.1,146804048.62,1.71,2474192.43,0.11,2423029.80,0.1
245,空頭出場,Close entry(s) order Short,2023-08-13 23:00,29367.20,297635.1072,1553655.26,0.02,144337850.36,1.09,1553655.26,0.02,616104.67,0.01
245,空頭進場,Short,2023-08-13 22:45,29372.42,297635.1072,1553655.26,0.02,144337850.36,1.09,1553655.26,0.02,616104.67,0.01
244,空頭出場,Trailing Stop,2023-08-09 03:45,29650.52,59016.39607,2469836.18,0.14,142784195.10,1.76,2478098.47,0.14,785508.23,0.04
244,空頭進場,Short,2023-08-09 03:45,29692.37,59016.39607,2469836.18,0.14,142784195.10,1.76,2478098.47,0.14,785508.23,0.04
243,多頭出場,Trailing Stop,2023-08-07 19:15,29181.84,48801.65514,2820247.65,0.2,140314358.92,2.05,2828055.92,0.2,294762.00,0.02
243,多頭進場,Long,2023-08-07 19:15,29124.05,48801.65514,2820247.65,0.2,140314358.92,2.05,2828055.92,0.2,294762.00,0.02
242,多頭出場,Trailing Stop,2023-08-07 02:30,29204.93,107883.97804,3061747.30,0.1,137494111.27,2.28,3069299.18,0.1,0,0
242,多頭進場,Long,2023-08-07 02:30,29176.55,107883.97804,3061747.30,0.1,137494111.27,2.28,3069299.18,0.1,0,0
241,多頭出場,Trailing Stop,2023-08-06 22:00,29199.96,180839.7045,11606292.23,0.22,134432363.98,9.44,11613525.82,0.22,1808.40,0
241,多頭進場,Long,2023-08-06 22:00,29135.78,180839.7045,11606292.23,0.22,134432363.98,9.44,11613525.82,0.22,1808.40,0
240,多頭出場,Trailing Stop,2023-08-02 00:15,29469.87,54358.61818,4987946.80,0.31,122826071.74,4.23,4995013.42,0.31,2651613.39,0.17
240,多頭進場,Long,2023-08-02 00:15,29378.11,54358.61818,4987946.80,0.31,122826071.74,4.23,4995013.42,0.31,2651613.39,0.17
239,多頭出場,Trailing Stop,2023-08-01 20:00,29334.85,45941.77509,2887899.98,0.21,117838124.94,2.51,2894791.25,0.22,1864776.65,0.14
239,多頭進場,Long,2023-08-01 20:00,29271.99,45941.77509,2887899.98,0.21,117838124.94,2.51,2894791.25,0.22,1864776.65,0.14
238,多頭出場,Trailing Stop,2023-07-31 01:45,29529.89,60106.94776,2449959.19,0.14,114950224.95,2.18,2456570.95,0.14,0,0
238,多頭進場,Long,2023-07-31 01:45,29489.13,60106.94776,2449959.19,0.14,114950224.95,2.18,2456570.95,0.14,0,0
237,空頭出場,Trailing Stop,2023-07-30 21:00,29033.31,77640.46443,13118909.27,0.58,112500265.76,13.19,13124344.11,0.58,0,0
237,空頭進場,Short,2023-07-30 21:00,29202.28,77640.46443,13118909.27,0.58,112500265.76,13.19,13124344.11,0.58,0,0
236,多頭出場,Trailing Stop,2023-07-30 16:00,29448.96,121202.96785,6925537.58,0.19,99381356.49,7.48,6930385.70,0.19,1212.03,0
236,多頭進場,Long,2023-07-30 16:00,29391.82,121202.96785,6925537.58,0.19,99381356.49,7.48,6930385.70,0.19,1212.03,0
235,空頭出場,Trailing Stop,2023-07-28 18:45,29194.16,47403.29753,598703.65,0.04,92455818.91,0.65,603918.01,0.04,0,0
235,空頭進場,Short,2023-07-28 18:45,29206.79,47403.29753,598703.65,0.04,92455818.91,0.65,603918.01,0.04,0,0
234,空頭出場,Trailing Stop,2023-07-26 20:15,29226.16,33238.31588,1290643.81,0.13,91857115.26,1.42,1295961.94,0.13,0,0
234,空頭進場,Short,2023-07-26 20:15,29264.99,33238.31588,1290643.81,0.13,91857115.26,1.42,1295961.94,0.13,0,0
233,空頭出場,Trailing Stop,2023-07-26 07:45,29187.72,62340.33177,1362136.25,0.07,90566471.45,1.53,1367123.48,0.08,1117762.15,0.06
233,空頭進場,Short,2023-07-26 07:45,29209.57,62340.33177,1362136.25,0.07,90566471.45,1.53,1367123.48,0.08,1117762.15,0.06
232,多頭出場,Trailing Stop,2023-07-23 06:30,29979.48,75536.49452,1064309.21,0.05,89204335.20,1.21,1069596.76,0.05,0,0
232,多頭進場,Long,2023-07-23 06:30,29965.39,75536.49452,1064309.21,0.05,89204335.20,1.21,1069596.76,0.05,0,0
231,空頭出場,Trailing Stop,2023-07-22 06:15,29868.06,82871.15905,400267.70,0.02,88140026.00,0.46,405239.97,0.02,0,0
231,空頭進場,Short,2023-07-22 06:15,29872.89,82871.15905,400267.70,0.02,88140026.00,0.46,405239.97,0.02,0,0
230,空頭出場,Trailing Stop,2023-07-20 15:45,29627.20,30605.77339,5372843.52,0.59,87739758.30,6.52,5377740.44,0.59,1854403.81,0.2
230,空頭進場,Short,2023-07-20 15:45,29802.75,30605.77339,5372843.52,0.59,87739758.30,6.52,5377740.44,0.59,1854403.81,0.2
229,多頭出場,Trailing Stop,2023-07-20 08:30,30220.05,39907.34257,437384.47,0.04,82366914.78,0.53,442173.36,0.04,0,0
229,多頭進場,Long,2023-07-20 08:30,30209.09,39907.34257,437384.47,0.04,82366914.78,0.53,442173.36,0.04,0,0
228,多頭出場,Trailing Stop,2023-07-20 06:45,30169.90,47740.43662,1189214.28,0.08,81929530.30,1.47,1193988.32,0.08,0,0
228,多頭進場,Long,2023-07-20 06:45,30144.99,47740.43662,1189214.28,0.08,81929530.30,1.47,1193988.32,0.08,0,0
227,空頭出場,Trailing Stop,2023-07-17 18:45,30003.16,28216.80569,2014397.76,0.24,80740316.03,2.56,2018912.45,0.24,633467.29,0.07
227,空頭進場,Short,2023-07-17 18:45,30074.55,28216.80569,2014397.76,0.24,80740316.03,2.56,2018912.45,0.24,633467.29,0.07
226,空頭出場,Trailing Stop,2023-07-17 18:00,30030.46,32332.92333,2378086.51,0.24,78725918.27,3.11,2382289.79,0.24,1689071.91,0.17
226,空頭進場,Short,2023-07-17 17:45,30104.01,32332.92333,2378086.51,0.24,78725918.27,3.11,2382289.79,0.24,1689071.91,0.17
225,空頭出場,Trailing Stop,2023-07-17 13:15,30032.12,35829.65114,2143688.03,0.2,76347831.76,2.89,2147987.59,0.2,977074.59,0.09
225,空頭進場,Short,2023-07-17 13:15,30091.95,35829.65114,2143688.03,0.2,76347831.76,2.89,2147987.59,0.2,977074.59,0.09
224,空頭出場,Trailing Stop,2023-07-17 10:15,30220.59,68313.43917,571783.49,0.03,74204143.73,0.78,575882.29,0.03,0,0
224,空頭進場,Short,2023-07-17 10:15,30228.96,68313.43917,571783.49,0.03,74204143.73,0.78,575882.29,0.03,0,0
223,多頭出場,Trailing Stop,2023-07-13 18:45,31199.74,16483.00566,1136503.24,0.22,73632360.25,1.57,1140788.82,0.22,1057384.81,0.21
223,多頭進場,Long,2023-07-13 18:45,31130.79,16483.00566,1136503.24,0.22,73632360.25,1.57,1140788.82,0.22,1057384.81,0.21
222,多頭出場,Trailing Stop,2023-07-13 16:30,30999.84,24700.83893,4516301.39,0.59,72495857.01,6.63,4520253.52,0.59,1623833.15,0.21
222,多頭進場,Long,2023-07-13 16:30,30817.00,24700.83893,4516301.39,0.59,72495857.01,6.63,4520253.52,0.59,1623833.15,0.21
221,空頭出場,Trailing Stop,2023-07-12 16:45,30472.22,17643.19325,1161451.41,0.22,67979555.62,1.74,1165332.91,0.22,1040948.40,0.19
221,空頭進場,Short,2023-07-12 16:45,30538.05,17643.19325,1161451.41,0.22,67979555.62,1.74,1165332.91,0.22,1040948.40,0.19
220,空頭出場,Trailing Stop,2023-07-12 14:30,30461.77,20827.62758,4087213.64,0.64,66818104.20,6.51,4090962.61,0.64,1605185.26,0.25
220,空頭進場,Short,2023-07-12 14:30,30658.01,20827.62758,4087213.64,0.64,66818104.20,6.51,4090962.61,0.64,1605185.26,0.25
219,多頭出場,Trailing Stop,2023-07-12 13:30,30983.15,33229.81889,6152168.67,0.6,62730890.57,10.85,6155491.65,0.6,3559245.90,0.35
