time,value
2023-07-24,50173.348374440466
2023-07-25,50084.47587745108
2023-07-26,50583.40090954533
2023-07-27,49985.91113240085
2023-07-28,50179.409109031796
2023-07-31,49640.94909126268
2023-08-01,49498.99343707582
2023-08-02,49737.01574936635
2023-08-03,49457.321466855814
2023-08-04,48738.167101105835
2023-08-07,49195.060745404255
2023-08-08,48848.85426067675
2023-08-09,48879.351244693986
2023-08-10,48787.62504000762
2023-08-11,48943.336526103565
2023-08-14,48756.523383047854
2023-08-15,48324.9304790179
2023-08-16,48314.181344501645
2023-08-17,48078.97712815031
2023-08-18,48173.98133882722
2023-08-21,47822.6168842395
2023-08-22,47487.43119068811
2023-08-23,47916.452496008795
2023-08-24,47728.698544208586
2023-08-25,48143.75565621793
2023-08-28,48319.756882493624
2023-08-29,48375.41107947337
2023-08-30,48378.10882429588
2023-08-31,47871.05534850254
2023-09-01,47333.18633656994
2023-09-05,46978.176931531016
2023-09-06,47024.159502303795
2023-09-07,46992.55368538151
2023-09-08,46981.4277816868
2023-09-11,47512.99479652557
2023-09-12,47130.19141396177
2023-09-13,47306.46015595697
2023-09-14,47702.77125256317
2023-09-15,47290.13033767216
2023-09-18,47490.89385823359
2023-09-19,47346.02094312998
2023-09-20,47499.79393544275
2023-09-21,46746.37018706228
2023-09-22,46771.58158235287
2023-09-25,46360.52343396523
2023-09-26,45947.807677578385
2023-09-27,45378.94178092298
2023-09-28,45295.62234978605
2023-09-29,45383.79952377461
2023-10-02,45101.491403926404
2023-10-03,44647.646400668156
2023-10-04,44838.54097765091
2023-10-05,42621.17731925101
2023-10-06,43052.77767177455
2023-10-09,43040.43242265861
2023-10-10,43934.38786558435
2023-10-11,43598.480562322424
2023-10-12,42675.04982284539
2023-10-13,42945.27182702046
2023-10-16,43325.635026126554
2023-10-17,43542.29727048052
2023-10-18,43765.818835530605
2023-10-19,43718.94589341821
2023-10-20,43719.500913805045
2023-10-23,43561.967741412554
2023-10-24,44472.33672187741
2023-10-25,44654.6286405947
2023-10-26,44394.26725882766
2023-10-27,43923.75455686312
2023-10-30,44653.393777528494
2023-10-31,44924.58276714727
2023-11-01,45181.88042350424
2023-11-02,45709.78804956769
2023-11-03,45580.14071318304
2023-11-06,45654.75513061236
2023-11-07,45802.911245798874
2023-11-08,45805.066275005986
2023-11-09,45465.34757077737
2023-11-10,45594.67888169894
2023-11-13,45795.53484512354
2023-11-14,45912.6523554646
2023-11-15,45833.326233099426
2023-11-16,45883.90727322746
2023-11-17,45787.32112308411
2023-11-20,45796.78723834107
2023-11-21,46213.44571585002
2023-11-22,46572.124080702546
2023-11-24,46643.897670549144
2023-11-27,46430.79565697806
2023-11-28,46560.2079604454
2023-11-29,46161.98176267942
2023-11-30,46781.205552536056
2023-12-01,46910.997776276534
2023-12-04,46974.718097749006
2023-12-05,46786.35380278725
2023-12-06,46692.24461725154
2023-12-07,46715.9628669114
2023-12-08,46337.67538730482
2023-12-11,46869.84186892568
2023-12-12,47084.75074726831
2023-12-13,47923.68457135213
2023-12-14,46979.973686890335
