time,test_value
2008-10-14,9992.668317838448
2008-10-15,9996.597742892392
2008-10-16,9997.333350361625
2008-10-17,9993.967742892391
2008-10-20,9994.757535854711
2008-10-21,9995.803062888595
2008-10-22,9996.123829483338
2008-10-23,9992.516608389275
2008-10-24,9991.898333227444
2008-10-27,9991.1615758661
2008-10-28,9993.738973219852
2008-10-29,9992.263174101934
2008-10-30,9991.514691902421
2008-10-31,9990.610410584992
2008-11-03,9992.423733658994
2008-11-04,9992.463062888595
2008-11-05,9991.682120034166
2008-11-06,9993.484883551107
2008-11-07,9995.832775415567
2008-11-10,9995.99820662511
2008-11-11,9993.157455419365
2008-11-12,9994.163174101934
2008-11-13,9995.635251459482
2008-11-14,9995.659260692879
2008-11-17,9994.520506409335
2008-11-18,9993.57108135539
2008-11-19,9992.630042676616
2008-11-20,9992.459003997843
2008-11-21,9992.932982453249
2008-11-24,9993.844021132023
2008-11-25,9995.244212780708
2008-11-26,9994.833829483337
2008-11-28,9995.467056732998
2008-12-01,9994.435075199792
2008-12-02,9992.975554321505
2008-12-03,9996.917919152082
2008-12-04,9996.427072121993
2008-12-05,9997.368110800768
2008-12-08,9997.138110800768
2008-12-09,9996.616976297651
2008-12-10,9996.656401351594
2008-12-11,9995.170218936306
2008-12-12,9996.40231168285
2008-12-15,9996.69430860505
2008-12-16,9997.307535854712
2008-12-17,9995.59620970291
2008-12-18,9994.729069044195
2008-12-19,9994.147455419365
2008-12-22,9994.84469190242
2008-12-23,9993.320506409334
2008-12-24,9993.14536267282
2008-12-26,9993.904787726764
2008-12-29,9994.102503331535
2008-12-30,9994.169356517223
2008-12-31,9994.831449263766
2009-01-02,9994.63820662511
2009-01-05,9994.26125761508
2009-01-06,9992.95964399025
2009-01-07,9995.159356517222
2009-01-08,9996.286497175937
2009-01-09,9995.927263770678
2009-01-12,9995.678317838448
2009-01-13,9995.325458497164
2009-01-14,9994.18213542316
2009-01-15,9995.95374904799
2009-01-16,9995.893174101935
2009-01-20,9995.274323994046
2009-01-21,9995.946320916248
2009-02-02,9994.535090588788
2009-02-03,9994.898796960162
2009-02-04,9993.434898940102
2009-02-05,9993.029563554903
2009-02-06,9993.24603344322
2009-02-09,9993.364994764444
2009-02-10,9992.569483119556
2009-02-11,9992.4962404809
2009-02-12,9996.140027287622
2009-02-13,9994.693174101934
2009-02-17,9993.429659379246
2009-02-18,9993.849563554902
2009-02-19,9994.186320916247
2009-02-20,9994.189371906217
2009-02-23,9994.277758281387
2009-02-24,9994.316608389276
2009-02-25,9994.139946852274
2009-02-26,9993.329003997842
2009-02-27,9994.251767514785
2009-03-02,9993.658156967755
2009-03-03,9990.674163123353
2009-03-04,9992.973109055583
2009-03-05,9991.550360927635
2009-03-06,9992.466351694238
2009-03-09,9993.204258947695
2009-03-10,9993.063779825981
2009-03-11,9992.893300704267
2009-03-12,9994.101767514785
2009-03-13,9994.388812349158
2009-03-16,9994.3762404809
2009-03-17,9994.14852487613
2009-03-18,9994.253285315272
2009-03-19,9995.577662457044
2009-03-20,9995.294611467074
2009-03-23,9996.120314760648
2009-03-24,9996.025458497163
2009-03-25,9996.287072121993
2009-03-26,9995.72697629765
2009-03-27,9996.919164868537
2009-03-30,9995.60307827759
2009-03-31,9995.97803036542
2009-04-02,9996.838877395508
2009-04-03,9996.42430860505
2009-04-06,9996.476784648965
2009-04-07,9996.279739814592
2009-04-08,9996.866784648966
2009-04-09,9997.046784648965
2009-04-13,9997.202120034164
2009-04-14,9997.287742892393
2009-04-15,9997.13926069288
2009-04-16,9997.349164868538
2009-04-17,9997.04926069288
2009-04-20,9998.215075199792
2009-04-21,9996.711560477104
2009-04-22,9997.82175212579
2009-04-23,9997.879276081874
2009-04-24,9997.054419818389
2009-04-27,9995.555090588789
2009-04-28,9994.690042676617
2009-04-29,9994.962039598817
2009-04-30,9996.204132345361
2009-05-04,9997.058988608847
2009-05-05,9996.396512564932
2009-05-06,9996.081752125789
2009-05-07,9996.08441981839
2009-05-08,9996.019276081875
2009-05-11,9995.92946773056
2009-05-12,9998.902503331536
2009-05-13,9997.27841366279
2009-05-14,9998.114404429394
2009-05-15,9998.761832561137
2009-05-18,9999.698014976424
2009-05-19,10000.19982024994
2009-05-20,10000.334389040398
2009-05-21,10000.38477233777
2009-05-22,10001.311529699113
2009-05-26,10001.439149479542
2009-05-27,10001.79982024994
2009-06-01,10002.544469475746
2009-06-02,10001.343702881004
2009-06-03,10001.534373651402
2009-06-04,10002.056083100575
2009-06-05,10001.476466397946
2009-06-08,10002.109038266204
2009-06-09,10002.324373651403
2009-06-10,10001.307712114402
2009-06-11,10001.98999650963
2009-06-12,10001.797137168345
2009-06-15,10001.3330474996
2009-06-16,10001.4183828848
2009-06-17,10000.95076310437
2009-06-18,10002.028846617517
2009-06-19,10001.439709036602
2009-06-22,10000.528191236115
2009-06-23,10000.683430796971
2009-06-24,10000.156290138257
2009-06-25,9999.7683828848
2009-06-26,9999.545523543515
2009-06-29,9999.66533189483
2009-06-30,9999.058191236114
2009-07-01,9999.41427782706
2009-07-02,9999.097137168344
2009-07-06,9998.511993431832
2009-07-07,9999.057424641373
2009-07-08,9999.980092333974
2009-07-09,10000.474852773115
2009-07-10,9999.827807938744
2009-07-13,10000.03694551966
2009-07-14,10000.039134090546
2009-07-15,10000.83017276932
2009-07-16,10001.304837384121
2009-07-17,10001.125412330177
2009-07-20,10002.842073867178
2009-07-21,10001.417888374091
2009-07-22,9999.979325739232
2009-07-23,9999.43427782706
2009-07-24,9999.81656222229
2009-07-27,10000.146370573604
2009-07-28,10000.289038266203
2009-07-29,9999.766658046632
2009-07-30,10000.113702881004
2009-07-31,10000.255987276232
2009-08-03,10000.416274749261
2009-08-04,9997.393894529689
2009-08-05,9997.511801783146
2009-08-06,9998.429038266204
2009-08-07,9998.454086178375
2009-08-10,9998.946466397947
2009-08-11,9998.79694551966
2009-08-12,9998.085140246145
2009-08-13,9997.723047499601
2009-08-14,9998.237616290058
2009-08-17,9998.974852773115
2009-08-18,9998.784948597458
2009-08-19,9999.776562222289
2009-08-20,9999.483990354032
2009-08-21,9999.613415407975
2009-08-24,9998.289421563573
2009-08-25,9997.929804860945
2009-08-26,9998.05427782706
2009-08-27,9998.596466397947
2009-08-28,9998.979421563574
2009-08-31,9998.614756948773
2009-09-01,9998.612568377886
2009-09-02,10000.591035188405
2009-09-03,9999.943798705346
2009-09-04,9999.66084353972
2009-09-08,9999.635316505834
2009-09-09,10000.265029032806
2009-09-10,10000.347600901063
2009-09-11,10000.891498921123
2009-09-14,10002.073208370295
2009-09-15,10002.97034902901
2009-09-16,10003.245109468153
2009-09-17,10004.019199136897
2009-09-18,10003.511291883442
2009-09-21,10003.117202214697
2009-09-22,10003.297393863382
2009-09-23,10002.985205292496
2009-09-24,10002.525492765524
2009-09-25,10003.424726170782
2009-09-28,10003.334534522097
2009-09-29,10004.146818917327
2009-09-30,10004.613863751698
2009-10-01,10003.872058478182
2009-10-02,10002.633672103013
2009-10-05,10002.58624397127
2009-10-06,10003.410621113042
2009-10-07,10003.9225222109
2009-10-08,10004.345285727843
2009-10-09,10004.242713859587
2009-10-12,10004.140046166987
2009-10-13,10004.460046166987
2009-10-14,10003.504998254815
2009-10-15,10002.574902430473
2009-10-16,10003.09480660613
2009-10-19,10003.010046166986
2009-10-20,10002.278432542156
2009-10-21,10002.018432542156
2009-10-22,10002.520812761728
2009-10-23,10001.496914741669
2009-10-26,10002.024438697754
2009-10-27,10001.884151224727
2009-10-28,10001.959103312554
2009-10-29,10002.533384629985
2009-10-30,10002.106818917326
2009-11-02,10002.706339795614
2009-11-03,10002.272058478184
2009-11-04,10002.569103312555
2009-11-05,10003.1805252887
2009-11-06,10002.812905508272
2009-11-09,10003.884231660073
2009-11-10,10004.636324406618
2009-11-11,10004.635941109247
2009-11-12,10005.641180670103
2009-11-13,10005.815557811875
2009-11-16,10005.780222426676
2009-11-17,10005.805078690162
2009-11-18,10005.650414075362
2009-11-19,10006.557554734076
2009-11-20,10007.331836051506
2009-11-23,10008.155925720252
2009-11-24,10008.048497588508
2009-11-25,10007.261069456765
2009-11-27,10006.624695392791
2009-11-30,10006.737171436705
2009-12-01,10006.516117368936
2009-12-02,10006.54126110545
2009-12-03,10006.327075612364
2009-12-04,10005.594312095422
2009-12-07,10005.798880885879
2009-12-08,10006.25659649065
2009-12-09,10008.196404841965
2009-12-10,10008.196404841965
2009-12-11,10008.196404841965
2009-12-14,10008.196404841965
2009-12-15,10008.196404841965
2009-12-16,10008.196404841965
2009-12-17,10008.196404841965
2009-12-18,10008.196404841965
2009-12-21,10008.196404841965
2009-12-22,10008.196404841965
2009-12-23,10008.196404841965
2009-12-24,10008.196404841965
2009-12-28,10008.196404841965
2009-12-29,10008.196404841965
2009-12-30,10008.196404841965
2009-12-31,10008.196404841965
2010-01-04,10008.196404841965
2010-01-05,10008.196404841965
2010-01-06,10008.196404841965
2010-01-07,10008.196404841965
2010-01-08,10008.196404841965
2010-01-11,10008.196404841965
2010-01-12,10008.196404841965
2010-01-13,10008.196404841965
2010-01-14,10008.196404841965
2010-01-15,10008.196404841965
2010-01-19,10008.196404841965
2010-01-20,10008.196404841965
2010-01-21,10007.355270338847
2010-01-22,10007.710414075362
2010-01-25,10008.032794294933
2010-01-26,10007.68803385579
2010-01-27,10008.232602646249
2010-01-28,10008.262985943618
2010-01-29,10008.512890119277
2010-02-01,10007.627746382763
2010-02-02,10008.249455831934
2010-02-03,10007.817171436705
2010-02-04,10007.16137231879
2010-02-05,10006.739279572244
2010-02-08,10006.57480660613
2010-02-09,10007.66070154839
2010-02-10,10007.005941109246
2010-02-22,10007.541548578478
2010-02-23,10007.294695392791
2010-02-24,10007.514312095422
2010-02-25,10003.98175561616
2010-02-26,10003.162234737872
2010-03-01,10003.111563967474
2010-03-02,10002.774040011389
2010-03-03,10003.633273416646
2010-03-04,10004.380126602333
2010-03-05,10004.47736308539
2010-03-08,10004.30765055842
2010-03-09,10003.64298594362
2010-03-10,10003.605461987532
2010-03-11,10002.091180670102
2010-03-12,10001.538992099217
2010-03-15,10001.008608801847
2010-03-16,10001.153560889676
2010-03-17,10000.880893197074
2010-03-18,10001.125749460562
2010-03-19,10002.384791217135
2010-03-22,10002.277554734077
2010-03-23,10002.961644402822
2010-03-24,10002.457458909734
2010-03-25,10002.459743304962
2010-03-26,10002.192410997563
2010-03-29,10002.427267261048
2010-03-30,10002.337171436706
2010-03-31,10003.174503744107
2010-04-01,10003.141644402822
2010-04-06,10001.807842207105
2010-04-07,10001.42841715316
2010-04-08,10001.350989021417
2010-04-09,10002.324982865819
2010-04-12,10002.624791217135
2010-04-13,10002.97697978802
2010-04-14,10002.979551656277
2010-04-15,10001.862890119275
2010-04-16,10003.162027700191
2010-04-19,10003.734120446736
2010-04-20,10002.590126602334
2010-04-21,10002.022985943619
2010-04-22,10003.470318251018
2010-04-23,10002.805845284904
2010-04-26,10002.23603693359
2010-04-27,10001.629567045273
2010-04-28,10001.921468143131
2010-04-29,10002.088512977503
2010-04-30,10001.613848362704
2010-05-03,10001.630989021418
2010-05-04,10000.949183747902
2010-05-05,10001.958608801846
2010-05-06,10000.250237815671
2010-05-07,10000.964806606129
2010-05-10,10001.365653636218
2010-05-11,10000.543656714017
2010-05-12,10000.803177592305
2010-05-13,10000.418800450532
2010-05-14,10000.568992099217
2010-05-17,9999.98642023096
2010-05-18,9999.719279572246
2010-05-19,10000.24175561616
2010-05-20,9999.856148146928
2010-05-21,10000.23357627867
2010-05-24,10000.26624397127
2010-05-25,9999.332250126869
2010-05-26,10000.11539694118
2010-05-27,10000.296531444297
2010-05-28,10000.598815839527
2010-06-01,10000.566435619956
2010-06-02,10001.652618035243
2010-06-03,10002.327186825702
2010-06-04,10001.853959576041
2010-06-07,10000.784534522098
2010-06-08,10001.098624190841
2010-06-09,10000.901387707783
2010-06-10,10001.370046166987
2010-06-11,10000.351004410413
2010-06-14,9999.8011960591
2010-06-15,10000.515381552186
2010-06-17,10000.557665947415
2010-06-18,10000.902713859587
2010-06-21,10001.222522210901
2010-06-22,10001.910046166986
2010-06-23,10002.12280968393
2010-06-24,10001.738336717814
2010-06-25,10000.86768133641
2010-06-28,10001.009199136897
2010-06-29,10000.537585512067
2010-06-30,10000.46034902901
2010-07-01,9999.727968809439
2010-07-02,9999.750444853353
2010-07-06,10000.28996573164
2010-07-07,10000.688720015185
2010-07-08,10001.145094079158
2010-07-09,10001.612618035244
2010-07-12,10001.470046166987
2010-07-13,10002.202234737873
2010-07-14,10002.234614957444
2010-07-15,10002.667091001358
2010-07-16,10002.597665947414
2010-07-19,10002.867761771757
2010-07-20,10001.746611879646
2010-07-21,10003.890605724047
2010-07-22,10003.922890119276
2010-07-23,10004.494791217134
2010-07-26,10004.257075612362
2010-07-27,10003.709455831935
2010-07-28,10003.93964748062
2010-07-29,10004.444503744106
2010-07-30,10004.619360007593
2010-08-02,10006.33782681811
2010-08-03,10005.805350774195
2010-08-04,10005.66515912551
2010-08-05,10005.962874730281
2010-08-06,10006.292395608567
2010-08-09,10006.356964399025
2010-08-10,10006.019632091624
2010-08-11,10005.57325802765
2010-08-12,10005.258689237193
2010-08-13,10004.943641325022
2010-08-16,10005.333449676336
2010-08-17,10005.603162203308
2010-08-18,10005.178497588508
2010-08-19,10005.129168358906
2010-08-20,10005.021644402821
2010-08-23,10005.488785061536
2010-08-24,10005.62621319328
2010-08-25,10005.381548578478
2010-08-26,10005.46431209542
2010-08-27,10007.098114291137
2010-08-30,10006.611356929792
2010-08-31,10006.583449676336
2010-09-01,10008.21172483817
2010-09-02,10008.22915296991
2010-09-03,10007.921437365141
2010-09-07,10008.141341540797
2010-09-08,10008.516101979942
2010-09-09,10008.59305098997
2010-09-10,10008.640287473028
2010-09-13,10007.98838637517
2010-09-14,10007.576389452968
2010-09-15,10006.76410505774
2010-09-16,10006.784009233397
2010-09-17,10007.37143736514
2010-09-20,10007.283434287341
2010-09-21,10007.940766594742
2010-09-23,10008.188578023855
2010-09-24,10009.082667692599
2010-09-27,10008.810191648685
2010-09-28,10009.212092746544
2010-09-29,10008.69
2010-09-30,10008.610287473028
2010-10-01,10009.024568790457
2010-10-04,10008.764856263486
2010-10-05,10009.141421976145
2010-10-06,10009.018754283545
2010-10-07,10010.444185493086
2010-10-08,10010.729233405258
2010-10-11,10011.219041756573
2010-10-12,10010.723993844402
2010-10-13,10010.956086590946
2010-10-14,10010.651134503118
2010-10-15,10010.676086590945
2010-10-18,10010.953514722689
2010-10-19,10012.595607469231
2010-10-20,10012.595607469231
2010-10-21,10012.595607469231
2010-10-22,10012.595607469231
2010-10-25,10012.595607469231
2010-10-26,10012.595607469231
2010-10-27,10012.595607469231
2010-10-28,10012.595607469231
2010-10-29,10012.595607469231
2010-11-01,10012.595607469231
2010-11-02,10012.595607469231
2010-11-03,10012.595607469231
2010-11-04,10012.595607469231
2010-11-05,10012.595607469231
2010-11-08,10012.595607469231
2010-11-09,10012.595607469231
2010-11-10,10012.595607469231
2010-11-11,10012.595607469231
2010-11-12,10012.595607469231
2010-11-15,10012.595607469231
2010-11-16,10012.595607469231
2010-11-17,10012.595607469231
2010-11-18,10012.595607469231
2010-11-19,10011.756182415287
2010-11-22,10011.843610547032
2010-11-23,10012.07284395229
2010-11-24,10010.889041756573
2010-11-26,10011.270942854431
2010-11-29,10012.582556479261
2010-11-30,10013.55979296232
2010-12-01,10012.059137580916
2010-12-02,10011.304377141772
2010-12-03,10011.923898020059
2010-12-06,10012.295799117917
2010-12-07,10012.018466810518
2010-12-08,10011.578754283546
2010-12-09,10010.921805273516
2010-12-10,10011.394089668744
2010-12-13,10011.731805273515
2010-12-14,10013.31817933749
2010-12-15,10011.604185493086
2010-12-16,10011.139904175658
2010-12-17,10010.775335385199
2010-12-20,10011.764856263486
2010-12-21,10010.562571868257
2010-12-22,10010.680191648686
2010-12-23,10010.690191648686
2010-12-27,10011.264568790459
2010-12-28,10010.637428131742
2010-12-29,10010.557523956086
2010-12-30,10010.250095824344
2010-12-31,10010.037907253456
2011-01-03,10011.334760439144
2011-01-04,10013.203131425318
2011-01-05,10014.967700215775
2011-01-06,10015.99712526972
2011-01-07,10015.70950548929
2011-01-10,10015.14217318189
2011-01-11,10016.039218016263
2011-01-12,10015.854649225805
2011-01-13,10015.450080435347
2011-01-14,10015.742269006234
2011-01-18,10014.98017625969
2011-01-19,10014.407604391434
2011-01-20,10015.187029445377
2011-01-21,10015.41683779669
2011-01-24,10014.947412742747
2011-01-25,10015.024553401463
2011-01-26,10015.114553401463
2011-01-27,10015.236741972349
2011-01-28,10014.888643070208
2011-02-08,10013.586933621034
2011-02-09,10013.349792962319
2011-02-10,10011.672748127947
2011-02-11,10012.150272084033
2011-02-14,10012.302269006233
2011-02-15,10013.247316918405
2011-02-16,10012.500080435348
2011-02-17,10011.356469888316
2011-02-18,10010.066469888316
2011-02-22,10011.10551164489
2011-02-23,10010.65817933749
2011-02-24,10010.790655381403
2011-02-25,10010.678658459203
2011-03-01,10009.281901097858
2011-03-02,10009.791326151802
2011-03-03,10008.7826676926
2011-03-04,10009.017236483058
2011-03-07,10009.054760439143
2011-03-08,10008.692763516943
2011-03-09,10009.585239560856
2011-03-10,10009.884856263487
2011-03-11,10010.916757361345
2011-03-14,10011.80322724966
2011-03-15,10012.16712526972
2011-03-16,10013.772924387637
2011-03-17,10013.438738894549
2011-03-18,10012.916741972349
2011-03-21,10012.380272084032
2011-03-22,10012.317700215775
2011-03-23,10011.343610547032
2011-03-24,10010.629137580916
2011-03-25,10009.564760439143
2011-03-28,10010.249520878286
2011-03-29,10008.932859341285
2011-03-30,10009.303242638656
2011-03-31,10008.176101979941
2011-04-01,10007.557156047711
2011-04-06,10007.437635169425
2011-04-07,10007.899919564652
2011-04-08,10008.002203959883
2011-04-11,10008.084871652482
2011-04-12,10009.42677275034
2011-04-13,10008.689727915968
2011-04-14,10007.283449676337
2011-04-15,10008.148114291138
2011-04-18,10009.357251872054
2011-04-19,10009.37448835511
2011-04-20,10008.660398686367
2011-04-21,10008.675446598538
2011-04-25,10008.522778905937
2011-04-26,10010.501820662512
2011-04-27,10010.624392530768
2011-04-28,10011.732395608567
2011-04-29,10010.837443520739
2011-05-03,10010.855446598538
2011-05-04,10011.77744352074
2011-05-05,10012.011533189483
2011-05-06,10012.12677275034
2011-05-09,10012.61182066251
2011-05-10,10012.172299784224
2011-05-11,10012.374775828139
2011-05-12,10011.543449676337
2011-05-13,10011.338305939822
2011-05-16,10012.050398686366
2011-05-17,10012.213066378967
2011-05-18,10011.853449676337
2011-05-19,10012.103641325022
2011-05-20,10011.883449676337
2011-05-23,10012.954967476824
2011-05-24,10012.894967476825
2011-05-25,10013.274296706426
2011-05-26,10013.601533189483
2011-05-27,10013.873817584712
2011-05-31,10014.139152969912
2011-06-01,10013.37410505774
2011-06-02,10013.763242638655
2011-06-03,10014.067619780428
2011-06-07,10014.547236483058
2011-06-08,10014.132476043915
2011-06-09,10014.02305098997
2011-06-10,10014.01495208783
2011-06-13,10014.807140658715
2011-06-14,10014.505239560856
2011-06-15,10014.454472966116
2011-06-16,10014.052571868257
2011-06-17,10013.655239560856
2011-06-20,10013.558003077798
2011-06-21,10012.826006155597
2011-06-22,10012.448673848197
2011-06-23,10013.954472966116
2011-06-24,10014.489425053944
2011-06-27,10014.667236483057
2011-06-28,10013.90571868257
2011-06-29,10013.141533189482
2011-06-30,10012.637251872053
2011-07-01,10011.130686159395
2011-07-05,10010.353449676337
2011-07-06,10010.396213193279
2011-07-07,10010.356500666307
2011-07-08,10009.896404841964
2011-07-11,10010.20821011548
2011-07-12,10010.340398686367
2011-07-13,10009.863162203308
2011-07-14,10010.222683081594
2011-07-15,10010.380015388995
2011-07-18,10010.499536267282
2011-07-19,10007.467171436705
2011-07-20,10008.131644402822
2011-07-21,10005.064695392792
2011-07-22,10004.005174514505
2011-07-25,10003.394599568448
2011-07-26,10003.192027700192
2011-07-27,10003.79392879805
2011-07-28,10003.661548578479
2011-07-29,10005.078114291136
2011-08-01,10005.352778905937
2011-08-02,10005.776964399025
2011-08-03,10004.901069456764
2011-08-04,10007.960479121713
2011-08-05,10007.75410505774
2011-08-08,10008.717140658715
2011-08-09,10006.304009233398
2011-08-10,10007.950751205746
2011-08-11,10006.40876967254
2011-08-12,10005.647060223368
2011-08-15,10004.315829895908
2011-08-16,10004.570781983737
2011-08-17,10003.612123524534
2011-08-18,10004.550302862024
2011-08-19,10004.602012311196
2011-08-22,10004.192203959881
2011-08-23,10002.829360007592
2011-08-24,10002.042602646248
2011-08-25,10004.123066378967
2011-08-26,10003.418689237193
2011-08-29,10002.405174514504
2011-08-30,10002.570318251019
2011-08-31,10001.538512977504
2011-09-01,10001.258512977503
2011-09-02,10001.545174514506
2011-09-06,10001.18231517322
2011-09-07,9998.143944187046
2011-09-08,9997.279375396587
2011-09-09,9998.819743304963
2011-09-13,9999.824407919763
2011-09-14,9999.79269847059
2011-09-15,9999.386707703989
2011-09-16,9997.85947122093
2011-09-19,9997.603560889675
2011-09-20,9997.141276494445
2011-09-21,9999.782123524534
2011-09-22,10002.282874730281
2011-09-23,10002.352395608566
2011-09-26,10001.726500666307
2011-09-27,10000.967458909734
2011-09-28,10002.943162203308
2011-09-29,10001.929360007593
2011-09-30,10003.685063301167
2011-10-03,10005.55
2011-10-04,10006.002284395228
2011-10-05,10005.387619780427
2011-10-06,10005.894952087829
2011-10-07,10005.500574946056
2011-10-11,10003.969152969912
2011-10-12,10004.614967476824
2011-10-13,10004.404871652481
2011-10-14,10003.570398686366
2011-10-17,10004.584392530767
2011-10-18,10005.526581101654
2011-10-19,10004.771916486854
2011-10-20,10004.619536267282
2011-10-21,10003.025829895909
2011-10-24,10003.365446598538
2011-10-25,10004.61182066251
2011-10-26,10003.924967476823
2011-10-27,10003.04126110545
2011-10-28,10002.744216271078
2011-10-31,10003.500973632423
2011-11-01,10004.859440442939
2011-11-02,10003.870302862024
2011-11-03,10002.798880885879
2011-11-04,10003.41782681811
2011-11-07,10003.245829895908
2011-11-08,10003.65888088588
2011-11-09,10004.941916486854
2011-11-10,10005.037347696396
2011-11-11,10004.155734071566
2011-11-14,10004.195350774195
