time,open,high,low,close,High Level,Fib 1.000 Level,Fib 0.786 Level,Fib 0.618 Level,Fib 0.382 Level,Fib 0.236 Level,Low Level,volume,Bullish Volume Trend,Bearish Volume Trend,ATR,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Plot,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1701060300,37340.14,37385.48,37329.06,37371.53,37748,37200,37317.272,37409.336,37538.664,37618.672,37200,142.78646,194.8576284,69.07150359999999,80.85956384180396,48.413640722352454,43.54642745643738,NaN,NaN,50,NaN,NaN,NaN,NaN
1701061200,37371.52,37393.57,37351.29,37385.96,37748,37200,37317.272,37409.336,37538.664,37618.672,37200,108.35699,193.79081440000004,68.61429759999999,78.10388071024646,49.61062521683626,43.56156617591305,NaN,NaN,50,NaN,NaN,NaN,NaN
1701062100,37385.95,37392.09,37331.21,37348.07,37748,37200,37317.272,37409.336,37538.664,37618.672,37200,134.12278,168.93089600000002,103.94499999999998,76.87360351665724,46.55590541012134,43.32193613420475,NaN,NaN,50,NaN,NaN,NaN,NaN
1701063000,37348.07,37361.34,37331.44,37344.37,37748,37200,37317.272,37409.336,37538.664,37618.672,37200,96.49424,132.74694800000003,110.49341999999999,73.51834612260988,46.25638243028806,43.20637801137169,NaN,NaN,50,NaN,NaN,NaN,NaN
1701063900,37344.37,37353.28,37300,37306.32,37748,37200,37317.272,37409.336,37538.664,37618.672,37200,118.64503,92.01018720000005,148.1520128,72.0727499709948,43.17976652615175,43.18091900513543,NaN,NaN,50,NaN,NaN,NaN,NaN
1701064800,37306.32,37388.88,37294.07,37388.88,37748,37200,37317.272,37409.336,37538.664,37618.672,37200,132.14892,99.60358959999999,136.3035944,73.69683925878073,50.822790227683285,44.1834816474879,NaN,NaN,50,NaN,NaN,50.822790227683285,NaN
1701065700,37388.88,37419.56,37372,37378.04,37748,37200,37317.272,37409.336,37538.664,37618.672,37200,156.30366,75.51577879999999,179.57007320000002,71.82992216886765,49.87419191919234,44.810307842287266,NaN,NaN,50,NaN,NaN,NaN,NaN
1701066600,37378.05,37411.67,37372,37379.52,37748,37200,37317.272,37409.336,37538.664,37618.672,37200,105.7629,99.76447959999999,143.97742040000003,69.53278487109127,50.01137865325993,45.481693788293185,NaN,NaN,50,NaN,NaN,NaN,NaN
1701067500,37379.51,37389.51,37268,37272.06,37748,37200,37317.272,37409.336,37538.664,37618.672,37200,153.25466,94.31535719999998,172.13071080000003,73.24544309458489,41.19542125826134,45.76715688100875,NaN,NaN,50,NaN,NaN,NaN,NaN
1701068400,37272.06,37339.64,37264.31,37327.79,37748,37200,37317.272,37409.336,37538.664,37618.672,37200,199.05615,161.22977,137.380746,73.39434001640038,46.46598822966888,46.2009359751648,NaN,NaN,50,NaN,NaN,NaN,NaN
1701069300,37327.79,37335.99,37164,37209.6,37748,37164,37288.976,37387.088,37524.912,37610.176,37164,425.12887,130.6613136,285.14118240000005,80.43688715808592,38.57051744080047,45.896030014529956,NaN,NaN,50,38.57051744080047,NaN,NaN,NaN
1701070200,37209.6,37260.73,37051,37259.99,37748,37051,37200.158,37317.254,37481.746,37583.508,37051,670.79274,365.8945536,255.70357440000006,89.67210950393715,43.016239124401956,45.86770838204156,NaN,NaN,50,NaN,NaN,NaN,NaN
1701071100,37259.99,37305.77,37227.79,37283.19,37748,37051,37200.158,37317.254,37481.746,37583.508,37051,252.7434,407.0490936,273.3412344,88.83695882508421,44.990179154527404,46.05541115856967,NaN,NaN,50,NaN,NaN,NaN,NaN
1701072000,37283.2,37341.36,37261,37338.56,37748,37051,37200.158,37317.254,37481.746,37583.508,37051,259.41168,494.3071120000001,228.54602400000005,88.23146176614966,49.48749105218109,46.31789409755195,NaN,NaN,50,NaN,NaN,NaN,NaN
1701072900,37338.57,37375.99,37308.13,37358.65,37748,37051,37200.158,37317.254,37481.746,37583.508,37051,177.55525,472.36236799999995,241.89040800000006,86.77635735428187,51.05116162702703,46.506288447885844,NaN,NaN,50,NaN,NaN,NaN,NaN
1701073800,37358.66,37396,37340.56,37357.99,37748,37051,37200.158,37317.254,37481.746,37583.508,37051,155.87577,461.59224400000005,144.95929200000006,84.53804611469047,50.99531136007916,46.60519460097463,NaN,NaN,50,NaN,NaN,NaN,NaN
1701074700,37357.98,37365.53,37318.01,37338.14,37748,37051,37200.158,37317.254,37481.746,37583.508,37051,156.08085,238.83655960000002,161.8302204000001,81.89389996364093,49.25017773804216,46.79764262439754,NaN,NaN,50,NaN,NaN,NaN,NaN
1701075600,37338.14,37424.38,37337.63,37419.51,37748,37051,37200.158,37317.254,37481.746,37583.508,37051,292.72878,273.4507684,143.21016360000007,82.2407642519523,55.91085782939813,47.487248010048255,NaN,NaN,50,NaN,NaN,NaN,NaN
1701076500,37419.51,37466,37390.04,37418.26,37748,37051,37200.158,37317.254,37481.746,37583.508,37051,401.07235,260.2770336,213.04816640000007,81.79213823395564,55.78972311044967,48.38795919464097,NaN,NaN,50,NaN,NaN,NaN,NaN
1701077400,37418.25,37437.99,37385.65,37436.02,37748,37051,37200.158,37317.254,37481.746,37583.508,37051,208.69148,285.6904963999999,200.0891956000001,79.68841407438713,57.20828979459546,48.84406630656326,NaN,NaN,50,NaN,NaN,57.20828979459546,NaN
1701078300,37436.03,37450,37371.09,37371.09,37748,37051,37200.158,37317.254,37481.746,37583.508,37051,265.77884,290.0866192,239.6543008000001,79.632813069074,50.79167220934192,48.909600613002524,NaN,NaN,50,NaN,NaN,NaN,NaN
1701079200,37371.1,37371.1,37322,37334.93,37748,37051,37200.158,37317.254,37481.746,37583.508,37051,288.63319,305.99289999999996,276.7689560000001,77.45189784985432,47.59031957099771,48.73666782141237,NaN,NaN,50,NaN,NaN,NaN,NaN
1701080100,37334.93,37341.79,37198.78,37227.85,37748,37051,37200.158,37317.254,37481.746,37583.508,37051,437.0462,218.0923872,422.3964368,82.13461943200774,39.62543217599015,48.62452574410728,NaN,NaN,50,NaN,NaN,NaN,NaN
1701081000,37227.84,37236.73,37025.51,37116.94,37748,37025.51,37180.12286,37301.50118,37472.00882,37577.492360000004,37025.51,919.84938,174.6718924,673.3277436000001,91.355003758293,33.39171892038041,47.69064936487239,NaN,NaN,50,NaN,NaN,NaN,NaN
1701081900,37116.93,37137.35,36960.01,37105.57,37748,36960.01,37128.63986,37261.02218,37446.98782,37562.03436,36960.01,780.48987,318.0801232,758.6388688,97.49678920412896,32.82167541962825,47.28001779193152,NaN,NaN,50,NaN,NaN,NaN,NaN
1701082800,37105.58,37139.42,36960,37083.38,37748,36960,37128.632,37261.016,37446.984,37562.032,36960,656.46076,491.25798240000006,741.7337776,103.34844711811964,31.684828209844824,46.470631298034576,NaN,NaN,50,NaN,NaN,NaN,NaN
1701083700,37083.38,37124.99,37042,37070.43,37748,36960,37128.632,37261.016,37446.984,37562.032,36960,363.04461,500.1873528,762.5689752000001,101.89427232396808,31.00977635104735,45.472031097786,NaN,NaN,50,NaN,NaN,NaN,NaN
1701084600,37070.43,37126,36900,37080,37748,36900,37081.472,37223.936,37424.064,37547.872,36900,711.93074,739.0005712,633.7095728,110.75896715797036,32.16004213901586,44.234356175417055,NaN,NaN,50,NaN,NaN,NaN,NaN
1701085500,37080,37151.09,37028.18,37035.95,37748,36900,37081.472,37223.936,37424.064,37547.872,36900,454.21538,720.3752112,466.08133280000004,111.62689807525793,29.705000447759048,42.70963037689791,NaN,NaN,50,NaN,NaN,NaN,NaN
1701086400,37035.95,37100,36994.16,37071.13,37748,36900,37081.472,37223.936,37424.064,37547.872,36900,418.16567,618.9244352,422.60242880000004,111.21354821273925,34.03595987709406,41.49824812811327,NaN,NaN,50,NaN,NaN,34.03595987709406,NaN
1701087300,37071.14,37078.61,36930,36957.38,37748,36900,37081.472,37223.936,37424.064,37547.872,36900,438.79036,452.6670368,501.7916672,113.88472334040078,28.023840572457544,39.982081187714364,NaN,NaN,50,NaN,NaN,NaN,NaN
1701088200,36957.38,37013.99,36902.23,36991.22,37748,36900,37081.472,37223.936,37424.064,37547.872,36900,400.4496,521.2275716,448.19312840000003,113.73295738751463,31.87893187799837,38.26551504832867,NaN,NaN,50,NaN,NaN,NaN,NaN
1701089100,36991.21,37069,36952.44,36971.61,37748,36900,37081.472,37223.936,37424.064,37547.872,36900,311.48276,277.39181560000003,531.8496924,113.93488900269199,30.84782778815378,36.483951096736114,NaN,NaN,50,NaN,NaN,NaN,NaN
1701090000,36971.6,37022.53,36951.1,36981.1,37748,36900,37081.472,37223.936,37424.064,37547.872,36900,285.90619,339.2769336,402.6408984,110.89882550249972,31.994180151264388,34.6829432650696,NaN,NaN,50,NaN,NaN,NaN,NaN
1701090900,36981.1,37036.72,36810,36922.63,37748,36810,37010.732,37168.316,37389.684,37526.632,36810,814.33908,254.76410920000006,645.6230868,119.17176653803553,28.823775245652485,33.11380776766322,NaN,NaN,50,NaN,NaN,NaN,NaN
1701091800,36922.63,36956.92,36856.6,36860.88,37748,36810,37010.732,37168.316,37389.684,37526.632,36810,378.42649,252.34955440000007,623.8920936000001,117.82521178531867,25.904303862053652,31.564806645595784,NaN,NaN,50,25.904303862053652,NaN,NaN,NaN
1701092700,36860.89,36968,36766.33,36949.99,37748,36766.33,36976.407380000004,37141.32794,37373.00206,37516.325880000004,36766.33,775.33869,419.34559479999996,606.8516892,123.81412522922436,35.98136583321396,31.30451619254034,NaN,NaN,50,NaN,NaN,NaN,NaN
1701093600,36950,36999.99,36855.87,36855.88,37748,36766.33,36976.407380000004,37141.32794,37373.00206,37516.325880000004,36766.33,485.0559,426.28852040000004,669.3380196,125.264544855708,31.16132347823472,31.145202232387078,NaN,NaN,50,NaN,NaN,NaN,NaN
1701094500,36855.87,36855.88,36788,36792.34,37748,36766.33,36976.407380000004,37141.32794,37373.00206,37516.325880000004,36766.33,455.52436,364.4557616,799.0180464000001,121.1656487945858,28.395532547637515,30.829049170102028,NaN,NaN,50,NaN,NaN,NaN,NaN
1701095400,36792.34,36900,36715,36814.63,37748,36715,36936.062,37109.606,37353.394,37504.212,36715,948.72612,597.5255119999999,619.7031120000001,125.72524530925826,30.718630172616557,30.760035024585726,NaN,NaN,50,NaN,NaN,NaN,NaN
1701096300,36814.63,36855.21,36738.66,36807.99,37748,36715,36936.062,37109.606,37353.394,37504.212,36715,518.4161,686.0716724,587.1527956000002,125.06987064431094,30.402202048276564,30.716636860102103,NaN,NaN,50,NaN,NaN,NaN,NaN
1701097200,36807.99,36995.54,36789.38,36979.74,37748,36715,36936.062,37109.606,37353.394,37504.212,36715,488.27849,582.7300003999999,575.6703876000001,130.86202274114612,45.9198104066526,31.69947745064758,NaN,NaN,50,NaN,NaN,NaN,NaN
1701098100,36979.74,37073.42,36957.36,36976.92,37748,36715,36936.062,37109.606,37353.394,37504.212,36715,447.11702,581.2124451999999,562.0123908000002,129.80473540249267,45.73948471714363,32.84479775560363,NaN,NaN,50,NaN,NaN,NaN,NaN
1701099000,36976.93,36984.01,36902.18,36956.16,37748,36715,36936.062,37109.606,37353.394,37504.212,36715,351.73371,661.4769096,440.23166640000017,126.37796858802903,44.35847403738653,33.58212019562452,NaN,NaN,50,NaN,NaN,NaN,NaN
1701099900,36956.17,36956.17,36746.54,36751.02,37748,36715,36936.062,37109.606,37353.394,37504.212,36715,605.88309,420.0689196,544.5024444000003,132.32454226031248,33.571790093823566,33.97840230429352,NaN,NaN,50,NaN,NaN,NaN,NaN
1701100800,36751.01,36873.63,36707,36850.87,37748,36707,36929.774,37104.662,37350.338,37502.324,36707,491.50849,493.32875600000006,460.4795640000002,134.7749320988614,41.08184168687316,34.63575300492743,NaN,NaN,50,NaN,NaN,NaN,NaN
1701101700,36850.87,36943.91,36827.49,36938.67,37748,36707,36929.774,37104.662,37350.338,37502.324,36707,445.41558,477.8981084,458.7650476000002,133.46386552037168,46.779548001367424,35.773733020156975,NaN,NaN,50,NaN,NaN,NaN,NaN
1701102600,36938.68,37050,36885.27,37016.81,37748,36707,36929.774,37104.662,37350.338,37502.324,36707,452.94239,586.8372968,352.15600720000015,135.69716084034536,51.29392290710764,37.152286074145785,NaN,NaN,50,NaN,NaN,NaN,NaN
1701103500,37016.81,37108.54,36980.85,37077.8,37730,36707,36925.922,37097.786,37339.214,37488.572,36707,480.18611,622.8039688000001,367.57029520000015,135.12522078032086,54.53553510729942,38.98884034997771,NaN,NaN,50,NaN,NaN,NaN,NaN
1701104400,37077.79,37143.43,37031.65,37112,37718.09,36707,36923.37326,37093.23638,37331.853619999994,37479.47276,36707,376.12998,703.8850396,194.58798040000013,133.45770501029784,56.29220034087634,41.159404384179325,NaN,NaN,50,NaN,NaN,NaN,NaN
1701105300,37112,37136,37055.21,37118.09,37683,36707,36915.864,37079.832,37310.168,37452.664,36707,320.18541,642.2087308,187.73505720000009,129.6957260809909,56.613674201236705,42.63314069618095,NaN,NaN,50,NaN,NaN,56.613674201236705,NaN
1701106200,37118.08,37134.82,37065,37088,37653.25,36707,36909.4975,37068.4675,37291.7825,37429.935,36707,352.02665,524.1023200000001,268.48589599999997,125.41888850377725,54.48148737526308,44.29886668882584,NaN,NaN,50,NaN,NaN,NaN,NaN
1701107100,37087.99,37092,36886.37,36923.62,37569.23,36707,36891.51722,37036.37186,37239.858140000004,37365.743720000006,36707,441.56982,414.94124360000006,373.09794439999996,131.14825361065013,44.59947985877598,45.4562914967643,NaN,NaN,50,44.59947985877598,NaN,NaN,NaN
1701108000,36923.62,37005.3,36890,36999,37569.23,36707,36891.51722,37036.37186,37239.858140000004,37365.743720000006,36707,376.96519,416.1966012,330.5542188,130.0162354956039,49.154021472112674,46.77310516101402,NaN,NaN,50,NaN,NaN,NaN,NaN
1701108900,36999,37061.1,36989.92,37052.81,37569.23,36707,36891.51722,37036.37186,37239.858140000004,37365.743720000006,36707,222.41692,373.1569444,312.1086516,125.81364724591792,52.1765033212092,48.32841239479493,NaN,NaN,50,NaN,NaN,NaN,NaN
1701109800,37052.81,37078.12,36982,37005.81,37569.23,36707,36891.51722,37036.37186,37239.858140000004,37365.743720000006,36707,205.00837,282.4912011999999,356.7035788,123.69267244263825,49.41355512667089,48.57796558908195,NaN,NaN,50,NaN,NaN,NaN,NaN
1701110700,37005.81,37057.62,36961.44,36967.16,37569.23,36707,36891.51722,37036.37186,37239.858140000004,37365.743720000006,36707,212.22402,265.71488559999995,317.5588424,121.7274815538784,47.20006937041798,48.68229306431583,NaN,NaN,50,NaN,NaN,NaN,NaN
1701111600,36967.16,37018.54,36921.82,36977.24,37569.23,36707,36891.51722,37036.37186,37239.858140000004,37365.743720000006,36707,284.22111,327.6340036,192.70024040000004,119.94123287145861,47.85610856513775,48.93212410201234,NaN,NaN,50,NaN,NaN,NaN,NaN
1701112500,36977.25,37031.94,36976.31,37031.93,37569.23,36707,36891.51722,37036.37186,37239.858140000004,37365.743720000006,36707,179.21517,256.4439964,184.79023960000004,115.34757338064047,51.385458370462736,50.20452897891514,NaN,NaN,50,NaN,NaN,NaN,NaN
1701113400,37031.94,37059.58,36842.07,36864.01,37569.23,36707,36891.51722,37036.37186,37239.858140000004,37365.743720000006,36707,325.72275,207.19616880000004,275.3603992,122.64488956773774,41.988261156888264,50.269273226773365,NaN,NaN,50,NaN,NaN,NaN,NaN
1701114300,36864.01,36893.32,36787.92,36877,37550,36707,36887.402,37029.026,37227.974,37351.052,36707,535.65602,375.43133159999996,239.38429640000004,121.41311174147086,42.85882116172148,49.9892213096558,NaN,NaN,50,NaN,NaN,NaN,NaN
1701115200,36877,36935.47,36831.87,36903.86,37550,36707,36887.402,37029.026,37227.974,37351.052,36707,196.64938,405.02627559999996,203.55949640000006,120.14074661707998,44.706549257463394,49.51869462039549,NaN,NaN,50,NaN,NaN,NaN,NaN
1701116100,36903.86,36957.36,36856,36862.24,37536,36707,36884.406,37023.678,37219.322,37340.356,36707,202.42618,349.73550639999996,226.1322936,118.79926471586002,42.41770228646361,48.65313513319294,NaN,NaN,50,NaN,NaN,NaN,NaN
1701117000,36862.24,36944.84,36861.08,36906.8,37495,36707,36875.632,37008.016,37193.984,37309.032,36707,179.0584,335.35439719999994,240.4506948,116.29646009329822,45.62732578528271,47.89135837922196,NaN,NaN,50,NaN,NaN,NaN,NaN
1701117900,36906.81,36906.81,36800,36800.02,37466,36707,36869.426,36996.938,37176.062,37286.876,36707,258.29626,332.65733759999995,216.1771584,115.61885580091962,39.88943355152439,46.69676976138537,NaN,NaN,50,39.88943355152439,NaN,NaN,NaN
1701118800,36800.01,36928.87,36792.51,36919.98,37466,36707,36869.426,36996.938,37176.062,37286.876,36707,315.19107,253.28995559999993,207.3585604,117.10036610085398,47.8272701828187,46.22146853335363,NaN,NaN,50,NaN,NaN,NaN,NaN
1701119700,36919.98,36998,36910.34,36982.53,37466,36707,36869.426,36996.938,37176.062,37286.876,36707,201.42243,254.62640959999993,207.93132640000005,114.99748280793608,51.428944333702496,46.70928742441981,NaN,NaN,50,NaN,NaN,NaN,NaN
1701120600,36982.52,37060,36978,36990.86,37466,36707,36869.426,36996.938,37176.062,37286.876,36707,248.86965,300.01876999999996,181.11635400000003,112.64051975022637,51.90511443725295,46.905794064786974,NaN,NaN,50,NaN,NaN,NaN,NaN
1701121500,36990.87,37030.88,36968,37030.87,37466,36707,36869.426,36996.938,37176.062,37286.876,36707,146.11368,290.7942483999999,177.1629876,109.0861969109243,54.22629477840636,47.05220774030106,NaN,NaN,50,NaN,NaN,NaN,NaN
1701122400,37030.88,37046.9,36976,36984.29,37466,36707,36869.426,36996.938,37176.062,37286.876,36707,149.56364,298.4100347999999,126.0541532,106.35861141728695,51.13229089011376,47.17497458054698,NaN,NaN,50,NaN,NaN,NaN,NaN
1701123300,36984.28,37056,36966.66,37048.85,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,125.85783,230.25006839999992,118.48082359999998,105.14299631605192,54.96747277778731,47.72978910964479,NaN,NaN,50,NaN,NaN,NaN,NaN
1701124200,37048.84,37059.52,37039.7,37049.47,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,91.62749,192.17728599999992,112.63562999999999,99.04849657919104,55.00399446211358,48.240352388000204,NaN,NaN,50,NaN,NaN,NaN,NaN
1701125100,37049.48,37084,37049,37083.23,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,89.31418,147.50175439999992,93.4889736,94.47360396639168,57.046747948610765,48.644730215010775,NaN,NaN,50,NaN,NaN,NaN,NaN
1701126000,37083.24,37150,37082.04,37133.32,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,251.06058,196.9717328,85.9977552,92.57977511164935,59.95182718477487,49.92784207414554,NaN,NaN,50,NaN,NaN,NaN,NaN
1701126900,37133.32,37245,37107.72,37230.43,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,457.2591,343.637372,62.41029999999999,95.77264831796003,64.90721224710009,51.50272715167257,NaN,NaN,50,NaN,NaN,NaN,NaN
1701127800,37230.44,37277,37211.1,37241.72,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,326.10878,389.63901160000006,96.5090404,93.63888772382013,65.44257814872029,52.98387207247664,NaN,NaN,50,NaN,NaN,NaN,NaN
1701128700,37241.72,37284,37211.1,37242.7,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,181.64563,407.64263960000005,114.51266840000001,92.15753860069023,65.4917902697106,54.63202121413714,NaN,NaN,50,NaN,NaN,NaN,NaN
1701129600,37242.7,37257.91,37200,37200,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,204.07459,390.79765280000004,177.26181920000002,89.71128584349832,61.38963333797954,55.757900325044055,NaN,NaN,50,NaN,NaN,NaN,NaN
1701130500,37200,37278.03,37191.1,37275.56,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,220.67748,379.85973680000006,176.0464952,89.51262256896275,65.50687795958464,57.587717782762546,NaN,NaN,50,NaN,NaN,NaN,NaN
1701131400,37275.56,37342.76,37275.1,37342.75,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,272.88085,313.48356680000006,168.67136520000003,87.95172095689425,68.70286295554914,59.07883155224329,NaN,NaN,50,NaN,NaN,68.70286295554914,NaN
1701132300,37342.76,37343.57,37251.88,37258.13,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,240.94487,231.81090320000004,216.27846480000002,88.21874088854483,61.03296228903245,59.764832834766864,NaN,NaN,50,NaN,NaN,NaN,NaN
1701133200,37258.14,37266.19,37233.33,37250.4,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,186.32092,217.8402876,232.11919640000005,84.26454511079167,60.369941998911905,60.369463374885356,NaN,NaN,50,NaN,NaN,NaN,NaN
1701134100,37250.4,37253.16,37164,37179.06,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,273.43419,220.6146716,257.08865240000006,84.61422046002109,54.487012294658435,60.388086054617645,NaN,NaN,50,NaN,NaN,NaN,NaN
1701135000,37179.06,37221.1,37171.1,37210.22,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,143.0697,181.2302948,265.4299172,82.14177614144816,56.48178317355879,60.77019264629229,NaN,NaN,50,NaN,NaN,NaN,NaN
1701135900,37210.21,37223.76,37192.68,37198.09,37466,36787.92,36933.02912,37046.94656,37206.97344,37305.97312,36787.92,95.78333,94.4871884,281.33401560000004,78.49450641705913,55.46270671466179,60.805566498926176,NaN,NaN,50,NaN,NaN,NaN,NaN
1701136800,37198.09,37198.09,37123,37157.71,37466,36792.51,36936.63686,37049.78318,37208.72682,37307.05636,36792.51,173.99701,105.7290348,243.3130252,78.25132738726893,52.0931761178821,60.59765090290964,NaN,NaN,50,NaN,NaN,NaN,NaN
1701137700,37157.72,37167.24,37131.1,37146.22,37466,36792.51,36936.63686,37049.78318,37208.72682,37307.05636,36792.51,115.09474,97.18189320000002,223.36969480000002,75.24337543103539,51.141088948295746,60.17581811717286,NaN,NaN,50,NaN,NaN,NaN,NaN
1701138600,37146.21,37191.06,37125,37191.06,37466,36792.51,36936.63686,37049.78318,37208.72682,37307.05636,36792.51,103.21732,123.40276080000004,129.06207920000003,74.58742004310412,54.62630929190267,59.7954239819677,NaN,NaN,50,NaN,NaN,NaN,NaN
