time,open,high,low,close
1544572800,3435.2,3617.4,3415,3535.6
1544659200,3535.7,3547.1,3317,3354.3
1544745600,3354.3,3395.2,3224,3281.7
1544832000,3281.7,3324.2,3215.2,3283.4
1544918400,3282.3,3383,3276.2,3301.5
1545004800,3300.1,3744.8,3280,3625
1545091200,3623.9,3799.9,3546.9,3780.8
1545177600,3780.7,4043,3756,3810
1545264000,3810,4299,3780.1,4214.5
1545350400,4214.5,4300,3902,3976
1545436800,3976.2,4166,3919.3,4135
1545523200,4135.1,4216,4033,4071.7
1545609600,4072.6,4384,4069,4140.7
1545696000,4140.7,4155,3812.1,3909.7
1545782400,3909.6,3990,3812.1,3930
1545868800,3930,3968.8,3686,3712
1545955200,3714.1,4095,3696.3,4036.7
1546041600,4036.8,4099.7,3859.3,3894
1546128000,3893.9,4003.8,3838.9,3977.3
1546214400,3978.5,3986.9,3771,3830.5
1546300800,3832.6286242,3987,3788.1,3963.1
1546387200,3963,4083.470676,3917.9,4048.8
1546473600,4049,4056.64433109,3875.1,3924.3
1546560000,3923.2,3986,3850.1,3954.9
1546646400,3954.9,4014.9,3901,3911.9
1546732800,3911.8,4218,3887.5,4168.4
1546819200,4169.2,4197,4044.9,4113.9
1546905600,4113.9,4215.8,4056,4100
1546992000,4100,4168.9,4010,4083.3
1547078400,4083.3,4143.3,3687.2,3712.8
1547164800,3712.8,3777.8,3666.6,3714.8
1547251200,3715.4,3734,3666.6,3702
1547337600,3702,3729,3570,3591
1547424000,3590.9,3799.4,3580,3749.3
1547510400,3749.3,3780.87473393,3623.1,3654.3
1547596800,3653.3,3759.89484429,3642.3589356,3673.6
1547683200,3675.4,3725,3606.2,3722.5
1547769600,3722.5,3723.9,3652.38836809,3675.7
1547856000,3675.7,3882,3673.9,3762.3
1547942400,3762.9,3796.9,3543,3586.1
1548028800,3586.1,3620.1,3548.3,3579.4
1548115200,3579.4,3682.14145688,3462,3639.1
1548201600,3639.1,3677,3591.2,3622.3
1548288000,3621.3,3671.4,3589.45182488,3652.70510422
1548374400,3652.8,3663.5,3580,3628.9
1548460800,3628.9,3750,3622.9,3631.2
1548547200,3631.2,3645.7,3541,3597.1
1548633600,3597.1,3597.9,3445.3,3501.88592973
1548720000,3501.1,3517.5,3422,3477.9
1548806400,3478,3550,3451.2,3529.6
1548892800,3529.7,3574.80983774,3482,3503.8
1548979200,3503.8,3559,3460,3534.7705232
1549065600,3534.9,3581,3498.75973167,3564.2
1549152000,3564.3,3566.8,3470.1,3501.73867085
1549238400,3501.73867085,3522.7,3475.3,3490.4687417
1549324800,3490.4687417,3517.5,3475.1,3513
1549411200,3513.20366088,3520.99742772,3405.32458599,3451.9
1549497600,3451.9,3462.3,3417.1,3438.4
1549584000,3438.4,3800,3425.3,3724
1549670400,3724.1,3740,3685.7,3718.3
1549756800,3718.4,3753.5,3661,3747.7
