time,open,high,low,close,PMA12,PMA144,PMA169,PMA288,PMA338,PMA576,PMA676,MHULL,SHULL,KD,J,RSI,MACD,Signal Line,Histogram,Cross,QQE Line,Histo2,QQE Up,QQE Down,Plot,Plot,Plot,Plot,Plot,Shapes,Shapes
519267600,990.92,990.92,990.92,990.92,970.1680360577459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.71459071203509,100.23808077326987,126.51747421157094,NaN,NaN,NaN,NaN,NaN,47.542296766734495,NaN,NaN,51.27076923076913,NaN,NaN,NaN,0,NaN,NaN
519354000,985.1,985.1,985.1,985.1,972.4652612796311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.91623291655154,86.68208345846003,108.27490704392869,NaN,NaN,NaN,NaN,NaN,40.3613471983402,NaN,NaN,40.7146153846154,NaN,NaN,NaN,0,NaN,NaN
519440400,981.47,981.47,981.47,981.47,973.8506056981495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.16557171910866,57.17184399645569,97.81146137631657,NaN,NaN,NaN,NaN,NaN,31.92276177955769,NaN,NaN,32.088461538461615,NaN,NaN,NaN,0,NaN,NaN
519526800,986.72,986.72,986.72,986.72,975.8305125138188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.2715747303497,47.53971839712585,100.5075417782187,NaN,NaN,NaN,NaN,NaN,28.62840778800873,NaN,NaN,32.90461538461534,NaN,NaN,NaN,0,NaN,NaN
519613200,986.1,986.1,986.1,986.1,977.410433665539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.33153351593059,39.11550231327081,98.71036657355353,NaN,NaN,NaN,NaN,NaN,25.770029644425676,NaN,NaN,28.182307692307745,NaN,NaN,NaN,0,NaN,NaN
519872400,986.1,986.1,986.1,986.1,978.7472900246869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.90074201872825,36.71574767439253,98.71036657355353,NaN,NaN,NaN,NaN,NaN,23.864444215370312,NaN,NaN,24.78692307692313,NaN,NaN,NaN,0,NaN,NaN
519958800,963.98,963.98,963.98,963.98,976.4753992516581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.36313280691451,-2.5733873947876873,47.47621324180946,15.848860790119602,NaN,NaN,NaN,NaN,8.905628769935845,NaN,NaN,-0.8269230769230944,NaN,NaN,NaN,0,NaN,NaN
520045200,971.92,971.92,971.92,971.92,975.7745685975568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.3000479001945,3.1740755325433554,56.14606188945537,14.31147742946564,NaN,NaN,NaN,NaN,3.705029691036927,NaN,NaN,3.4899999999998954,NaN,NaN,NaN,0,NaN,NaN
520131600,975.38,975.38,975.38,975.38,975.7138657363943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.70085083684639,18.639871994650534,59.61618932483867,13.219892432606116,NaN,NaN,NaN,NaN,2.040263247270026,NaN,NaN,3.7830769230769192,NaN,NaN,NaN,0,NaN,NaN
520218000,965.24,965.24,965.24,965.24,974.102501776949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.663950476081794,-0.4587898469276155,42.877357728012285,11.405119088256242,NaN,NaN,NaN,NaN,-3.1474760105563746,NaN,NaN,-9.070769230769201,20.73230769230769,35.95031258265398,5.514302801961401,0,NaN,NaN
520477200,955.21,955.21,955.21,955.21,971.1959630420338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.18034502977452,-12.590038747498369,29.22701711180612,9.053201293244229,NaN,NaN,NaN,NaN,-9.398279298470833,NaN,NaN,-21.599230769230758,13.445307692307699,29.338783513134914,-2.448168128519516,0,NaN,NaN
520563600,955.21,955.21,955.21,955.21,968.7365841124902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.500926494774117,-16.58281173136333,29.227017111806106,7.107360271018365,NaN,NaN,NaN,NaN,-13.565481490413802,NaN,NaN,-23.80923076923068,6.992923076923091,23.338918129444103,-9.35307197559792,0,NaN,NaN
520650000,965.54,965.54,965.54,965.54,968.2448019413379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.796913784410332,9.495012895432161,41.946054128403276,6.325890977012136,NaN,NaN,NaN,-15.785642192212002,-10.254709159567625,NaN,NaN,-15.567692307692369,2.2273076923076927,17.87738618654342,-13.422770801928035,0,NaN,NaN
520736400,963.93,963.93,963.93,963.93,967.5809862580551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.95293523222518,19.692038407273216,39.62371902499842,5.513105735531212,NaN,NaN,NaN,-14.376185039772423,-8.748603074613989,NaN,NaN,-17.673846153846057,-2.830538461538447,11.085996949106672,-16.747073872183567,0,NaN,NaN
520822800,970.1,970.1,970.1,970.1,967.9685268337389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.18482051256553,60.634085300940406,46.75122998240333,5.305674498068697,9.787842501702471,-4.482168003633774,NaN,-10.264560610165802,-4.5378696982391205,NaN,NaN,-11.587692307692237,-6.807538461538445,4.457469783412656,-18.072546706489547,0,NaN,NaN
