time,open,high,low,close,PMA12,PMA144,PMA169,PMA288,PMA338,PMA576,PMA676,ATR Short Stop Loss,ATR Long Stop Loss,MHULL,SHULL,MACD,Signal Line,Histogram,Cross,DPO,Midline,Upper Band,Lower Band,Zero Line,Buy Arrow,Sell Arrow,Shapes,Shapes
1729091700,67717.2,67992,67717.2,67968,67725.92135392051,66743.866964328,66561.35702923418,NaN,NaN,64583.51691775259,64330.41165424705,68496.51281445421,67212.68718554579,67932.15131301964,67927.7477499227,85.92018049211765,103.01294764249502,-17.09276715037737,NaN,-4.892115384951467,-27.21461538495496,155.38832828226418,-209.8175590521741,0,NaN,NaN,NaN,NaN
1729092600,67967.99,68050,67840,67876,67749.01037639428,66759.48259240623,66576.82341712553,NaN,NaN,64594.92933744842,64340.886065903636,68540.97618485034,67349.02381514966,67939.55560320897,67926.40721048924,91.52780840502237,91.82988056405318,-0.3020721590308142,NaN,105.38865384580276,-55.864000000340454,94.81038480292541,-206.53838480360633,0,105.38865384580276,NaN,94.81038480292541,NaN
1729093500,67876,67876.01,67670,67749.99,67749.16108771824,66773.14476354545,66590.62537692406,NaN,NaN,64605.865422933864,64350.95727398073,68353.98895736103,67192.02104263897,67943.2832108414,67932.15131301964,84.8261173578212,86.59558910490563,-1.769471747084424,NaN,-34.964230769575806,-88.33319230803318,31.717858967518907,-208.38424358358526,0,NaN,NaN,NaN,NaN
1729094400,67750,67929.99,67626,67694.5,67740.75168960774,66785.85311163448,66603.61213719554,NaN,NaN,64616.57126202248,64360.834800497774,68406.39796040667,67149.59203959334,67942.55476540061,67939.55560320897,74.18227260735875,84.24221380602427,-10.059941198665513,NaN,-92.71326923111337,-90.37642307726492,29.599906867503933,-210.35275302203377,0,NaN,NaN,NaN,NaN
1729095300,67694.5,67770,67510,67680.34,67731.45758351425,66798.19086181883,66616.27952381676,NaN,NaN,64627.1909110276,64370.64131511964,68240.23596323477,67039.76403676523,67937.47189081289,67943.2832108414,63.86812332870613,79.56222534076693,-15.694102012060796,NaN,-153.83307692343078,-71.29521153880486,30.101264808837726,-172.69168788644745,0,NaN,NaN,NaN,NaN
1729096200,67680.35,67705.99,67482,67573.99,67707.23180143513,66808.89153958685,66627.5467058895,NaN,NaN,64637.40511930827,64380.10467903361,68166.636608718,67021.353391282,67924.82846026593,67942.55476540061,46.57563459666562,73.4465268400446,-26.870892243378975,NaN,-161.162692308033,-82.49192307726771,20.884226242392927,-185.86807239692837,0,NaN,NaN,NaN,NaN
1729097100,67573.99,67833.84,67539.16,67823.88,67725.17767813742,66822.89138042014,66641.62121523198,NaN,NaN,64648.45009289819,64390.2783136598,68293.1561366667,67079.8438633333,67912.20856556209,67937.47189081289,52.43085699068615,70.83119643310299,-18.400339442416836,NaN,-41.771346154186176,-102.53963461572857,-20.00332111099793,-185.0759481204592,0,NaN,NaN,NaN,NaN
1729098000,67823.88,67830,67686,67795.98,67736.07034303936,66836.31329241434,66655.20190681748,NaN,NaN,64659.36007524516,64400.33947078341,68271.93641261909,67244.06358738091,67898.8887158404,67924.82846026593,54.19513827386254,69.07465770921165,-14.87951943534911,NaN,52.63634615349292,-79.6364230772684,7.933647794726625,-167.20649394926343,0,NaN,NaN,NaN,NaN
1729098900,67795.99,67956,67776.68,67846,67752.98259795639,66850.24000562241,66669.21129614905,NaN,NaN,64670.40562091155,64410.51867471019,68385.58238314629,67347.0976168537,67887.30728240742,67912.20856556209,58.950000951299444,68.05290366705998,-9.102902715760536,NaN,112.25942307656805,-45.09228846188489,42.95693626003978,-133.14151318380956,0,NaN,NaN,NaN,NaN
1729099800,67846,68080,67845.99,68022.01,67794.37142904002,66866.40235037245,66685.12657501789,NaN,NaN,64682.0229671129,64421.1877775914,68503.97042720727,67422.01957279273,67882.4369770752,67898.8887158404,76.04420959086565,66.95557356692088,9.088636023944773,66.95557356692088,227.9515384612023,0.8899230765775428,95.43170489056855,-93.65185873741346,0,NaN,NaN,NaN,NaN
1729100700,68022.01,68100,67894.06,67942,67817.08351688003,66881.23818002248,66699.91332119415,NaN,NaN,64693.322714193964,64431.58899538286,68515.7518252639,67478.3081747361,67881.17020235519,67887.30728240742,82.18794331599202,65.91781077925083,16.270132536741187,NaN,277.68384615350806,29.147519230423494,144.59588952320516,-86.30085106235818,0,NaN,NaN,NaN,NaN
1729101600,67942,68064,67898,67910,67831.37836043694,66895.42799822908,66714.14963506245,NaN,NaN,64704.47237549658,64441.86495108335,68467.8409806022,67494.1590193978,67881.8681793101,67882.4369770752,83.51208861838677,65.77180758598034,17.74028103240643,NaN,254.580192307345,44.066673076577715,170.81971545912293,-82.6863693059675,0,NaN,NaN,NaN,NaN
1729102500,67909.99,68024,67856,68009.44,67858.77245883126,66910.79368101212,66729.38834523819,NaN,NaN,64715.92806916904,64452.40431607277,68416.99519627346,67463.00480372654,67886.9133475486,67881.17020235519,91.53035529555927,67.69937232911373,23.830982966445546,NaN,266.58480769196467,74.22157692273177,209.32727636834426,-60.884122522880716,0,NaN,NaN,NaN,NaN
1729103400,68009.44,68051.43,67792.56,67804.63,67850.44284978029,66923.12245782574,66742.03824705891,NaN,NaN,64726.63414171958,64462.30749386871,68444.09018225392,67399.89981774607,67889.72198631725,67881.8681793101,80.43127243242634,69.53972222952709,10.891550202899253,NaN,218.2428846150433,105.31719230734743,236.3847450522171,-25.75036043752226,0,NaN,NaN,NaN,NaN
1729104300,67804.62,67909.1,67780.32,67822.74,67846.18087289101,66935.53097564883,66754.7523853288,NaN,NaN,64737.36587779681,64472.23491633882,68287.5108835215,67401.9091164785,67891.08712913144,67886.9133475486,72.26348645779944,72.39392799187529,-0.13044153407584247,72.39392799187529,96.13269230735023,130.31376923042552,242.05473962783572,18.572798833015327,0,NaN,NaN,NaN,NaN
1729105200,67822.73,67921.6,67700,67921.59,67857.78227706162,66949.1317897778,66768.47988667787,NaN,NaN,64748.40304979751,64482.425034754364,68296.7243918414,67324.8756081586,67893.76297032398,67889.72198631725,72.92617851235264,74.67118593872712,-1.7450074263744852,NaN,94.36653846121044,155.86669230734987,237.80270705541056,73.93067755928915,0,NaN,NaN,NaN,NaN
1729106100,67921.6,67952.84,67816,67848.48,67856.35115751368,66961.53659267742,66781.18577036401,NaN,NaN,64759.14855049145,64492.369067148,68315.83122099558,67453.00877900442,67895.6001275682,67891.08712913144,66.78217737546947,76.06974583890567,-9.287568463436202,NaN,135.74961538426578,173.61878846119507,237.1627311129959,110.07484580939423,0,NaN,NaN,NaN,NaN
1729107000,67848.49,67876,67643.24,67721.02,67835.53097943465,66972.01222588187,66792.24264365385,NaN,NaN,64769.415002656126,64501.9071792096,68238.00184806733,67281.23815193267,67893.80535409365,67893.76297032398,51.039701528905425,75.1908236808619,-24.15112215195647,NaN,-4.543653846500092,167.90078846119576,239.39648204145948,96.40509488093203,0,NaN,-4.543653846500092,NaN,96.40509488093203
1729107900,67721.01,67845.93,67679.1,67728,67818.98775182932,66982.43964345592,66803.2515537285,NaN,NaN,64779.6700633055,64511.43773407161,68199.94921606251,67325.08078393749,67889.3914825981,67895.6001275682,38.68101302770083,71.0393573960658,-32.35834436836497,NaN,-59.867692308020196,150.68807692273694,240.37697185651493,60.99918198895895,0,NaN,NaN,NaN,NaN
1729108800,67728.01,67940,67668,67868.29,67826.57271308635,66994.65826906342,66815.7814178023,NaN,NaN,64790.375851647594,64521.3545797612,68297.87498634377,67310.12501365623,67886.65883558373,67893.80535409365,39.748695677451906,66.32388543622801,-26.575189758776105,NaN,-26.712500000343425,125.22167307658238,221.4563775837085,28.986968569456252,0,NaN,NaN,NaN,NaN
1729109700,67868.3,67906.88,67826.5,67856,67831.09998799615,67006.53884466254,66828.01928347521,NaN,NaN,64801.001931884515,64531.20582177077,68247.80463017635,67485.57536982365,67885.68247178418,67889.3914825981,39.151823728650925,61.39496711514625,-22.243143386495326,NaN,31.56211538426578,100.60949999965814,189.75649129307254,11.462508706243753,0,NaN,NaN,NaN,NaN
1729110600,67856.01,67928.92,67820,67892.67,67840.5722975352,67018.76134335685,66840.54458602256,NaN,NaN,64811.71828567348,64541.13629201664,68257.16287087805,67491.75712912195,67886.34430346837,67886.65883558373,41.16325654677348,55.79862280972561,-14.635366262952125,NaN,49.565384615038056,80.10801923042746,159.6548165759167,0.5612218849382202,0,NaN,NaN,NaN,NaN
1729111500,67892.68,67954.03,67630,67630.01,67808.1780979144,67027.19235931055,66849.8324144223,NaN,NaN,64821.48706111309,64550.26147283786,68293.54445152961,67290.48554847039,67880.74593292622,67885.68247178418,21.317134036231437,49.2303852101484,-27.91325117391696,NaN,-51.88384615420364,48.261153845810625,115.84871917238557,-19.32641148076432,0,NaN,NaN,NaN,NaN
1729112400,67630.01,67706,67580.03,67612.29,67778.04146746603,67035.26267159592,66858.8025036644,NaN,NaN,64831.1605548354,64559.30734736419,68034.76020499178,67251.26979500822,67870.06383073935,67886.34430346837,4.1116860973561415,41.65796294787692,-37.546276850520776,NaN,-206.83576923111104,5.753288461195188,81.43163911585994,-69.92506219346957,0,NaN,NaN,NaN,NaN
1729113300,67612.29,67636.7,67544.23,67610,67752.18893400971,67043.19008302219,66867.64012126834,NaN,NaN,64840.792580641864,64568.319733339486,67951.88483320666,67229.04516679334,67855.45535507283,67880.74593292622,-9.597900590917561,32.48862082529134,-42.0865214162089,NaN,-246.4576923080458,-28.505750000344413,63.821606503328034,-120.83310650401685,0,NaN,NaN,NaN,NaN
1729114200,67610,67610,67540.98,67540.99,67719.69679031591,67050.0562887736,66875.56188454754,NaN,NaN,64850.15201710411,64577.101624821495,67910.06663083476,67240.91336916524,67835.44622668865,67870.06383073935,-25.734723203189787,22.20896520544031,-47.943688408630095,NaN,-281.9953846157441,-66.14194230803987,37.607722629872555,-169.8916072459523,0,NaN,NaN,NaN,NaN
1729115100,67540.98,67597.99,67500,67566.9,67696.18959180577,67057.18516754913,66883.6952741411,NaN,NaN,64859.56882120427,64585.934116328666,67887.12222863227,67210.86777136773,67811.74792508419,67855.45535507283,-36.01736515635275,12.53595779596718,-48.55332295231993,NaN,-314.3555769234372,-111.15246153881017,-7.220875069258568,-215.08404800836178,0,NaN,NaN,NaN,NaN
1729116000,67566.9,67690.31,67563.84,67686.97,67694.77119306642,67065.87185489328,66893.14556503356,NaN,NaN,64869.36917191067,64595.09522676787,67972.34028372997,67281.80971627003,67789.03357550848,67835.44622668865,-34.084878194800694,4.450858771244788,-38.535736966045484,NaN,-245.00692307726422,-135.19878846188658,-31.03060145069564,-239.3669754730775,0,NaN,NaN,NaN,NaN
1729116900,67686.99,67712.62,67648,67679.99,67692.49716336389,67074.3424499982,66902.40255838611,NaN,NaN,64879.11135848984,64604.20865298126,67981.42883489211,67379.19116510788,67768.21341751702,67811.74792508419,-32.7391989150201,-3.6033517390298786,-29.135847175990218,NaN,-192.4759615388175,-148.4596153849663,-45.57499496933258,-251.34423580060002,0,NaN,NaN,NaN,NaN
1729117800,67680,67860,67670.05,67798.01,67708.72990746175,67084.32407137754,66912.93911652274,NaN,NaN,64889.22885811379,64613.643812056645,68129.95998954268,67400.09001045732,67753.42537858174,67789.03357550848,-21.897094648360508,-10.38656489203115,-11.510529756329358,NaN,-109.14403846189089,-156.70276923112107,-58.25454898081243,-255.1509894814297,0,NaN,NaN,NaN,NaN
1729118700,67798.01,67830,67740,67790.01,67721.23453708302,67094.05767039303,66923.25759750482,NaN,NaN,64899.28355877891,64623.02746401512,68090.31999028963,67479.68000971037,67743.56122873291,67768.21341751702,-13.79120561153104,-16.492616242953872,2.7014106314228314,-16.492616242953872,-44.15903846187575,-164.2748846157352,-73.73433234242286,-254.81543688904753,0,-44.15903846187575,NaN,-73.73433234242286,NaN
1729119600,67790,67827.48,67682.86,67729.63,67722.52614676255,67102.82418528416,66932.74433165183,NaN,NaN,64909.0941183672,64632.20501951286,68084.70070526893,67425.63929473107,67736.05946480967,67753.42537858174,-12.099911287950817,-20.205621278974125,8.105709991023307,NaN,-49.041153846512316,-174.13553846189023,-96.29829457948708,-251.9727823442934,0,NaN,NaN,NaN,NaN
1729120500,67729.62,67763.45,67611.18,67662,67713.21443187601,67110.5369551423,66941.32381010299,NaN,NaN,64918.63625313889,64641.15566938136,68018.61244060687,67356.01755939312,67728.47391613414,67743.56122873291,-16.031918170745485,-22.443799530985416,6.411881360239931,NaN,-86.17384615418268,-177.56453846188816,-102.79967035107401,-252.3294065727023,0,NaN,NaN,NaN,NaN
1729121400,67663.29,67770,67657.99,67658,67704.7199038951,67118.08816955413,66949.75529469001,NaN,NaN,64928.13144810201,64650.068060313766,68018.93762342067,67409.05237657933,67719.96546214698,67736.05946480967,-19.24893874079862,-23.516137103194424,4.267198362395803,NaN,-62.48961538496951,-163.129923077274,-84.07864847590656,-242.1811976786414,0,NaN,NaN,NaN,NaN
1729122300,67657.99,67668.98,67602.34,67620.01,67691.68761098816,67125.01122928441,66957.64064416425,NaN,NaN,64937.46204966838,64658.84189174563,67907.2763646049,67364.0436353951,67709.27912183914,67728.47391613414,-24.580576637672493,-23.387898595914724,-1.1926780417577696,-23.387898595914724,-96.9265384618775,-148.17680769265718,-71.09164350070101,-225.26197188461333,0,NaN,NaN,NaN,NaN
1729123200,67620,67798.56,67620,67707.21,67694.07567083613,67133.04155715635,66966.45910717407,NaN,NaN,64947.06256249449,64667.84741052925,68038.96662427598,67379.59337572401,67699.09579048993,67719.96546214698,-21.521539928522543,-21.777251348378034,0.2557114198554906,-21.777251348378034,-35.538653846495436,-123.5311346157323,-51.28643274346241,-195.7758364880022,0,NaN,NaN,NaN,NaN
1729124100,67707.2,67780,67580,67769.43,67705.66864455365,67141.81932878178,66975.90582356026,NaN,NaN,64956.84546522414,64677.01013605206,68024.66329397056,67335.33670602944,67691.05831925548,67709.27912183914,-13.916180228436133,-19.53628490767086,5.6201046792347285,NaN,-2.614807692647446,-92.35705769265333,-35.76585021358638,-148.94826517172027,0,NaN,NaN,NaN,NaN
1729125000,67769.43,67939.4,67769.43,67898,67735.25808385308,67152.24940700548,66986.7539903419,NaN,NaN,64967.040108325615,64686.525615709215,68184.79841582979,67524.0315841702,67688.99702801828,67699.09579048993,2.457320165965939,-15.625560565339079,18.082880731305018,NaN,130.96057692273462,-54.76030769265344,8.471938693096803,-117.99255407840369,0,NaN,NaN,NaN,NaN
1729125900,67897.99,67909.06,67684.21,67709.99,67731.37068633722,67159.94238070196,66995.26264927904,NaN,NaN,64976.54773360005,64695.457563668715,68161.02102898482,67432.24897101519,67687.41120469147,67691.05831925548,0.25960884914093185,-13.16370462117225,13.423313470313182,NaN,86.13249999965774,-26.899461538805916,32.75104984622936,-86.54997292384118,0,NaN,NaN,NaN,NaN
1729126800,67709.99,67828,67676,67712.65,67728.49058074687,67167.5659340716,67003.702500464,NaN,NaN,64986.0316236049,64704.370982978406,68078.24952691447,67425.75047308553,67686.54531413627,67688.99702801828,-1.2530095198599156,-11.770571722097682,10.517562202237766,NaN,25.904038461187156,-13.394653846498112,43.05885733071507,-69.8481650237113,0,NaN,NaN,NaN,NaN
1729127700,67712.65,67718,67617.22,67634.38,67714.01202986274,67174.00474877405,67011.12223575266,NaN,NaN,64995.21134068079,64713.02684418083,67961.17241784916,67374.04758215084,67684.24852300214,67687.41120469147,-8.667590754601406,-11.389202773947748,2.721612019346342,NaN,-21.570384615726653,-11.135788461883203,44.787718538746574,-67.05929546251298,0,NaN,NaN,NaN,NaN
1729128600,67634.37,67634.37,67406.99,67594.64,67695.64710219155,67179.8066143082,67017.98715062616,NaN,NaN,65004.22149201292,64721.539733858284,67884.53617371706,67156.82382628294,67679.42689951384,67686.54531413627,-17.54810208377603,-11.557667653173363,-5.990434430602667,-11.557667653173363,-106.30423076958687,-16.86209615419066,43.089104461902934,-76.81329677028425,0,NaN,-106.30423076958687,NaN,-76.81329677028425
1729129500,67594.63,67899.99,67562.01,67893.98,67726.15985570053,67189.65728169704,67028.29294885408,NaN,NaN,65014.237985974745,64730.911787820296,68168.49930416586,67293.50069583414,67680.22316786057,67684.24852300214,-0.42681492476549465,-9.466320562503016,9.039505637737522,-9.466320562503016,70.69711538426054,-1.1750000003463357,58.9902047447275,-61.34020474542017,0,70.69711538426054,NaN,58.9902047447275,NaN
1729130400,67893.98,67908.48,67684,67684.01,67719.67526251584,67196.47593988053,67036.00726710286,NaN,NaN,65023.49196175993,64739.63585934816,68181.86149672543,67410.61850327457,67680.09973663506,67679.42689951384,-3.757580655728816,-7.152654342287052,3.395073686558236,NaN,119.73326923041895,17.04728846119251,81.09676677781638,-47.00218985543137,0,NaN,NaN,NaN,NaN
1729131300,67684,67690,67516,67560.01,67695.11137597494,67201.49020277873,67042.17200513695,NaN,NaN,65032.2840520138,64747.967836129996,67962.49710410219,67243.50289589781,67676.02296178624,67680.22316786057,-16.21607140614651,-6.563157839800827,-9.652913566345685,-6.563157839800827,-79.09403846188798,18.830538461191463,80.96346260202263,-43.3023856796397,0,NaN,-79.09403846188798,NaN,-43.3023856796397
1729132200,67560.01,67618,67408,67514.02,67667.25116428648,67205.80095860247,67047.72315801769,NaN,NaN,65040.886256339574,64756.139334398445,67893.53302523775,67132.46697476225,67668.03634896585,67680.09973663506,-29.460916621930664,-8.29035077241133,-21.170565849519335,NaN,-183.88288461572665,3.9961153842683417,82.4844078478578,-74.49217707932112,0,NaN,NaN,NaN,NaN
1729133100,67514.02,67552.39,67429.95,67472.01,67637.21406208856,67209.47280744933,67052.71476792336,NaN,NaN,65049.313028414654,64764.162585995495,67821.3606662922,67160.9793337078,67655.80880913729,67676.02296178624,-42.85342023403791,-13.324877483522869,-29.528542750515044,NaN,-230.65884615419782,-18.808288461886697,77.88099587984303,-115.49757280361644,0,NaN,NaN,NaN,NaN
1729134000,67472.01,67525.11,67438,67513.21,67618.13651407494,67213.66228596728,67058.13235888896,NaN,NaN,65057.853399200045,64772.28384866611,67784.20169012847,67178.90830987153,67641.6549977496,67668.03634896585,-49.5711547422834,-18.861628993681126,-30.70952574860227,NaN,-239.0194230772613,-55.80628846188629,44.89492897482342,-156.507505898596,0,NaN,NaN,NaN,NaN
1729134900,67513.21,67635.98,67490.01,67588,67613.50012729417,67218.82556478152,67064.36609584322,NaN,NaN,65066.623404748745,64780.60206477049,67892.20478369071,67233.78521630928,67628.23493341579,67655.80880913729,-48.30326975880598,-24.089435686897357,-24.213834071908625,NaN,-160.50903846188157,-80.47044230804022,15.256445444972627,-176.19733006105307,0,NaN,NaN,NaN,NaN
1729135800,67588,67658,67532.01,67621.89,67614.79087694122,67224.3850742328,67070.925200598,NaN,NaN,65075.480481335406,64788.995825288155,67909.42194199852,67280.58805800148,67616.69767479213,67641.6549977496,-44.05597218191542,-28.021478067710024,-16.034494114205398,NaN,-116.22923076956067,-94.68376923111501,-3.0759781550949157,-186.29156030713511,0,NaN,NaN,NaN,NaN
1729136700,67621.89,67700,67586.6,67601.4,67612.73074202718,67229.58528010546,67077.16608059096,NaN,NaN,65084.23583495296,64797.304257118914,67945.61323185576,67340.98676814424,67607.31034507489,67628.23493341579,-41.86078493867535,-30.72288727380995,-11.137897664865402,NaN,-88.97115384649078,-101.42384615419141,-11.853285455217602,-190.99440685316523,0,NaN,NaN,NaN,NaN
1729137600,67601.4,67601.4,67480.95,67491.57,67594.09062786915,67233.19886244883,67082.04142081931,NaN,NaN,65092.58014748345,64805.26368324264,67842.37478672322,67239.97521327678,67597.13741184806,67616.69767479213,-48.425230432563694,-36.056044552454196,-12.369185880109498,NaN,-161.46057692341856,-106.93948076957459,-16.20595368839315,-197.67300785075602,0,NaN,NaN,NaN,NaN
1729138500,67491.57,67551.76,67451.09,67458.76,67573.2705312739,67236.31005055299,67086.47340410379,NaN,NaN,65100.781810750406,64813.10266793026,67786.30837338584,67216.54162661415,67585.42838665567,67607.31034507489,-55.633781968426774,-41.820066920531744,-13.81371504789503,NaN,-204.1836538464995,-134.4275576926506,-54.836733172535276,-214.0183822127659,0,NaN,NaN,NaN,NaN
1729139400,67458.76,67501.98,67304,67334,67536.45968030869,67237.65749813156,67089.38548170257,NaN,NaN,65108.52260170101,64820.549927404616,67740.98706100114,67064.99293899885,67568.91529095375,67597.13741184806,-70.5998689897533,-47.862711096488056,-22.73715789326525,NaN,-277.77615384649835,-174.17850000034232,-124.13570407985023,-224.22129592083442,0,NaN,NaN,NaN,NaN
1729140300,67334,67382.75,67260,67260,67493.92742179966,67237.96567057112,67091.3927113296,NaN,NaN,65115.980062353694,64827.75657459101,67617.83691378677,67024.91308621323,67546.17306941007,67585.42838665567,-87.42401273593714,-54.303055109155444,-33.120957626781696,NaN,-356.7161538465007,-201.94071153880358,-142.23426506964464,-261.6471580079625,0,NaN,NaN,NaN,NaN
1729141200,67260.01,67384.83,67260,67381.99,67476.70627998433,67239.95221304601,67094.811502961,NaN,NaN,65123.83451621035,64835.3023158773,67616.49963423058,67028.33036576942,67521.7361843692,67568.91529095375,-89.87764088196855,-59.52796851448107,-30.34967236748748,NaN,-334.2236538464931,-216.97478846188022,-149.7493691663986,-284.20020775736185,0,NaN,NaN,NaN,NaN
1729142100,67382,67399.99,67305.89,67328,67453.82839075597,67241.16666527986,67097.55489704381,NaN,NaN,65131.474604542374,64842.666267676774,67625.19394607126,67080.68605392874,67495.0400819934,67546.17306941007,-95.0826470831962,-64.58480099680472,-30.49784608639149,NaN,-293.56250000034925,-223.26515384649537,-153.57044689177224,-292.9598608012185,0,NaN,NaN,NaN,NaN
1729143000,67328,67470,67282.05,67388,67443.70094602428,67243.19195265531,67100.97189825505,NaN,NaN,65139.29618303616,64850.18571740299,67699.25544992331,67052.7945500767,67469.16654561774,67521.7361843692,-93.29075567863765,-69.58341054345267,-23.70734513518498,NaN,-263.8590384618874,-225.74911538495797,-155.44277150348418,-296.05545926643174,0,NaN,NaN,NaN,NaN
1729143900,67388,67431,67288,67340.82,67427.87310817439,67244.53854641179,67103.79364062853,NaN,NaN,65146.92711481073,64857.54357348156,67659.2014892145,67059.7985107855,67443.88961607571,67495.0400819934,-94.58735636535857,-75.19800878605747,-19.389347579301102,NaN,-249.18711538494972,-234.6169230772648,-166.38635600691708,-302.8474901476125,0,NaN,NaN,NaN,NaN
1729144800,67340.81,67381,67237.77,67299.98,67408.19724537832,67245.30325611646,67106.10171544466,NaN,NaN,65154.39003642317,64864.75904298383,67608.2474542706,67010.5225457294,67418.82505979008,67469.16654561774,-97.78318475106789,-81.4116087652122,-16.3715759858557,NaN,-277.53173076958046,-250.74717307726678,-189.83938911677484,-311.6549570377587,0,NaN,NaN,NaN,NaN
1729145700,67299.99,67476.5,67299.98,67418.84,67409.83459224319,67247.69686637692,67109.78098938061,NaN,NaN,65162.23908309068,64872.30433384651,67706.42835039413,67070.05164960587,67397.80844423831,67443.88961607571,-89.69099120995088,-85.996693296033,-3.694297913917879,NaN,-197.75750000035623,-261.6258076926533,-215.3791997286722,-307.8724156566344,0,-197.75750000035623,NaN,-215.3791997286722,NaN
1729146600,67418.85,67504.49,67330.56,67471.99,67419.39696266732,67250.79056477173,67114.04227185849,NaN,NaN,65170.245152126765,64879.98435058551,67736.63025393742,67098.41974606259,67381.81244193637,67418.82505979008,-78.08894793744548,-88.49171173703508,10.402763799589593,-88.49171173703508,-120.23519230802776,-257.50326923111425,-204.91811322961635,-310.08842523261217,0,NaN,NaN,NaN,NaN
1729147500,67471.99,67499.98,67104.18,67162.87,67379.93127610312,67249.5778673266,67114.61671571898,NaN,NaN,65177.151997353365,64886.728473626616,67757.94595008473,66846.21404991526,67361.46160612932,67397.80844423831,-92.76827075314941,-90.95486748852353,-1.813403264625876,-90.95486748852353,-209.9569230772613,-258.0805961541904,-205.85305141885405,-310.3081408895267,0,NaN,NaN,NaN,NaN
1729148400,67162.87,67317.17,67087.35,67188.02,67350.40646439495,67248.72879329452,67115.48028376934,NaN,NaN,65184.122077085245,64893.52697148887,67581.33338222154,66823.18661777847,67338.51265598158,67381.81244193637,-101.20570862010936,-92.48616703120933,-8.719541588900029,NaN,-297.1173076926643,-260.01471153880703,-207.11836850536645,-312.9110545722476,0,NaN,NaN,NaN,NaN
1729149300,67188.02,67254.88,67094,67201.99,67327.57316218034,67248.08412028356,67116.49804513676,NaN,NaN,65191.1164199723,64900.346655472655,67517.41171206287,66831.46828793714,67314.11955458496,67361.46160612932,-105.54847950027033,-94.22737132213176,-11.321108178138573,NaN,-282.36346153880004,-252.57944230803696,-205.71652635406772,-299.4423582620062,0,NaN,NaN,NaN,NaN
1729150200,67202,67237,67147.61,67208.39,67309.23729107567,67247.5366151762,67117.57912695868,NaN,NaN,65198.10870274536,64907.165099621925,67490.3569469155,66894.2530530845,67289.5164143991,67338.51265598158,-107.23756233230233,-95.57791746092133,-11.659644871381005,NaN,-255.7934615388076,-244.7364230772684,-203.1333466000367,-286.3394995545001,0,NaN,NaN,NaN,NaN
1729151100,67208.38,67305,67178.19,67303.18,67308.30540014095,67248.30411013929,67119.76266664152,NaN,NaN,65205.40531036149,64914.243430199116,67553.84680785012,66929.34319214988,67267.81184983336,67314.11955458496,-99.77724190347362,-96.29863815256977,-3.478603750903858,NaN,-192.22500000035507,-234.602673077269,-193.50529841190036,-275.70004774263765,0,NaN,NaN,NaN,NaN
1729152000,67303.18,67399.96,67212.25,67219.35,67294.61995396542,67247.90474310289,67120.93428232809,NaN,NaN,65212.38605451969,64921.05319849986,67651.14382157511,66961.0661784249,67246.69723406686,67289.5164143991,-99.48249237201526,-96.8425421533094,-2.639950218705863,NaN,-148.51557692342612,-223.06832692342286,-178.0864274595778,-268.0502263872679,0,NaN,NaN,NaN,NaN
1729152900,67219.36,67296.1,67200,67290.89,67294.04611489382,67248.49764319802,67122.93376135953,NaN,NaN,65219.59057426139,64928.05419348214,67539.63854860546,66956.46145139454,67228.77512456194,67267.81184983336,-92.41096504824236,-96.24562885299545,3.8346638047530917,-96.24562885299545,-170.9725000003382,-215.24686538496172,-169.26585524808553,-261.2278755218379,0,NaN,NaN,NaN,NaN
1729153800,67290.9,67355.54,67290.47,67339.99,67301.11440491016,67249.75960674012,67125.48736416706,NaN,NaN,65226.940312305545,64935.17955775545,67588.65472370507,67057.35527629493,67215.85579547171,67246.69723406686,-81.90066911026952,-95.38003750858641,13.479368398316893,NaN,-81.01038461572898,-195.59473076957656,-142.9445359693846,-248.24492556976853,0,NaN,NaN,NaN,NaN
1729154700,67340,67473.49,67339.99,67450,67324.01988107782,67252.52154319888,67129.30515988274,NaN,NaN,65234.64589181229,64942.60886482264,67704.25724344043,67109.22275655958,67210.32066118668,67228.77512456194,-63.957039311455446,-93.80982543903195,29.852786127576508,NaN,34.37461538426578,-172.38151923111437,-96.14783102620807,-248.61520743602068,0,NaN,NaN,NaN,NaN
1729155600,67450,67530.01,67373.15,67422,67339.0937455274,67254.85917708579,67132.74862859001,NaN,NaN,65242.22770847845,64949.9335062855,67761.10029748039,67142.0597025196,67210.10296748093,67215.85579547171,-51.40340298120282,-89.21372901992679,37.81032603872397,NaN,104.91826923043118,-149.86617307726846,-48.70099711932738,-251.03134903520953,0,NaN,NaN,NaN,NaN
1729156500,67422,67485.75,67338.63,67364,67342.92547698472,67256.36456774667,67135.46923295954,NaN,NaN,65249.58220515617,64957.065165055705,67716.09670480322,67108.28329519679,67212.43465078506,67210.32066118668,-45.608919782505836,-83.03630803797084,37.427388255465004,NaN,85.99596153810853,-120.27088461573149,-6.239695833942349,-234.30207339752064,0,NaN,NaN,NaN,NaN
1729157400,67363.99,67364,67274,67305.93,67337.23386514091,67257.0482288812,67137.47465374826,NaN,NaN,65256.709927148695,64964.00420444993,67587.5362258887,67050.4637741113,67214.91567887204,67210.10296748093,-45.18168742134003,-76.32888669586747,31.147199274527438,NaN,21.996153845801018,-88.35953846188495,19.553178261419973,-196.27225518518986,0,NaN,NaN,NaN,NaN
