time,open,high,low,close,PMA12,PMA144,PMA169,PMA288,PMA338,PMA576,PMA676
1120093200,44.916901,44.987083,44.144893,44.495807,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1120438800,43.092154,43.372882,42.600874,42.600874,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1120525200,42.671056,42.811422,42.249961,42.671056,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1120611600,42.74124,43.162335,42.179776,43.162335,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1120698000,42.951788,43.302701,42.671056,43.092154,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1121043600,43.653614,43.864161,43.513248,43.864161,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1121130000,43.864161,43.864161,43.513248,43.653614,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1121216400,43.723795,44.074709,43.513248,43.653614,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1121302800,43.653614,44.425622,43.653614,44.004527,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1121648400,44.285256,44.565988,44.215075,44.495807,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1121734800,44.425622,44.916901,44.144893,44.706354,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1121821200,43.162335,44.84672,43.162335,44.215075,43.717948166666666,NaN,NaN,NaN,NaN,NaN,NaN
1121907600,44.215075,44.636169,44.074709,44.636169,43.85921291025641,NaN,NaN,NaN,NaN,NaN,NaN
1122253200,44.074709,44.706354,44.074709,44.706354,43.9895423086785,NaN,NaN,NaN,NaN,NaN,NaN
1122339600,44.916901,44.916901,44.144893,44.776535,44.11061810734335,NaN,NaN,NaN,NaN,NaN,NaN
1122426000,44.706354,44.987083,44.495807,44.916901,44.23466162929053,NaN,NaN,NaN,NaN,NaN,NaN
1122512400,44.916901,44.987083,44.565988,44.706354,44.307229686322756,NaN,NaN,NaN,NaN,NaN,NaN
1122858000,44.425622,44.495807,44.144893,44.495807,44.33624158073464,NaN,NaN,NaN,NaN,NaN,NaN
1122944400,44.495807,44.776535,44.355441,44.706354,44.39318195292931,NaN,NaN,NaN,NaN,NaN,NaN
1123030800,44.706354,44.84672,44.004527,44.215075,44.36578088324788,NaN,NaN,NaN,NaN,NaN,NaN
1123462800,43.513248,43.934343,43.372882,43.723795,44.267013824286664,NaN,NaN,NaN,NaN,NaN,NaN
1123549200,43.443067,44.004527,43.372882,43.443067,44.14025277439641,NaN,NaN,NaN,NaN,NaN,NaN
1123635600,43.232516,43.443067,42.74124,43.092154,43.97900680910465,NaN,NaN,NaN,NaN,NaN,NaN
1123722000,43.232516,43.723795,43.232516,43.513248,43.90735160770394,NaN,NaN,NaN,NaN,NaN,NaN
1124067600,43.092154,43.162335,42.600874,42.74124,43.72794982190333,NaN,NaN,NaN,NaN,NaN,NaN
1124154000,42.74124,42.881603,42.460508,42.671056,43.56535077237974,NaN,NaN,NaN,NaN,NaN,NaN
1124240400,42.530689,43.232516,42.390327,42.811422,43.44936173047516,NaN,NaN,NaN,NaN,NaN,NaN
1124326800,42.811422,43.021969,42.811422,42.811422,43.351217156555904,NaN,NaN,NaN,NaN,NaN,NaN
1124672400,43.021969,43.162335,42.951788,43.092154,43.31136128631653,NaN,NaN,NaN,NaN,NaN,NaN
1124758800,43.021969,43.021969,42.671056,42.881603,43.24524462688322,NaN,NaN,NaN,NaN,NaN,NaN
1124845200,42.671056,42.881603,42.460508,42.671056,43.15690791505503,NaN,NaN,NaN,NaN,NaN,NaN
1124931600,42.671056,42.951788,42.600874,42.951788,43.12535100504656,NaN,NaN,NaN,NaN,NaN,NaN
1125277200,43.372882,43.372882,42.671056,42.74124,43.06625700427016,NaN,NaN,NaN,NaN,NaN,NaN
1125363600,42.671056,43.021969,42.671056,43.021969,43.05944346515167,NaN,NaN,NaN,NaN,NaN,NaN
1125536400,43.021969,43.864161,43.021969,43.723795,43.16165139358988,NaN,NaN,NaN,NaN,NaN,NaN
1125882000,44.004527,44.074709,43.513248,43.79398,43.258932717652975,NaN,NaN,NaN,NaN,NaN,NaN
1125968400,43.934343,44.004527,43.583429,43.583429,43.30885522262944,NaN,NaN,NaN,NaN,NaN,NaN
1126054800,43.583429,43.864161,43.513248,43.864161,43.39428688068645,NaN,NaN,NaN,NaN,NaN,NaN
1126141200,43.653614,43.79398,43.162335,43.302701,43.38019674519623,NaN,NaN,NaN,NaN,NaN,NaN
1126486800,43.162335,43.513248,43.092154,43.443067,43.389869092089114,NaN,NaN,NaN,NaN,NaN,NaN
1126573200,43.302701,43.653614,43.232516,43.302701,43.3764586163831,NaN,NaN,NaN,NaN,NaN,NaN
1126659600,42.881603,43.513248,42.881603,43.372882,43.375908367708774,NaN,NaN,NaN,NaN,NaN,NaN
1126746000,43.372882,43.583429,43.302701,43.513248,43.39703754190742,NaN,NaN,NaN,NaN,NaN,NaN
1127091600,43.583429,43.79398,43.372882,43.583429,43.42571315084474,NaN,NaN,NaN,NaN,NaN,NaN
1127178000,43.583429,43.934343,43.583429,43.79398,43.48236958917632,NaN,NaN,NaN,NaN,NaN,NaN
1127264400,43.513248,43.583429,42.530689,42.811422,43.3791468831492,NaN,NaN,NaN,NaN,NaN,NaN
1127350800,42.600874,43.021969,42.600874,42.671056,43.270209824203164,NaN,NaN,NaN,NaN,NaN,NaN
1127696400,42.460508,42.600874,42.039414,42.530689,43.15643738971037,NaN,NaN,NaN,NaN,NaN,NaN
1127782800,42.74124,42.74124,42.179776,42.530689,43.060168406678,NaN,NaN,NaN,NaN,NaN,NaN
1127869200,42.671056,43.092154,42.530689,43.021969,43.05429157488139,NaN,NaN,NaN,NaN,NaN,NaN
1127955600,43.021969,43.443067,42.74124,43.443067,43.11410317874579,NaN,NaN,NaN,NaN,NaN,NaN
1128301200,43.79398,43.864161,43.372882,43.513248,43.17551007432336,NaN,NaN,NaN,NaN,NaN,NaN
1128387600,43.513248,43.583429,42.881603,43.302701,43.195077909042844,NaN,NaN,NaN,NaN,NaN,NaN
1128474000,43.162335,43.162335,42.600874,42.671056,43.114459153805484,NaN,NaN,NaN,NaN,NaN,NaN
1128560400,42.74124,42.881603,42.530689,42.74124,43.057040822450794,NaN,NaN,NaN,NaN,NaN,NaN
1128906000,42.881603,43.372882,42.811422,43.302701,43.0948346959199,NaN,NaN,NaN,NaN,NaN,NaN
1128992400,43.443067,43.513248,43.232516,43.443067,43.14840889654761,NaN,NaN,NaN,NaN,NaN,NaN
1129078800,43.162335,43.513248,42.881603,43.443067,43.19374091246336,NaN,NaN,NaN,NaN,NaN,NaN
1129165200,43.443067,43.653614,43.372882,43.513248,43.24289584900746,NaN,NaN,NaN,NaN,NaN,NaN
1129510800,42.811422,43.232516,42.811422,42.951788,43.198110026083235,NaN,NaN,NaN,NaN,NaN,NaN
